id1,id2,score,title_similarity,director_similarity,year_similarity,cast_similarity
a104,d1035,0.8125,1.0,1.0,0.25,1.0
a105,b105,0.9400000000000001,1.0,1.0,1.0,0.4
a105,c2039,0.7833333333333333,1.0,0.0,1.0,0.3333333333333333
b105,c2039,0.78,1.0,0.0,1.0,0.3
a109,b108,0.9750000000000001,1.0,1.0,1.0,0.75
a110,b109,0.7250000000000001,1.0,1.0,0.0,0.75
a112,d601,1.0,1.0,1.0,1.0,1.0
a113,b112,0.9400000000000001,1.0,1.0,1.0,0.4
a114,b113,0.7875000000000001,1.0,1.0,0.25,0.75
a116,b115,0.9750000000000001,1.0,1.0,1.0,0.75
a117,b116,0.9750000000000001,1.0,1.0,1.0,0.75
a117,c1926,0.9500000000000001,1.0,1.0,1.0,0.5
b116,c1926,0.9666666666666667,1.0,1.0,1.0,0.6666666666666666
a118,b117,0.9750000000000001,1.0,1.0,1.0,0.75
a119,c1978,0.9178571428571429,1.0,0.7857142857142857,1.0,0.5
a122,d964,0.75,1.0,1.0,0.0,1.0
b120,d964,0.8866666666666667,1.0,0.8,1.0,0.16666666666666666
a123,b121,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666
a126,b123,0.9750000000000001,1.0,1.0,1.0,0.75
a128,b124,0.7525000000000001,1.0,1.0,0.25,0.4
b124,c1751,0.75,1.0,0.0,1.0,0.0
a129,b125,0.9400000000000001,1.0,1.0,1.0,0.4
a129,c1834,0.9125,1.0,1.0,1.0,0.125
b125,c1834,0.9111111111111111,1.0,1.0,1.0,0.1111111111111111
a130,b126,0.9750000000000001,1.0,1.0,1.0,0.75
a130,c1624,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333
b126,c1624,0.9500000000000001,1.0,1.0,1.0,0.5
a132,b127,0.7250000000000001,1.0,1.0,0.0,0.75
a133,b129,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666
a133,d972,1.0,1.0,1.0,1.0,1.0
b129,d972,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666
a134,b130,0.9750000000000001,1.0,1.0,1.0,0.75
a135,c1874,0.9500000000000001,1.0,1.0,1.0,0.5
a137,b132,0.9750000000000001,1.0,1.0,1.0,0.75
a138,b133,0.7250000000000001,1.0,1.0,0.0,0.75
a138,d1001,1.0,1.0,1.0,1.0,1.0
b133,d1001,0.7250000000000001,1.0,1.0,0.0,0.75
a139,b134,0.7525000000000001,1.0,1.0,0.25,0.4
a140,b135,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666
a141,b136,0.7250000000000001,1.0,1.0,0.0,0.75
a2162,b1907,0.9508064516129031,1.0,0.8387096774193549,1.0,0.75
a142,b139,0.9750000000000001,1.0,1.0,1.0,0.75
a142,c1827,0.9400000000000001,1.0,1.0,1.0,0.4
b139,c1827,0.96,1.0,1.0,1.0,0.6
a143,b141,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666
a143,d963,0.9500000000000001,1.0,1.0,1.0,0.5
b141,d963,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666
a144,b140,0.9400000000000001,1.0,1.0,1.0,0.4
a144,c555,0.96,1.0,1.0,1.0,0.6
b140,c555,0.98,1.0,1.0,1.0,0.8
a145,b142,0.7875000000000001,1.0,1.0,0.25,0.75
a146,b143,0.9750000000000001,1.0,1.0,1.0,0.75
a146,d4236,0.8125,1.0,1.0,0.25,1.0
b143,d4236,0.7875000000000001,1.0,1.0,0.25,0.75
a147,b144,0.9400000000000001,1.0,1.0,1.0,0.4
a147,c1847,0.96,1.0,1.0,1.0,0.6
b144,c1847,0.98,1.0,1.0,1.0,0.8
a148,b145,0.9400000000000001,1.0,1.0,1.0,0.4
a148,c2062,0.9375,1.0,1.0,1.0,0.375
b145,c2062,0.9500000000000001,1.0,1.0,1.0,0.5
a149,b146,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666
a151,b148,0.9400000000000001,1.0,1.0,1.0,0.4
a152,b150,0.9750000000000001,1.0,1.0,1.0,0.75
a152,c1949,0.93,1.0,1.0,1.0,0.3
b150,c1949,0.9400000000000001,1.0,1.0,1.0,0.4
a153,b151,0.9400000000000001,1.0,1.0,1.0,0.4
a153,c1950,0.96,1.0,1.0,1.0,0.6
b151,c1950,0.9285714285714286,1.0,1.0,1.0,0.2857142857142857
a155,b153,0.7691176470588237,0.5882352941176471,1.0,1.0,0.75
a156,b154,0.9750000000000001,1.0,1.0,1.0,0.75
a156,d1247,0.8125,1.0,1.0,0.25,1.0
a156,c2014,0.96,1.0,1.0,1.0,0.6
b154,d1247,0.7875000000000001,1.0,1.0,0.25,0.75
b154,c2014,0.98,1.0,1.0,1.0,0.8
c2014,d1247,0.7725,1.0,1.0,0.25,0.6
a157,b155,0.9400000000000001,1.0,1.0,1.0,0.4
a158,b156,0.9750000000000001,1.0,1.0,1.0,0.75
a158,d1222,0.8125,1.0,1.0,0.25,1.0
a158,c2164,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855
b156,d1222,0.7875000000000001,1.0,1.0,0.25,0.75
b156,c2164,0.9571428571428572,1.0,1.0,1.0,0.5714285714285714
c2164,d1222,0.7553571428571428,1.0,1.0,0.25,0.42857142857142855
a160,b158,0.9624999999999999,1.0,0.9166666666666665,1.0,0.75
a160,d945,1.0,1.0,1.0,1.0,1.0
b158,d945,0.9624999999999999,1.0,0.9166666666666665,1.0,0.75
a161,c1960,0.925,1.0,1.0,1.0,0.25
a162,b160,0.9750000000000001,1.0,1.0,1.0,0.75
a162,c1906,0.9130541871921182,1.0,0.896551724137931,1.0,0.2857142857142857
b160,c1906,0.9273399014778324,1.0,0.896551724137931,1.0,0.42857142857142855
a163,b161,0.875,0.8,1.0,1.0,0.75
a163,d1041,1.0,1.0,1.0,1.0,1.0
a163,c1809,0.8833333333333333,1.0,0.6666666666666667,1.0,0.3333333333333333
b161,d1041,0.875,0.8,1.0,1.0,0.75
b161,c1809,0.7944444444444444,0.8,0.6666666666666667,1.0,0.4444444444444444
c1809,d1041,0.8833333333333333,1.0,0.6666666666666667,1.0,0.3333333333333333
a164,b162,0.9750000000000001,1.0,1.0,1.0,0.75
a164,c1936,1.0,1.0,1.0,1.0,1.0
b162,c1936,0.9750000000000001,1.0,1.0,1.0,0.75
b163,c349,0.9444444444444444,1.0,1.0,1.0,0.4444444444444444
a166,b164,0.9400000000000001,1.0,1.0,1.0,0.4
a167,b165,0.9750000000000001,1.0,1.0,1.0,0.75
a167,c2068,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855
b165,c2068,0.9571428571428572,1.0,1.0,1.0,0.5714285714285714
a169,c1980,0.8686363636363637,1.0,0.5909090909090908,1.0,0.3
a170,b175,0.9750000000000001,1.0,1.0,1.0,0.75
a170,c1932,0.96,1.0,1.0,1.0,0.6
b175,c1932,0.98,1.0,1.0,1.0,0.8
a171,b168,0.9750000000000001,1.0,1.0,1.0,0.75
a171,d898,1.0,1.0,1.0,1.0,1.0
b168,d898,0.9750000000000001,1.0,1.0,1.0,0.75
a172,b169,0.942391304347826,1.0,0.782608695652174,1.0,0.75
a172,c2067,0.8916666666666667,1.0,0.6111111111111112,1.0,0.5
b169,c2067,0.913963963963964,1.0,0.6486486486486487,1.0,0.6666666666666666
a173,b170,0.9750000000000001,1.0,1.0,1.0,0.75
a173,d896,1.0,1.0,1.0,1.0,1.0
a173,c2058,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855
b170,d896,0.9750000000000001,1.0,1.0,1.0,0.75
b170,c2058,0.9571428571428572,1.0,1.0,1.0,0.5714285714285714
c2058,d896,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855
a174,b171,0.9400000000000001,1.0,1.0,1.0,0.4
a174,d921,1.0,1.0,1.0,1.0,1.0
a174,c2092,0.9266666666666665,0.9333333333333332,1.0,1.0,0.6
b171,d921,0.9400000000000001,1.0,1.0,1.0,0.4
b171,c2092,0.9166666666666666,0.9333333333333332,1.0,1.0,0.5
c2092,d921,0.9266666666666665,0.9333333333333332,1.0,1.0,0.6
a175,b172,0.9750000000000001,1.0,1.0,1.0,0.75
a175,c2128,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855
b172,c2128,0.9571428571428572,1.0,1.0,1.0,0.5714285714285714
a176,b173,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333
a177,b174,0.9750000000000001,1.0,1.0,1.0,0.75
a177,c1866,0.96,1.0,1.0,1.0,0.6
b174,c1866,0.98,1.0,1.0,1.0,0.8
a178,b176,0.9400000000000001,1.0,1.0,1.0,0.4
a178,c1882,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855
b176,c1882,0.9375,1.0,1.0,1.0,0.375
a179,c1815,0.9500000000000001,1.0,1.0,1.0,0.5
a180,b179,0.9400000000000001,1.0,1.0,1.0,0.4
a180,c1837,0.9500000000000001,1.0,1.0,1.0,0.5
b179,c1837,0.9666666666666667,1.0,1.0,1.0,0.6666666666666666
a181,b178,0.9400000000000001,1.0,1.0,1.0,0.4
a181,c1895,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666
b178,c1895,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333
a182,b180,0.9750000000000001,1.0,1.0,1.0,0.75
a182,c1887,0.9750000000000001,1.0,1.0,1.0,0.75
b180,c1887,1.0,1.0,1.0,1.0,1.0
a183,b181,0.9400000000000001,1.0,1.0,1.0,0.4
a184,d936,1.0,1.0,1.0,1.0,1.0
a184,c2027,0.8957142857142857,1.0,0.5714285714285714,1.0,0.6
c2027,d936,0.8957142857142857,1.0,0.5714285714285714,1.0,0.6
a185,b183,0.9400000000000001,1.0,1.0,1.0,0.4
a185,c1992,0.9400000000000001,1.0,1.0,1.0,0.4
b183,c1992,1.0,1.0,1.0,1.0,1.0
a186,b184,0.7625000000000001,1.0,1.0,0.25,0.5
a186,c1784,0.9500000000000001,1.0,1.0,1.0,0.5
a186,c1873,0.7625000000000001,1.0,1.0,0.25,0.5
b184,c1784,0.7625000000000001,1.0,1.0,0.25,0.5
b184,c1873,0.9500000000000001,1.0,1.0,1.0,0.5
c1784,c1873,0.8125,1.0,1.0,0.25,1.0
a187,b185,0.9750000000000001,1.0,1.0,1.0,0.75
a187,d911,1.0,1.0,1.0,1.0,1.0
a187,c1841,0.96,1.0,1.0,1.0,0.6
b185,d911,0.9750000000000001,1.0,1.0,1.0,0.75
b185,c1841,0.98,1.0,1.0,1.0,0.8
c1841,d911,0.96,1.0,1.0,1.0,0.6
a188,b187,0.9750000000000001,1.0,1.0,1.0,0.75
a188,c2028,0.96,1.0,1.0,1.0,0.6
b187,c2028,0.98,1.0,1.0,1.0,0.8
a766,d1919,1.0,1.0,1.0,1.0,1.0
a766,c2867,0.8772727272727272,1.0,0.6666666666666667,1.0,0.2727272727272727
c2867,d1919,0.8772727272727272,1.0,0.6666666666666667,1.0,0.2727272727272727
a191,c1968,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855
a192,b189,0.9400000000000001,1.0,1.0,1.0,0.4
a194,b190,0.9750000000000001,1.0,1.0,1.0,0.75
a194,d930,1.0,1.0,1.0,1.0,1.0
a194,c2083,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855
b190,d930,0.9750000000000001,1.0,1.0,1.0,0.75
b190,c2083,0.9375,1.0,1.0,1.0,0.375
c2083,d930,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855
a195,b191,0.9750000000000001,1.0,1.0,1.0,0.75
a195,d909,1.0,1.0,1.0,1.0,1.0
b191,d909,0.9750000000000001,1.0,1.0,1.0,0.75
a196,b192,0.9,1.0,1.0,1.0,0.0
a196,c2033,0.9,1.0,1.0,1.0,0.0
b192,c2033,0.9,1.0,1.0,1.0,0.0
a197,c1835,0.9500000000000001,1.0,1.0,1.0,0.5
a198,b194,0.9083333333333334,0.8666666666666667,1.0,1.0,0.75
a198,d922,1.0,1.0,1.0,1.0,1.0
a198,c1961,0.8708333333333333,0.8666666666666667,1.0,1.0,0.375
b194,d922,0.9083333333333334,0.8666666666666667,1.0,1.0,0.75
b194,c1961,0.9500000000000001,1.0,1.0,1.0,0.5
c1961,d922,0.8708333333333333,0.8666666666666667,1.0,1.0,0.375
a199,b195,0.9750000000000001,1.0,1.0,1.0,0.75
a199,c2079,0.92,1.0,1.0,1.0,0.2
b195,c2079,0.9266666666666666,1.0,1.0,1.0,0.26666666666666666
a200,b196,0.9684782608695652,1.0,0.9565217391304348,1.0,0.75
a201,b197,0.9750000000000001,1.0,1.0,1.0,0.75
a201,c1910,0.93,1.0,1.0,1.0,0.3
b197,c1910,0.9400000000000001,1.0,1.0,1.0,0.4
a202,b198,0.9750000000000001,1.0,1.0,1.0,0.75
a202,c1880,0.9500000000000001,1.0,1.0,1.0,0.5
b198,c1880,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855
a203,b199,0.9750000000000001,1.0,1.0,1.0,0.75
a203,c1944,0.9214285714285715,1.0,1.0,1.0,0.21428571428571427
b199,c1944,0.9285714285714286,1.0,1.0,1.0,0.2857142857142857
a204,b200,0.9750000000000001,1.0,1.0,1.0,0.75
a204,d938,1.0,1.0,1.0,1.0,1.0
b200,d938,0.9750000000000001,1.0,1.0,1.0,0.75
a205,b205,0.91,1.0,0.8,1.0,0.4
a206,b201,0.9750000000000001,1.0,1.0,1.0,0.75
a207,b202,0.9400000000000001,1.0,1.0,1.0,0.4
a208,b203,0.9750000000000001,1.0,1.0,1.0,0.75
a208,c1848,0.925,1.0,1.0,1.0,0.25
b203,c1848,0.9375,1.0,1.0,1.0,0.375
a604,c2176,0.846842105263158,1.0,0.5789473684210527,1.0,0.1
a210,b206,0.9750000000000001,1.0,1.0,1.0,0.75
a211,b207,0.9750000000000001,1.0,1.0,1.0,0.75
a211,c1919,0.9248587570621469,0.9830508474576272,1.0,1.0,0.3333333333333333
b207,c1919,0.935969868173258,0.9830508474576272,1.0,1.0,0.4444444444444444
a213,b209,0.9750000000000001,1.0,1.0,1.0,0.75
a213,c1842,0.9375,1.0,1.0,1.0,0.375
b209,c1842,0.9500000000000001,1.0,1.0,1.0,0.5
a215,c1843,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855
a216,b211,0.9750000000000001,1.0,1.0,1.0,0.75
a216,c1819,0.75,1.0,0.0,1.0,0.0
b211,c1819,0.75,1.0,0.0,1.0,0.0
a217,b212,0.9750000000000001,1.0,1.0,1.0,0.75
a217,d928,1.0,1.0,1.0,1.0,1.0
a217,c1814,0.9285714285714286,1.0,1.0,1.0,0.2857142857142857
b212,d928,0.9750000000000001,1.0,1.0,1.0,0.75
b212,c1814,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855
c1814,d928,0.9285714285714286,1.0,1.0,1.0,0.2857142857142857
a218,b214,0.7250000000000001,1.0,1.0,0.0,0.75
a220,b215,0.9400000000000001,1.0,1.0,1.0,0.4
a220,c1914,0.96,1.0,1.0,1.0,0.6
b215,c1914,0.98,1.0,1.0,1.0,0.8
a221,b216,0.9400000000000001,1.0,1.0,1.0,0.4
b217,c1934,0.9,1.0,1.0,1.0,0.0
a223,b219,0.9750000000000001,1.0,1.0,1.0,0.75
a223,c2034,0.96,1.0,1.0,1.0,0.6
b219,c2034,0.98,1.0,1.0,1.0,0.8
a224,b220,0.9400000000000001,1.0,1.0,1.0,0.4
a224,d908,1.0,1.0,1.0,1.0,1.0
a224,c1898,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855
b220,d908,0.9400000000000001,1.0,1.0,1.0,0.4
b220,c1898,0.9571428571428572,1.0,1.0,1.0,0.5714285714285714
c1898,d908,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855
a225,b221,0.7525000000000001,1.0,1.0,0.25,0.4
a225,c1825,0.7553571428571428,1.0,1.0,0.25,0.42857142857142855
b221,c1825,0.9375,1.0,1.0,1.0,0.375
a226,b222,0.9694444444444446,1.0,0.962962962962963,1.0,0.75
a226,c1928,0.9392857142857143,1.0,0.9285714285714286,1.0,0.5
b222,c1928,0.9611111111111111,1.0,0.962962962962963,1.0,0.6666666666666666
a227,b223,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666
a227,d897,1.0,1.0,1.0,1.0,1.0
a227,c2167,0.9375,1.0,1.0,1.0,0.375
b223,d897,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666
b223,c2167,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333
c2167,d897,0.9375,1.0,1.0,1.0,0.375
a228,c1897,0.96,1.0,1.0,1.0,0.6
a229,b226,0.9400000000000001,1.0,1.0,1.0,0.4
a229,c1810,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855
b226,c1810,0.9571428571428572,1.0,1.0,1.0,0.5714285714285714
a230,b227,0.9750000000000001,1.0,1.0,1.0,0.75
a230,c1989,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333
b227,c1989,0.9444444444444444,1.0,1.0,1.0,0.4444444444444444
a231,b228,0.9750000000000001,1.0,1.0,1.0,0.75
a231,c1907,0.8951298701298701,1.0,0.6818181818181819,1.0,0.42857142857142855
b228,c1907,0.9094155844155845,1.0,0.6818181818181819,1.0,0.5714285714285714
a232,d950,1.0,1.0,1.0,1.0,1.0
a233,b230,0.9400000000000001,1.0,1.0,1.0,0.4
a233,d939,1.0,1.0,1.0,1.0,1.0
