ID,Title,Year,Director,Cast,Genre,Duration
a143,for the love of money,,ellie kanner,"jeffrey tambor, jonathan lipnicki, edward furlong","action, crime, drama, thriller",
a144,the forger,,philip martin,"john travolta, christopher plummer, tye sheridan","crime, drama, thriller",
a147,frankenweenie,,tim burton,"winona ryder, catherine o'hara, martin short","animation, comedy, family, horror, sci-fi",
a148,friends with kids,,jennifer westfeldt,"jennifer westfeldt, adam scott, maya rudolph","comedy, drama, romance",
a149,fun size,,josh schwartz,"victoria justice, johnny knoxville, chelsea handler","adventure, comedy",
a151,gayby,,jonathan lisecki,"jenn harris, anna margaret hollyman, matthew wilkas","comedy, drama",
a153,god bless america,,bobcat goldthwait,"joel murray, tara lynne barr, mackenzie brooke smith","comedy, crime",
a154,gone,,heitor dhalia,"amanda seyfried, jennifer carpenter, wes bentley","drama, mystery, thriller",
a155,good deeds,,tyler perry,"tyler perry, gabrielle union, thandie newton","comedy, drama, romance",
a157,the guilt trip,,anne fletcher,"barbra streisand, seth rogen, julene renee","comedy, drama",
a159,just before i go,,courteney cox,"seann william scott, olivia thirlby, garret dillahunt","comedy, drama",
a161,hick,,derick martini,"chloë grace moretz, blake lively, rory culkin","comedy, drama",
a165,hotel transylvania,,genndy tartakovsky,"adam sandler, kevin james, andy samberg","animation, comedy, family, fantasy",
a166,house at the end of the street,,mark tonderai,"jennifer lawrence, elisabeth shue, max thieriot","horror, mystery, thriller",
a168,i do,,glenn gaylord,"jamie-lynn sigler, alicia witt, maurice compte",drama,
a169,ice age: continental drift,,steve martino,"ray romano, denis leary, john leguizamo","animation, adventure, comedy, family",
a172,jeff who lives at home,,jay duplass,"jason segel, ed helms, judy greer","comedy, drama",
a176,katy perry: part of me,,dan cutforth,"katy perry, adam marcello, casey hooper","documentary, music",
a178,a late quartet,,yaron zilberman,"philip seymour hoffman, christopher walken, catherine keener","drama, music",
a179,lawless,,john hillcoat,"tom hardy, shia labeouf, guy pearce","crime, drama",
a180,liberal arts,,josh radnor,"josh radnor, elizabeth olsen, zac efron","comedy, drama",
a181,life of pi,,ang lee,"suraj sharma, irrfan khan, adil hussain","adventure, drama, fantasy",
a183,a little bit of heaven,,nicole kassell,"kate hudson, gael garcía bernal, kathy bates","comedy, drama, fantasy, romance",
a185,lola versus,,daryl wein,"greta gerwig, zoe lister-jones, hamish linklater",comedy,
a186,the loneliest planet,,julia loktev,"gael garcía bernal, hani furstenberg, bidzina gujabidze",thriller,
a189,madagascar 3: europe's most wanted,,eric darnell,"ben stiller, jada pinkett smith, chris rock","animation, adventure, comedy, family",
a190,madea's witness protection,,tyler perry,"tyler perry, eugene levy, denise richards","comedy, crime, drama",
a191,magic mike,,steven soderbergh,"channing tatum, alex pettyfer, olivia munn","comedy, drama",
a192,the magic of belle isle,,rob reiner,"morgan freeman, virginia madsen, madeline carroll","comedy, drama",
a196,marley,,kevin macdonald,"bob marley, ziggy marley, jimmy cliff","documentary, biography, music",
a197,the master,,paul thomas anderson,"philip seymour hoffman, joaquin phoenix, amy adams",drama,
a200,monsters inc.,,pete docter,"billy crystal, john goodman, mary gibbs","animation, adventure, comedy, family, fantasy",
a205,paranorman,,chris butler,"kodi smit-mcphee, anna kendrick, christopher mintz-plasse","animation, adventure, comedy, family, fantasy",
a207,the oranges,,julian farino,"leighton meester, hugh laurie, catherine keener","comedy, drama, romance",
a209,paranormal activity 4,,henry joost,"stephen dunham, katie featherston, matt shively",horror,
a212,philadelphia,,jonathan demme,"tom hanks, denzel washington, roberta maxwell",drama,
a214,piranha 3dd,,john gulager,"danielle panabaker, ving rhames, david hasselhoff","comedy, horror",
a215,pitch perfect,,jason moore,"anna kendrick, brittany snow, rebel wilson","comedy, music, romance",
a219,project x,,nima nourizadeh,"thomas mann, oliver cooper, jonathan daniel brown","comedy, crime",
a220,prometheus,,ridley scott,"noomi rapace, logan marshall-green, michael fassbender","adventure, mystery, sci-fi",
a221,puppet master x: axis rising,,charles band,"kip canyon, jean louise o'sullivan, oto brezina","fantasy, horror, sci-fi",
a222,the queen of versailles,,lauren greenfield,"lorraine barrett, june downs, phillip froehlich",documentary,
a225,red hook summer,,spike lee,"jules brown, thomas jefferson byrd, toni lysaith",drama,
a226,red lights,,rodrigo cortés,"sigourney weaver, robert de niro, cillian murphy","drama, mystery, thriller",
a228,rise of the guardians,,peter ramsey,"hugh jackman, alec baldwin, isla fisher","animation, adventure, family, fantasy",
a229,robot & frank,,jake schreier,"peter sarsgaard, frank langella, susan sarandon","comedy, crime, drama, sci-fi",
a234,safety not guaranteed,,colin trevorrow,"aubrey plaza, mark duplass, jake johnson","comedy, drama, romance",
a235,samsara,,ron fricke,"balinese tari legong dancers, ni made megahadi pratiwi, puti sri candra dewi","documentary, music",
a237,seeking a friend for the end of the world,,lorene scafaria,"steve carell, keira knightley, melanie lynskey","adventure, comedy, drama, romance, sci-fi",
a238,the sessions,,ben lewin,"john hawkes, helen hunt, william h. macy","biography, comedy, drama, romance",
a239,silent hill: revelation 3d,,michael j. bassett,"adelaide clemens, kit harington, sean bean","horror, mystery, thriller",
a241,silent house,,chris kentis,"elizabeth olsen, adam trese, eric sheffer stevens","horror, mystery, thriller",
a244,smashed,,james ponsoldt,"mary elizabeth winstead, aaron paul, nick offerman",drama,
a247,sparkle,,salim akil,"jordin sparks, carmen ejogo, whitney houston","drama, music",
a251,the swan princess christmas,,richard rich,"jennifer miller, joseph medrano, david lodge","animation, adventure, fantasy, musical",
a254,ted,,seth macfarlane,"mark wahlberg, mila kunis, seth macfarlane","comedy, fantasy",
a255,that's my boy,,sean anders,"adam sandler, andy samberg, leighton meester",comedy,
a256,think like a man,,tim story,"chris brown, gabrielle union, kevin hart","comedy, romance",
a257,this is 40,,judd apatow,"paul rudd, leslie mann, maude apatow",comedy,
a261,thunderstruck,,john whitesell,"kevin durant, taylor gray, james belushi","comedy, family",
a266,underworld: awakening,,måns mårlind,"kate beckinsale, michael ealy, india eisley","action, fantasy, horror",
a267,v/h/s,,matt bettinelli-olpin,"calvin reeder, lane hughes, adam wingard","horror, thriller",
a268,twixt,,francis ford coppola,"val kilmer, bruce dern, elle fanning","horror, thriller",
a270,wanderlust,,david wain,"jennifer aniston, paul rudd, malin akerman",comedy,
a272,what to expect when you're expecting,,kirk jones,"cameron diaz, matthew morrison, j. todd smith","comedy, drama, romance",
a274,the words,,brian klugman,"bradley cooper, dennis quaid, olivia wilde","drama, mystery, romance",
a276,goodbye promise,,david branin,"gregor collins, sarah prikryl, todd cattell",drama,
a277,zero dark thirty,,kathryn bigelow,"jessica chastain, joel edgerton, chris pratt","drama, history, thriller",
a279,8: the mormon proposition,,reed cowan,"spencer jones, tyler barrick, dustin lance black",documentary,
a283,alpha and omega,,anthony bell,"hayden panettiere, christina ricci, justin long","animation, adventure, comedy, family, romance",
a285,barry munday,,chris d'arienzo,"patrick wilson, judy greer, chloë sevigny","comedy, romance",
a286,bearcity,,douglas langway,"alex di dio, kevin e. smith, joe conti",comedy,
a287,big money rustlas,,paul andresen,"violent j, shaggy 2 dope, tony borcherding","comedy, western",
a289,blue valentine,,derek cianfrance,"ryan gosling, michelle williams, john doman","drama, romance",
a291,bouncing cats,,nabil elderkin,"crazy legs, will.i.am","documentary, music",
a293,brooklyn's finest,,antoine fuqua,"richard gere, don cheadle, ethan hawke","crime, drama, thriller",
a294,buried,,rodrigo cortés,"ryan reynolds, josé luis garcía pérez, robert paterson","drama, mystery, thriller",
a295,burlesque,,steve antin,"cher, christina aguilera, alan cumming","drama, music, romance",
a296,case 39,,christian alvart,"renée zellweger, ian mcshane, jodelle ferland","horror, mystery, thriller",
a298,casino jack and the united states of money,,alex gibney,"jack abramoff, tom delay, william branner",documentary,
a300,charlie st. cloud,,burr steers,"zac efron, kim basinger, charlie tahan","drama, fantasy, romance",
a301,the chronicles of narnia: the voyage of the dawn treader,,michael apted,"ben barnes, skandar keynes, georgie henley","adventure, family, fantasy",
a304,client 9: the rise and fall of eliot spitzer,,alex gibney,"eliot spitzer, michael schwendeman, kim allen",documentary,
a307,cop out,,kevin smith,"bruce willis, tracy morgan, juan carlos hernández","action, comedy, crime",
a312,crazy on the outside,,tim allen,"tim allen, sigourney weaver, jeanne tripplehorn","comedy, crime",
a315,dear john,,lasse hallström,"channing tatum, amanda seyfried, richard jenkins","drama, romance, war",
a316,death at a funeral,,frank oz,"matthew macfadyen, peter dinklage, ewen bremner",comedy,
a317,despicable me,,pierre coffin,"steve carell, jason segel, russell brand","animation, comedy, family",
a318,devil,,john erick dowdle,"chris messina, caroline dhavernas, bokeem woodbine","drama, horror, mystery, thriller",
a320,dinner for schmucks,,jay roach,"steve carell, paul rudd, stephanie szostak",comedy,
a324,eat pray love,,ryan murphy,"julia roberts, javier bardem, richard jenkins","drama, romance",
a325,the twilight saga: eclipse,,david slade,"kristen stewart, robert pattinson, taylor lautner","adventure, drama, fantasy, romance",
a328,the extra man,,shari springer berman,"kevin kline, paul dano, katie holmes",comedy,
a330,fair game,,doug liman,"naomi watts, sean penn, sonya davison","biography, drama, thriller",
a334,for colored girls,,tyler perry,"janet jackson, anika noni rose, whoopi goldberg",drama,
a335,freakonomics,,heidi ewing,"james ransone, tempestt bledsoe, morgan spurlock",documentary,
a337,frozen,,chris buck,"kristen bell, idina menzel, jonathan groff","animation, adventure, comedy, family, fantasy, musical",
a338,furry vengeance,,roger kumble,"brendan fraser, brooke shields, ricky garcia","comedy, family",
a340,get him to the greek,,nicholas stoller,"jonah hill, russell brand, elisabeth moss","comedy, music",
a342,going the distance,,nanette burstein,"drew barrymore, justin long, ron livingston","comedy, romance",
a344,the greatest,,shana feste,"carey mulligan, aaron taylor-johnson, pierce brosnan","drama, romance",
a347,grown ups,,dennis dugan,"adam sandler, salma hayek, kevin james",comedy,
a348,gulliver's travels,,rob letterman,"jack black, emily blunt, jason segel","adventure, comedy, family, fantasy",
a350,hereafter,,clint eastwood,"matt damon, cécile de france, bryce dallas howard","drama, fantasy",
a352,harry potter and the deathly hallows: part 2,,david yates,"daniel radcliffe, emma watson, rupert grint","adventure, drama, fantasy, mystery",
a356,how to train your dragon,,dean deblois,"jay baruchel, gerard butler, christopher mintz-plasse","animation, adventure, family, fantasy",
a357,hubble 3d,,toni myers,"leonardo dicaprio, k. megan mcarthur, scott d. altman","documentary, short",
a358,hurricane season,,tim story,"forest whitaker, isaiah washington, shad moss","drama, sport",
a359,hyenas,,eric weston,"maria bertrand, meshach taylor, dajuan johnson",horror,
a360,i love you phillip morris,,glenn ficarra,"jim carrey, ewan mcgregor, leslie mann","biography, comedy, crime, drama, romance",
a361,i'm still here,,casey affleck,"joaquin phoenix, antony langdon, carey perloff","comedy, drama, music",
a364,it's kind of a funny story,,anna boden,"keir gilchrist, zach galifianakis, emma roberts","comedy, drama, romance",
a365,jack goes boating,,philip seymour hoffman,"philip seymour hoffman, amy ryan, john ortiz","comedy, drama, romance",
a366,jackass 3d,,jeff tremaine,"johnny knoxville, steve-o, bam margera","documentary, action, comedy",
a372,kick-ass,,matthew vaughn,"aaron taylor-johnson, nicolas cage, chloë grace moretz","action, comedy",
a382,legend of the guardians: the owls of ga'hoole,,zack snyder,"jim sturgess, hugo weaving, david wenham","animation, adventure, fantasy",
a385,let me in,,matt reeves,"kodi smit-mcphee, chloë grace moretz, richard jenkins","drama, horror, mystery",
a386,letters to god,,david nixon,"tanner maguire, jeffrey johnson, robyn lively","drama, family",
a388,letters to juliet,,gary winick,"amanda seyfried, gael garcía bernal, vanessa redgrave","comedy, drama, romance",
a389,like dandelion dust,,jon gunn,"mira sorvino, barry pepper, cole hauser",drama,
a390,little fockers,,paul weitz,"ben stiller, teri polo, robert de niro","comedy, romance",
a391,lottery ticket,,erik white,"shad moss, brandon t. jackson, naturi naughton",comedy,
a392,love ranch,,taylor hackford,"helen mirren, joe pesci, sergio peris-mencheta","comedy, drama, romance, sport",
a393,love & other drugs,,edward zwick,"jake gyllenhaal, anne hathaway, judy greer","comedy, drama, romance",
a396,marmaduke,,tom dey,"owen wilson, judy greer, lee pace","comedy, family",
a400,mirrors 2,,víctor garcía,"nick stahl, emmanuelle vaugier, evan jones","horror, mystery, thriller",
a402,mother and child,,rodrigo garcía,"naomi watts, annette bening, kerry washington","drama, romance",
a403,my soul to take,,wes craven,"max thieriot, john magaro, denzel whitaker","horror, mystery, thriller",
a404,nanny mcphee returns,,susanna white,"emma thompson, maggie gyllenhaal, ralph fiennes","comedy, family, fantasy",
a407,night catches us,,tanya hamilton,"anthony mackie, kerry washington, jamara griffin","drama, romance",
a414,percy jackson & the olympians: the lightning thief,,chris columbus,"logan lerman, kevin mckidd, steve coogan","adventure, family, fantasy",
a415,the perfect game,,william dear,"clifton collins jr., cheech marin, moises arias","comedy, drama, family, sport",
a416,piranha 3d,,alexandre aja,"elisabeth shue, jerry o'connell, richard dreyfuss","comedy, horror",
a418,preacher's kid,,stan foster,"letoya luckett, durrell babbs, tammy townsend",drama,
a419,predators,,nimród antal,"adrien brody, laurence fishburne, topher grace","action, adventure, sci-fi, thriller",
a422,ramona and beezus,,elizabeth allen rosenbaum,"joey king, selena gomez, bridget moynahan","adventure, comedy, family, fantasy",
a423,the rebound,,bart freundlich,"catherine zeta-jones, justin bartha, art garfunkel","comedy, romance",
a425,remember me,,allen coulter,"robert pattinson, emilie de ravin, caitlyn rund","drama, romance",
a433,saw 3d: the final chapter,,kevin greutert,"tobin bell, costas mandylor, betsy russell","horror, mystery",
a434,secretariat,,randall wallace,"diane lane, john malkovich, margo martindale","drama, family, history, sport",
a436,she's out of my league,,jim field smith,"jay baruchel, alice eve, t.j. miller","comedy, romance",
a437,shrek forever after,,mike mitchell,"mike myers, cameron diaz, eddie murphy","animation, adventure, comedy, family, fantasy",
a438,shutter island,,martin scorsese,"leonardo dicaprio, emily mortimer, mark ruffalo","mystery, thriller",
a440,small town saturday night,,ryan craig,"shawn christian, chris pine, bre blair",drama,
a442,solitary man,,brian koppelman,"michael douglas, susan sarandon, jesse eisenberg","comedy, drama, romance",
a445,splice,,vincenzo natali,"adrien brody, sarah polley, delphine chanéac","horror, sci-fi",
a447,step up 3d,,jon m. chu,"sharni vinson, rick malambri, adam g. sevani","drama, music, romance",
a448,stone,,john curran,"edward norton, milla jovovich, robert de niro","drama, thriller",
a453,darkness falls,,jonathan liebesman,"chaney kley, emma caulfield, antony burrows","horror, mystery, thriller",
a458,true grit,,ethan coen,"jeff bridges, matt damon, hailee steinfeld","adventure, drama, western",
a462,valentine's day,,garry marshall,"julia roberts, jamie foxx, anne hathaway","comedy, romance",
a463,vampires suck,,jason friedberg,"jenn proske, matt lanter, diedrich bader",comedy,
a467,why did i get married too?,,tyler perry,"janet jackson, tyler perry, jill scott","comedy, drama, romance",
a468,winnebago man,,ben steinbauer,"jack rebney, ben steinbauer, keith gordon","documentary, biography, comedy",
a469,winter's bone,,debra granik,"jennifer lawrence, john hawkes, garret dillahunt",drama,
a471,wonderful world,2009.0,joshua goldin,"matthew broderick, sanaa lathan, michael kenneth williams","drama, romance",
a475,youth in revolt,,miguel arteta,"michael cera, portia doubleday, ray liotta","comedy, drama, romance",
a476,11-11-11,,darren lynn bousman,"timothy gibbs, michael landes, wendy glenn","horror, mystery, thriller",
a479,50/50,,jonathan levine,"joseph gordon-levitt, seth rogen, anna kendrick","comedy, drama",
a481,the adjustment bureau,,george nolfi,"matt damon, emily blunt, lisa thoreson","romance, sci-fi, thriller",
a482,the adventures of tintin: the secret of the unicorn,,jacques exertier,"ewan bailey, james barriscale, mark bazeley",adventure,
a483,african cats,,alastair fothergill,"samuel l. jackson, patrick stewart","documentary, adventure",
a484,alvin and the chipmunks: chipwrecked,,mike mitchell,"justin long, jesse mccartney, jason lee","animation, adventure, comedy, family, fantasy, music",
a486,apollo 18,,gonzalo lópez-gallego,"warren christie, lloyd owen, ryan robbins","horror, mystery, sci-fi, thriller",
a490,atlas shrugged: part i,,paul johansson,"taylor schilling, grant bowler, matthew marsden","drama, mystery, sci-fi",
a493,beastly,,daniel barnz,"alex pettyfer, vanessa hudgens, mary-kate olsen","drama, fantasy, romance",
a495,beginners,,mike mills,"ewan mcgregor, christopher plummer, mélanie laurent","comedy, drama, romance",
a496,beats rhymes & life: the travels of a tribe called quest,,michael rapaport,"q-tip, phife dawg, ali shaheed muhammad","documentary, music",
a497,a better life,,chris weitz,"demian bichir, josé julián, eddie 'piolin' sotelo",drama,
a500,born to be wild,,david lickley,"birute galdikas, daphne sheldrick, morgan freeman","documentary, short, adventure",
a501,the twilight saga: breaking dawn - part 2,,bill condon,"kristen stewart, robert pattinson, taylor lautner","adventure, drama, fantasy, romance",
a503,buck,,cindy meehl,"buck brannaman, gary myers, bibb frazier",documentary,
a504,bucky larson: born to be a star,,tom brady,"nick swardson, don johnson, christina ricci",comedy,
a505,captain america: the first avenger,,joe johnston,"chris evans, hugo weaving, samuel l. jackson","action, adventure, sci-fi",
a507,cars 2,,john lasseter,"owen wilson, larry the cable guy, michael caine","animation, adventure, comedy, family, sport",
a509,the chaperone,,stephen herek,"paul levesque, kevin corrigan, josé zúñiga","action, comedy, family",
a512,the conspirator,,robert redford,"robin wright, james mcavoy, tom wilkinson","crime, drama, history",
a513,contagion,,steven soderbergh,"matt damon, kate winslet, jude law","drama, sci-fi, thriller",
a514,courageous,,alex kendrick,"alex kendrick, ken bevel, kevin downes",drama,
a517,i am what i am,,tinto brass,"jean-louis trintignant, ewa aulin, roberto bisacco","drama, mystery, thriller",
a518,the debt,,john madden,"helen mirren, sam worthington, tom wilkinson","drama, thriller",
a520,the devil's double,,lee tamahori,"dominic cooper, ludivine sagnier, raad rawi","biography, drama, thriller",
a521,diary of a wimpy kid: rodrick rules,,david bowers,"zachary gordon, devon bostick, robert capron","comedy, family",
a523,dolphin tale,,charles martin smith,"morgan freeman, ashley judd, harry connick jr.","drama, family",
a527,drive,,nicolas winding refn,"ryan gosling, carey mulligan, bryan cranston","crime, drama",
a531,everything must go,,dan rush,"will ferrell, rebecca hall, christopher jordan wallace","comedy, drama",
a532,extremely loud & incredibly close,,stephen daldry,"thomas horn, tom hanks, sandra bullock","adventure, drama, mystery",
a535,fear of a black republican,,kevin williams,"edward brooke, george w. bush, dick cheney","documentary, history",
a536,final destination 5,,steven quale,"nicholas d'agosto, emma bell, arlen escarpeta","horror, thriller",
a537,footloose,,herbert ross,"kevin bacon, lori singer, john lithgow","drama, music, romance",
a539,fright night,,craig gillespie,"anton yelchin, colin farrell, david tennant","comedy, horror",
a540,from prada to nada,,angel gracia,"camilla belle, alexa penavega, kuno becker","comedy, drama, romance",
a541,history of the world: part i,,mel brooks,"mel brooks, gregory hines, dom deluise",comedy,
a543,glee: the 3d concert movie,,kevin tancharoen,"cory monteith, dianna agron, lea michele","documentary, music",
a544,a good old fashioned orgy,,alex gregory,"jason sudeikis, leslie bibb, tyler labine",comedy,
a545,the good doctor,,lance daly,"orlando bloom, riley keough, taraji p. henson","drama, thriller",
a546,the greatest movie ever sold,,morgan spurlock,"j.j. abrams, peter berg, paul brennan","documentary, comedy",
a549,hall pass,,bobby farrelly,"owen wilson, jason sudeikis, christina applegate","comedy, romance",
a552,happy feet 2,,george miller,"elijah wood, robin williams, pink","animation, comedy, family, musical",
a555,the heart specialist,,dennis cooper,"wood harris, zoe saldana, brian white","comedy, drama",
a557,hesher,,spencer susser,"joseph gordon-levitt, devin brochu, natalie portman",drama,
a558,higher ground,,vera farmiga,"vera farmiga, joshua leonard, dagmara dominczyk",drama,
a559,hoodwinked too! hood vs. evil,,mike disa,"hayden panettiere, glenn close, patrick warburton","animation, comedy, family",
a560,hop,,tim hill,"russell brand, james marsden, elizabeth perkins","animation, adventure, comedy, family, fantasy",
a561,horrible bosses,,seth gordon,"jason bateman, charlie day, jason sudeikis","comedy, crime",
a562,hugo,,martin scorsese,"asa butterfield, chloë grace moretz, christopher lee","adventure, drama, family, mystery",
a564,i don't know how she does it,,douglas mcgrath,"sarah jessica parker, pierce brosnan, kelsey grammer",comedy,
a566,the ides of march,,george clooney,"paul giamatti, george clooney, philip seymour hoffman",drama,
a570,insidious,,james wan,"patrick wilson, rose byrne, ty simpkins","drama, horror, mystery, thriller",
a577,justin bieber: never say never,,jon m. chu,"justin bieber, boys ii men, miley cyrus","documentary, music",
a581,larry crowne,,tom hanks,"tom hanks, julia roberts, sarah mahoney","comedy, drama, romance",
a582,life in a day,,kevin macdonald,"hiroaki aikawa, cindy baer, teagan bentley","documentary, drama",
a587,madea's big happy family,,tyler perry,"tyler perry, loretta devine, shad moss","comedy, drama",
