ID,Title,Year,Director,Cast,Genre,Duration
a97,wonderful world,2009,joshua goldin,"matthew broderick, sanaa lathan, michael kenneth williams","drama, romance",89
a102,11-11-11,2011,darren lynn bousman,"timothy gibbs, michael landes, wendy glenn","horror, mystery, thriller",90
a108,the adventures of tintin: the secret of the unicorn,2011,jacques exertier,"ewan bailey, james barriscale, mark bazeley",adventure,
a110,alvin and the chipmunks: chipwrecked,2011,mike mitchell,"justin long, jesse mccartney, jason lee","animation, adventure, comedy, family, fantasy, music",87
a116,atlas shrugged: part i,2011,paul johansson,"taylor schilling, grant bowler, matthew marsden","drama, mystery, sci-fi",97
a121,beginners,2011,mike mills,"ewan mcgregor, christopher plummer, mélanie laurent","comedy, drama, romance",105
a122,beats rhymes & life: the travels of a tribe called quest,2012,michael rapaport,"q-tip, phife dawg, ali shaheed muhammad","documentary, music",97
a129,buck,2012,cindy meehl,"buck brannaman, gary myers, bibb frazier",documentary,88
a130,bucky larson: born to be a star,2011,tom brady,"nick swardson, don johnson, christina ricci",comedy,97
a143,i am what i am,1967,tinto brass,"jean-louis trintignant, ewa aulin, roberto bisacco","drama, mystery, thriller",107
a147,diary of a wimpy kid: rodrick rules,2011,david bowers,"zachary gordon, devon bostick, robert capron","comedy, family",99
a161,fear of a black republican,2011,kevin williams,"edward brooke, george w. bush, dick cheney","documentary, history",111
a163,footloose,1984,herbert ross,"kevin bacon, lori singer, john lithgow","drama, music, romance",107
a167,history of the world: part i,1981,mel brooks,"mel brooks, gregory hines, dom deluise",comedy,92
a169,glee: the 3d concert movie,2011,kevin tancharoen,"cory monteith, dianna agron, lea michele","documentary, music",84
a172,the greatest movie ever sold,2011,morgan spurlock,"j.j. abrams, peter berg, paul brennan","documentary, comedy",90
a185,hoodwinked too! hood vs. evil,2011,mike disa,"hayden panettiere, glenn close, patrick warburton","animation, comedy, family",86
a186,hop,2011,tim hill,"russell brand, james marsden, elizabeth perkins","animation, adventure, comedy, family, fantasy",95
a190,i don't know how she does it,2011,douglas mcgrath,"sarah jessica parker, pierce brosnan, kelsey grammer",comedy,89
a191,i melt with you,2012,mark pellington,"thomas jane, rob lowe, jeremy piven",drama,129
a196,insidious,2011,james wan,"patrick wilson, rose byrne, ty simpkins","drama, horror, mystery, thriller",103
a209,like crazy,2012,drake doremus,"felicity jones, anton yelchin, jennifer lawrence","drama, romance",90
a213,madea's big happy family,2011,tyler perry,"tyler perry, loretta devine, shad moss","comedy, drama",106
a214,margaret,2012,kenneth lonergan,"anna paquin, matt damon, mark ruffalo",drama,150
a223,mr. popper's penguins,2011,mark waters,"jim carrey, carla gugino, angela lansbury","comedy, family, fantasy",94
a231,paul,2011,greg mottola,"simon pegg, nick frost, seth rogen","adventure, comedy, sci-fi",104
a235,pirates of the caribbean: on stranger tides,2011,rob marshall,"johnny depp, penélope cruz, ian mcshane","action, adventure, fantasy",136
a238,puncture,2012,adam kassen,"chris evans, mark kassen, vinessa shaw",drama,100
a245,rio,2011,carlos saldanha,"jesse eisenberg, anne hathaway, george lopez","animation, adventure, comedy, family, musical",96
a252,seance: the summoning,2012,alex wright,"bobby campo, nazneen contractor, chris olivero","horror, thriller",85
a268,super,2011,james gunn,"rainn wilson, ellen page, liv tyler","comedy, crime",96
a272,that's what i am,2011,michael pavone,"ed harris, chase ellison, molly parker","comedy, drama",101
a273,the thing,1982,john carpenter,"kurt russell, wilford brimley, keith david","horror, sci-fi",109
a285,the way,2010,emilio estevez,"martin sheen, emilio estevez, deborah kara unger","adventure, comedy, drama",123
a289,opie gets laid,2005,james ricardo,"james ricardo, april wade, ute werner",comedy,75
a294,phoebe in wonderland,2008,daniel barnz,"elle fanning, patricia clarkson, felicity huffman",drama,96
a299,precious,2009,lee daniels,"gabourey sidibe, mo'nique, paula patton",drama,110
a304,quantum quest: a cassini space odyssey,2012,harry 'doc' kloor,"chris pine, amanda peet, samuel l. jackson","animation, sci-fi, adventure",45
a311,shorts,2009,robert rodriguez,"jimmy bennett, james spader, kat dennings","comedy, family, fantasy",89
a312,a single man,2010,tom ford,"colin firth, julianne moore, matthew goode",drama,99
a313,the slammin' salmon,2009,kevin heffernan,"michael clarke duncan, jay chandrasekhar, kevin heffernan",comedy,90
a329,wah do dem,2009,ben chace,"kevin bewersdorf, sean bones, carl bradshaw","adventure, comedy, drama",76
a331,we live in public,2010,ondi timoner,"josh harris, tom harris, carlos alvarez",documentary,91
a337,world's greatest dad,2010,bobcat goldthwait,"robin williams, daryl sabara, morgan murphy","comedy, drama",99
a339,x games 3d: the movie,2009,steve lawrence,"travis pastrana, ricky carmichael, shaun white","documentary, sport",92
a341,the young victoria,2010,jean-marc vallée,"emily blunt, rupert friend, paul bettany","biography, drama, history, romance",105
a343,10 mph,2007,hunter weeks,"josh caldwell, johnathan f. keough, alon waisman",documentary,92
a350,adrift in manhattan,2008,alfredo rodriguez de villa,"victor rasuk, richard petrocelli, nicolle rochelle",drama,91
a351,adventures of johnny tao,2007,kenn scott,"ilram choi, stirling everly, michael gregory","action, adventure, music",90
a353,after sex,2008,eric amadio,"marc blucas, jose pablo cantillo, emmanuelle chriqui","comedy, drama, romance",77
a354,dial m for murder,1954,alfred hitchcock,"ray milland, grace kelly, robert cummings","crime, thriller",105
a355,alice upside down,2007,sandy tung,"alyson stoner, luke perry, lucas grabeel","adventure, comedy, drama, family",91
a362,americanizing shelley,2008,lorraine senna,"namrata singh gujral, beau bridges, brad raider","comedy, drama, romance",90
a369,autism: the musical,2007,tricia regan,"hillary aaron, joe aaron, adam","documentary, music",94
a378,blonde ambition,2008,scott marshall,"jessica simpson, luke wilson, rachael leigh cook","comedy, romance",93
a379,the blue hour,2015,anucha boonyawatana,"atthaphan poonsawas, oabnithi wiwattanawarang, djuangjai hirunsri",,97
a380,blue state,2008,marshall lewy,"breckin meyer, anna paquin, joyce krenz","comedy, drama, romance",88
a382,bratz: babyz the movie,2006,davis doi,"ashleigh ball, kathleen barr, lisa ann beley","animation, action, adventure, family, fantasy",66
a385,broken english,2008,zoe r. cassavetes,"parker posey, melvil poupaud, gena rowlands","comedy, drama, romance",93
a386,brooklyn rules,2009,michael corrente,"paulo araujo, daniel tay, ty thomas reed","crime, drama",99
a387,brotherhood of blood,2008,michael roesch,"victoria pratt, jason connery, ken foree","horror, thriller",88
a390,cake: a wedding story,2010,will wallace,"g.w. bailey, thomas calabro, william zabka",comedy,
a391,captivity,2007,roland joffé,"elisha cuthbert, daniel gillies, pruitt taylor vince","crime, horror, thriller",96
a392,care bears: oopsy does it!,2007,davis doi,"ashleigh ball, ian james corlett, scott mcneil","animation, family",
a394,catacombs,2007,tomm coker,"shannyn sossamon, pink, emil hostina","horror, thriller",100
a397,chicago 10,2007,brett morgen,"jeffrey wright, nick nolte, roy scheider","documentary, animation, history, war",110
a402,cthulhu,2007,dan gildark,"jason cottle, casey curran, ethan atkinson","drama, horror, thriller",100
a404,daddy's little girls,2007,tyler perry,"gabrielle union, idris elba, tracee ellis ross","drama, romance",100
a405,dalai lama renaissance,2008,khashyar darvich,"the dalai lama, harrison ford, amit goswami",documentary,81
a409,tremors,1990,ron underwood,"kevin bacon, fred ward, finn carter","comedy, horror, sci-fi",96
a414,the diving bell and the butterfly,2008,julian schnabel,"mathieu amalric, emmanuelle seigner, marie-josée croze","biography, drama",112
a416,ed gein: the butcher of plainfield,2007,michael feifer,"kane hodder, adrienne frantz, michael berryman","crime, drama, horror, mystery, thriller",90
a417,elvis and anabelle,2008,will geiger,"max minghella, blake lively, joe mantegna","drama, romance",106
a419,epic movie,2007,jason friedberg,"kal penn, jennifer coolidge, fred willard","adventure, comedy",86
a422,the ex,2007,jesse peretz,"zach braff, amanda peet, charles grodin","comedy, romance",89
a423,extreme movie,2009,adam jay epstein,"frankie muniz, michael cera, ashley schneider",comedy,86
a426,finishing the game: the search for a new bruce lee,2007,justin lin,"roger fan, dustin nguyen, sung kang",comedy,84
a428,the flock,2007,wai-keung lau,"richard gere, claire danes, kadee strickland","crime, drama, mystery, thriller",96
a435,across the line: the exodus of charlie wright,2010,r. ellis frazier,"aidan quinn, andy garcia, mario van peebles","crime, drama",94
a436,adventures in wild california,2001,greg macgillivray,"troy hartman, stephen c. sillett, jimmy smits","documentary, short",41
a437,the adventures of rocky & bullwinkle,2000,des mcanuff,"robert de niro, rene russo, piper perabo","animation, adventure, comedy, family, fantasy",92
a457,book of shadows: blair witch 2,2000,joe berlinger,"jeffrey donovan, stephen barker turner, erica leerhsen","adventure, horror, mystery, thriller",90
a458,a boy named sue,2001,julie wyman,,documentary,69
a461,the broken hearts club: a romantic comedy,2000,greg berlanti,"timothy olyphant, dean cain, zach braff","comedy, drama, romance, sport",94
a462,brother,2001,takeshi kitano,"takeshi kitano, claude maki, omar epps","crime, drama, thriller",114
a465,the cell,2000,tarsem singh,"jennifer lopez, vince vaughn, vincent d'onofrio","horror, sci-fi, thriller",107
a469,chinese coffee,2000,al pacino,"al pacino, jerry orbach, susan floyd",drama,99
a470,chocolat,2001,lasse hallström,"juliette binoche, judi dench, alfred molina","drama, romance",121
a475,the crossing,2014,john woo,"takeshi kaneshiro, ziyi zhang, hye-kyo song",drama,129
a476,cruel intentions 2,2001,roger kumble,"robin dunne, sarah thompson, keri lynn pratt",drama,87
a477,dinosaur,2000,eric leighton,"d.b. sweeney, julianna margulies, samuel e. wright","animation, adventure, family, sci-fi, thriller",82
a479,dr. t and the women,2000,robert altman,"richard gere, helen hunt, farrah fawcett","comedy, drama, romance",122
a480,dracula 2000,2000,patrick lussier,"gerard butler, justine waddell, jonny lee miller","horror, thriller",99
a482,dude where's my car?,2000,danny leiner,"ashton kutcher, seann william scott, jennifer garner",comedy,83
a485,the emperor's new groove,2000,mark dindal,"david spade, john goodman, eartha kitt","animation, adventure, comedy, family, fantasy",78
a490,fantasia/2000,2000,james algar,"james levine, steve martin, leopold stokowski","animation, family, fantasy, music",74
a492,finding forrester,2001,gus van sant,"sean connery, rob brown, f. murray abraham",drama,136
a499,the golden bowl,2001,james ivory,"uma thurman, jeremy northam, kate beckinsale","drama, romance",130
a501,gossip,2000,davis guggenheim,"james marsden, lena headey, norman reedus","drama, mystery, thriller",90
a503,hamlet,1996,kenneth branagh,"kenneth branagh, julie christie, derek jacobi",drama,242
a510,the house of mirth,2001,terence davies,"gillian anderson, dan aykroyd, eleanor bron","romance, drama",135
a511,how the grinch stole christmas,2000,ron howard,"jim carrey, taylor momsen, kelley","comedy, family, fantasy",104
a512,how to kill your neighbor's dog,2003,michael kalesniko,"kenneth branagh, robin wright, suzi hofrichter","comedy, drama",107
a516,into the arms of strangers: stories of the kindertransport,2000,mark jonathan harris,"judi dench, lory cahn, kurt fuchel","documentary, history, war",122
a517,isn't she great,2000,andrew bergman,"bette midler, nathan lane, stockard channing","biography, comedy, romance",95
a519,just one night,2000,alan jacobs,"timothy hutton, maria grazia cucinotta, udo kier",comedy,90
a521,the kid,1921,charles chaplin,"charles chaplin, edna purviance, jackie coogan","comedy, drama, family",68
a523,the last producer,2001,burt reynolds,"sean astin, david atkinson, leslie bega","comedy, drama",90
a528,long night's journey into day,2001,deborah hoffmann,"mary burton, pumla gobodo-madikizela, mongezi manqina",documentary,94
a534,bhool bhulaiyaa,2007,priyadarshan,"akshay kumar, vidya balan, ameesha patel","comedy, horror, mystery, thriller",159
a535,me myself & irene,2000,bobby farrelly,"jim carrey, renée zellweger, anthony anderson",comedy,116
a537,memento,2001,christopher nolan,"guy pearce, carrie-anne moss, joe pantoliano","mystery, thriller",113
a547,next friday,2000,steve carr,"ice cube, mike epps, justin pierce",comedy,98
a549,nutty professor ii: the klumps,2000,peter segal,"eddie murphy, janet jackson, larry miller","comedy, fantasy, romance, sci-fi",106
a551,o brother where art thou?,2001,joel coen,"george clooney, john turturro, tim blake nelson","comedy, crime, music",106
a555,panic,2001,henry bromell,"william h. macy, neve campbell, john ritter","comedy, crime, drama",88
a562,pollock,2001,ed harris,"ed harris, marcia gay harden, tom bower","biography, drama",122
a567,psycho beach party,2001,robert lee king,"lauren ambrose, nicholas brendon, thomas gibson","comedy, horror, mystery",95
a579,rugrats in paris: the movie,2000,stig bergqvist,"christine cavanaugh, elizabeth daily, cheryl chase","animation, adventure, comedy, family, romance",78
a580,the scarecrow,2015,phillip rhys,"darren pettie, sandra oh, sandra seacat","short, drama",13
a581,scream,1996,wes craven,"neve campbell, courteney cox, david arquette","horror, mystery",111
a582,scottsboro: an american tragedy,2000,daniel anker,"frances mcdormand, stanley tucci, andre braugher","documentary, history",84
a584,screwed,2011,reg traviss,"james d'arcy, noel clarke, frank harper","crime, drama",110
a586,sexy beast,2001,jonathan glazer,"ray winstone, ben kingsley, ian mcshane","crime, thriller",89
a587,shadow of the vampire,2001,e. elias merhige,"john malkovich, willem dafoe, udo kier","drama, horror",92
a590,shriek if you know what i did last friday the thirteenth,2001,john blanchard,"aimee graham, chris palermo, kim greist",comedy,86
a593,the smokers,2000,kat slater,"dominique swain, busy philipps, keri lynn pratt",drama,96
a600,steal this movie,2002,robert greenwald,"vincent d'onofrio, janeane garofalo, jeanne tripplehorn","biography, drama, romance",107
a601,supernova,2000,walter hill,"james spader, peter facinelli, robin tunney","horror, sci-fi, thriller",90
a603,terror tract,2001,lance w. dreesen,"john ritter, david deluise, allison smith","comedy, thriller, horror",96
a605,thirteen days,2001,roger donaldson,"kevin costner, bruce greenwood, shawn driscoll","drama, history, thriller",145
a606,thomas and the magic railroad,2000,britt allcroft,"alec baldwin, cody mcmains, russell means","adventure, comedy, drama, family, fantasy",85
a607,tigerland,2001,joel schumacher,"colin farrell, matthew davis, clifton collins jr.","drama, war",101
a611,traffic,2001,steven soderbergh,"michael douglas, benicio del toro, catherine zeta-jones","crime, drama, thriller",147
a615,unbreakable,2000,m. night shyamalan,"bruce willis, samuel l. jackson, robin wright","drama, mystery, sci-fi, thriller",106
a621,whipped,2000,peter m. cohen,"amanda peet, brian van holt, jonathan abrahams","comedy, romance",82
a626,what women want,2000,nancy meyers,"mel gibson, helen hunt, marisa tomei","comedy, fantasy, romance",127
a633,x-men: apocalypse,2016,bryan singer,"jennifer lawrence, michael fassbender, rose byrne","action, adventure, fantasy, sci-fi",
a640,ali,2001,michael mann,"will smith, jamie foxx, jon voight","biography, drama, sport",157
a641,all over the guy,2002,julie davis,"dan bucatinsky, richard ruccolo, sasha alexander","comedy, romance",95
a650,revolution os,2002,j.t.s. moore,"linus torvalds, richard m. stallman, eric raymond","documentary, comedy",85
a656,the safety of objects,2003,rose troche,"glenn close, dermot mulroney, mary kay place",drama,121
a659,say it isn't so,2001,j.b. rogers,"chris klein, heather graham, orlando jones","comedy, romance",95
a661,scratch,2001,doug pray,"marc 7, afra, carlos aguilar","documentary, music",92
a666,the shipping news,2002,lasse hallström,"kevin spacey, julianne moore, judi dench",drama,111
a667,shrek,2001,andrew adamson,"mike myers, eddie murphy, cameron diaz","animation, adventure, comedy, family, fantasy",90
a671,soul survivors,2001,stephen carpenter,"melissa sagemiller, wes bentley, casey affleck","drama, horror, mystery, thriller",84
a673,southlander: diary of a desperate musician,2001,steve hanft,"rory cochrane, rossie harris, beth orton","drama, music, comedy",80
a676,storytelling,2001,todd solondz,"selma blair, leo fitzpatrick, robert wisdom","comedy, drama, romance",87
a683,tape,2002,richard linklater,"ethan hawke, robert sean leonard, uma thurman",drama,86
a684,thirteen conversations about one thing,2002,jill sprecher,"alan arkin, john turturro, matthew mcconaughey",drama,104
a685,thir13en ghosts,2001,steve beck,"tony shalhoub, shannon elizabeth, embeth davidtz","horror, mystery, thriller",91
a686,to end all wars,2001,david l. cunningham,"robert carlyle, kiefer sutherland, ciarán mcmenamin","action, drama, war",117
a689,town & country,2001,peter chelsom,"warren beatty, diane keaton, nastassja kinski","comedy, romance",104
a693,vanilla sky,2001,cameron crowe,"tom cruise, penélope cruz, cameron diaz","fantasy, mystery, romance, sci-fi, thriller",136
a695,the wash,2001,dj pooh,"dr. dre, snoop dogg, anthony albano",comedy,93
a696,the wedding planner,2001,adam shankman,"jennifer lopez, matthew mcconaughey, bridgette wilson-sampras","comedy, romance",103
a697,west 47th street,2001,bill lichtenstein,"fitzroy fredericks, tex gordon, frances olivero","documentary, drama",104
a698,wet hot american summer,2002,david wain,"janeane garofalo, david hyde pierce, michael showalter","comedy, romance",97
a699,what's the worst that could happen?,2001,sam weisman,"martin lawrence, danny devito, john leguizamo","comedy, crime",94
a701,zoolander,2001,ben stiller,"ben stiller, owen wilson, christine taylor",comedy,89
a711,america's heart & soul,2004,louie schwartzberg,"george woodard, charles jimmie sr., the vasquez brothers",documentary,84
a712,anacondas: the hunt for the blood orchid,2004,dwight h. little,"morris chestnut, kadee strickland, eugene byrd","adventure, horror, thriller",97
a713,anchorman: the legend of ron burgundy,2004,adam mckay,"will ferrell, christina applegate, steve carell",comedy,94
a714,around the bend,2005,jordan roberts,"michael caine, christopher walken, josh lucas","comedy, drama",85
a718,barbershop 2: back in business,2004,kevin rodney sullivan,"ice cube, cedric the entertainer, eve","comedy, drama",106
a720,being julia,2005,istván szabó,"annette bening, michael gambon, maury chaykin","comedy, drama, romance",104
a721,birth,2004,jonathan glazer,"nicole kidman, cameron bright, lauren bacall","drama, mystery, romance, thriller",100
a722,benji: off the leash!,2004,joe camp,"nick whitaker, chris kendrick, nate bynum","drama, family",97
a726,black cloud,2004,ricky schroder,"eddie spears, russell means, julia jones",drama,97
a728,bobby jones: stroke of genius,2004,rowdy herrington,"jim caviezel, claire forlani, jeremy northam","biography, drama, romance, sport",120
a730,born into brothels: calcutta's red light kids,2005,zana briski,"kochi, avijit halder, shanti das",documentary,85
a732,breakin' all the rules,2004,daniel taplitz,"jamie foxx, gabrielle union, morris chestnut","comedy, romance",85
a733,bridget jones: the edge of reason,2004,beeban kidron,"renée zellweger, colin firth, hugh grant","comedy, drama, romance",108
a739,celsius 486,2015,brad pope,"crisencio amiana, tabitha-leigh ferguson, matthew macleod","short, sci-fi",6
a745,clifford's really big movie,2004,robert c. ramirez,"john ritter, cree summer, kel mitchell","animation, family",73
a746,closer,2004,mike nichols,"natalie portman, jude law, clive owen","drama, romance",104
a749,communication breakdown,,richard o'sullivan,"dan lashley, willie repoley, meredith sause",comedy,
a754,crash,2005,paul haggis,"don cheadle, sandra bullock, thandie newton",drama,112
a755,criminal,2016,ariel vromen,"ryan reynolds, alice eve, gal gadot","action, crime, drama, mystery, thriller",
a759,de-lovely,2004,irwin winkler,"kevin kline, ashley judd, jonathan pryce","biography, drama, music, musical",125
a760,dead & breakfast,2006,matthew leutwyler,"jeremy sisto, erik palladino, bianca lawson","comedy, horror, musical, thriller",88
a761,dead birds,2005,alex turner,"henry thomas, patrick fugit, nicki aycox","horror, thriller, western",91
a764,dodgeball: a true underdog story,2004,rawson marshall thurber,"ben stiller, christine taylor, vince vaughn","comedy, sport",92
a770,exorcist: the beginning,2004,renny harlin,"stellan skarsgård, izabella scorupco, james d'arcy","horror, mystery, thriller",114
a771,eurotrip,2004,jeff schaffer,"scott mechlowicz, jacob pitts, michelle trachtenberg",comedy,93
a772,fade to black,1980,vernon zimmerman,"dennis christopher, tim thomerson, gwynne gilford","comedy, horror, thriller",102
a780,game box 1.0,2009,david hillenbrand,"nate richert, danielle fishel, patrick kilpatrick","sci-fi, fantasy",83
a781,garden state,2004,zach braff,"zach braff, peter sarsgaard, natalie portman","comedy, drama, romance",102
a783,godsend,2004,nick hamm,"robert de niro, greg kinnear, rebecca romijn","drama, horror, sci-fi, thriller",102
a784,the grudge,2004,takashi shimizu,"sarah michelle gellar, jason behr, clea duvall","horror, mystery, thriller",91
a786,harold & kumar go to white castle,2004,danny leiner,"john cho, kal penn, ethan embry","adventure, comedy",88
a788,heights,2005,chris terrio,"elizabeth banks, glenn close, james marsden",drama,93
a790,her summer,2004,bryan woods,"justin marxen, travis shepherd, shane simmons","drama, thriller, mystery",80
a793,a home at the end of the world,2004,michael mayer,"colin farrell, dallas roberts, robin wright","drama, romance",97
a794,home on the range,2004,will finn,"judi dench, cuba gooding jr., jennifer tilly","animation, comedy, family, music, western",76
a795,hotel rwanda,2005,terry george,"don cheadle, sophie okonedo, joaquin phoenix","drama, history, war",121
a796,the hunting of the president,2004,nickolas perry,"morgan freeman, jonathan alter, steve barnes",documentary,90
a800,in good company,2005,paul weitz,"dennis quaid, topher grace, scarlett johansson","comedy, drama, romance",109
a802,lemony snicket's a series of unfortunate events,2004,brad silberling,"jim carrey, jude law, meryl streep","adventure, comedy, family, fantasy",108
a806,a love song for bobby long,2005,shainee gabel,"scarlett johansson, john travolta, gabriel macht",drama,119
a814,the merchant of venice,2005,michael radford,"al pacino, joseph fiennes, lynn collins","drama, romance",138
a816,million dollar baby,2005,clint eastwood,"hilary swank, clint eastwood, morgan freeman","drama, sport",132
a817,mindbenders,2004,anthony wayne pettus,"graciella evelina martinez, jennifer goodrich, nicole turner",sci-fi,90
a819,miracle,2004,gavin o'connor,"kurt russell, patricia clarkson, nathan west","biography, drama, history, sport",135
a821,mojados: through the night,2005,tommy davis,"guapo, oso, tigre",documentary,65
a822,mondovino,2004,jonathan nossiter,"albiera antinori, allegra antinori, lodovico antinori",documentary,135
a824,mr 3000,2004,charles stone iii,"bernie mac, angela bassett, michael rispoli","comedy, drama, romance, sport",104
a825,my baby's daddy,2004,cheryl dunye,"eddie griffin, anthony anderson, michael imperioli",comedy,86
a833,november,2004,greg harrison,"courteney cox, james le gros, michael ealy","drama, mystery, thriller",73
a834,ocean's twelve,2004,steven soderbergh,"george clooney, brad pitt, julia roberts","crime, thriller",125
a836,b*a*p*s,1997,robert townsend,"halle berry, natalie desselle reid, martin landau",comedy,91
a837,palindromes,2005,todd solondz,"jennifer jason leigh, ellen barkin, stephen adly guirgis","comedy, drama",100
a841,the phantom of the opera,2004,joel schumacher,"gerard butler, emmy rossum, patrick wilson","drama, musical, romance, thriller",143
a843,primer,2005,shane carruth,"shane carruth, david sullivan, casey gooden","drama, sci-fi, thriller",77
a844,the prince and me,2004,martha coolidge,"julia stiles, luke mably, miranda richardson","comedy, romance",111
a845,the princess diaries 2: royal engagement,2004,garry marshall,"anne hathaway, callum blue, julie andrews","comedy, family, romance",113
a852,riding the bullet,2005,mick garris,"jonathan jackson, david arquette, barbara hershey","horror, thriller",98
a853,ripley's game,2003,liliana cavani,"john malkovich, dougray scott, lena headey","crime, drama, mystery, thriller",110
a854,saw,2004,james wan,"cary elwes, leigh whannell, danny glover","horror, mystery",103
a859,shark tale,2004,bibo bergeron,"will smith, robert de niro, renée zellweger","animation, adventure, comedy, family",90
a861,shrek 2,2004,andrew adamson,"mike myers, eddie murphy, cameron diaz","animation, adventure, comedy, family, fantasy",93
a862,sideways,2005,alexander payne,"paul giamatti, thomas haden church, virginia madsen","comedy, drama, romance",126
a867,metallica: some kind of monster,2004,joe berlinger,"james hetfield, kirk hammett, lars ulrich","documentary, music",141
a873,the spongebob squarepants movie,2004,stephen hillenburg,"jeffrey tambor, rodger bumpass, carolyn lawrence","animation, adventure, comedy, family",87
a878,dark sanity,,martin green,"aldo ray, kory clark, chuck jamison","drama, horror",88
a884,teacher's pet,1958,george seaton,"clark gable, doris day, gig young","comedy, romance",120
a890,university heights,2004,scott beck,"jim siokos, shane simmons, travis shepherd",drama,95
a893,a very long engagement,2005,jean-pierre jeunet,"audrey tautou, gaspard ulliel, jodie foster","drama, mystery, romance, war",133
a895,innocent voices,2005,luis mandoki,"carlos padilla, leonor varela, xuna primus","drama, war",120
a896,voices of iraq,2004,people of iraq,people of iraq,"documentary, war",80
a899,watermarks,2004,yaron zilberman,"hanni lux, judith haspel, anni lampl","documentary, history, sport",80
a900,we don't live here anymore,2004,john curran,"mark ruffalo, laura dern, peter krause","drama, romance",101
a902,when will i be loved,2005,james toback,"neve campbell, frederick weller, dominic chianese","drama, thriller",81
a904,the whole ten yards,2004,howard deutch,"bruce willis, matthew perry, natasha henstridge","comedy, crime, thriller",98
a908,the woodsman,2005,nicole kassell,"kevin bacon, kyra sedgwick, yasiin bey",drama,87
a909,the work and the glory,2005,russell holt,"sam hennings, eric johnson, alexander carroll","romance, drama",118
a915,ã†on flux,2005,karyn kusama,"charlize theron, frances mcdormand, sophie okonedo","action, sci-fi",93
a928,because of winn-dixie,2005,wayne wang,"annasophia robb, jeff daniels, eva marie saint","comedy, drama, family",106
a933,brokeback mountain,2006,ang lee,"jake gyllenhaal, heath ledger, michelle williams","drama, romance",134
