ID,Title,Director,Cast,Genre
b36,barbie in a mermaid tale 2,,"kelly sheridan, ashleigh ball, kathleen barr, nicole oliver","animation, kids & family"
b37,barbie: the princess & the popstar,ezekiel norton,kelly sheridan,"animation, kids & family"
b38,the barrens,darren lynn bousman,"stephen moyer, mia kirshner, allie macdonald, peter dacunha",horror
b39,barricade,andrew currie,"eric mccormack, jody thompson, connor dwelly, ryan grantham","action & adventure, horror"
b40,batman: the dark knight returns part 1,jay oliva,"peter weller, ariel winter, david selby, wade williams","action & adventure, animation"
b41,the battery,jeremy gardner,"adam cronheim, alana o'brien, niels bolle, jamie pantanella","drama, horror"
b42,battlefield america,c. brian,"marques houston, mekia cox, lynn whitfield, christopher michael ...","musical & performing arts, drama"
b43,battleship,peter berg,"taylor kitsch, alexander skarsgrd, rihanna, brooklyn decker","action & adventure, science fiction & fantasy"
b44,the bay,barry levinson,"kristen connolly, will rogers, kether donohue, frank deal",horror
b45,bearcity 2: the proposal,douglas langway,"gerald mccullouch, joe conti, stephen guarino, brian keane",comedy
b46,beasts of the southern wild,benh zeitlin,"dwight henry, lowell landes, levy easterly, pamela harper",drama
b47,beauty and the beast,gary trousdale,"paige o'hara, robby benson, jerry orbach, angela lansbury","animation, romance, drama, kids & family, musical & performing arts, science fiction & fantasy"
b48,the beauty inside,jong-yeol baek,"beom-su lee, han hyo-joo, ji-han do, chun woo-hee",comedy
b49,being flynn,paul weitz,"robert de niro, paul dano, julianne moore, olivia thirlby",drama
b50,ben banks,bryce clark,"mischa barton, ben banks, alex beh, katharine towne","drama, comedy"
b51,bending the rules,artie mandelberg,"edge, jamie kennedy, philip baker hall, jessica walter","drama, action & adventure, sports & fitness"
b52,bernie,richard linklater,"jack black, matthew mcconaughey, shirley maclaine, rick dial",comedy
b53,best man down,ted koland,"justin long, tyler labine, jess weixler, addison timlin","drama, comedy"
b54,beverly hills chihuahua 3: viva la fiesta!,lev l. spiro,"george lopez, odette annable, emily osment, madison pettis","comedy, kids & family"
b55,beyond the reach,jean-baptiste lonetti,"michael douglas, jeremy irvine, hanna mangan lawrenc..., ronny cox",mystery & suspense
b56,big miracle,ken kwapis,"john krasinski, drew barrymore, kristen bell, dermot mulroney","drama, action & adventure, romance, comedy"
b57,bill w.,dan carracino,,documentary
b58,bindlestiffs,andrew edison,"john karna, andrew edison, luke loftin, morgan alexander",comedy
b59,black rock,katie aselton,"kate bosworth, lake bell, katie aselton, will bouvier","mystery & suspense, drama"
b60,blood for irina,chris alexander,"shauna henry, carrie gemmell, david goodfellow, andre becker",horror
b61,border run (the mule),gabriela tagliavini,"sharon stone, billy zane, miguel rodarte, rosemberg salgado",mystery & suspense
b62,the bourne legacy,tony gilroy,"jeremy renner, edward norton, rachel weisz, joan allen","mystery & suspense, action & adventure"
b63,brake,gabe torres,"stephen dorff, chyler leigh, jr bourne, tom berenger","mystery & suspense, action & adventure"
b64,branded,alexander doulerain,"ed stoppard, leelee sobieski, jeffrey tambor, ingeborga dapkunaite","drama, mystery & suspense, science fiction & fantasy"
b65,braveheart,mel gibson,"mel gibson, sophie marceau, patrick mcgoohan, catherine mccormack","drama, action & adventure, classics"
b66,breaking wind,craig moss,"heather ann davis, eric callero, frank pacheco, danny trejo",comedy
b67,broken roads,justin chambers,"sally kirkland, aidan bristow, shoshanna bush, rolonda watts",drama
b68,bully,lee hirsch,"ja'meya jackson, kelby johnson, londa johnson, bob johnson","documentary, special interest"
b69,the metropolitan opera: madama butterfly,anthony minghella,"kristine opolais, patricia racette, massimo giordano, roberto alagna",special interest
b70,the cabin in the woods,drew goddard,"kristen connolly, chris hemsworth, anna hutchison, fran kranz","mystery & suspense, horror"
b71,california solo,marshall lewy,"robert carlyle, alexia rasmussen, kathleen wilhoite, a martinez","drama, comedy"
b72,california winter,odin ozdil,"elizabeth dominguez, michael ironside, a martinez, rutina wesley",drama
b73,call me kuchu,katherine fairfax wright,"bishop senyonjo, david kato kisule, naome ruzindana, stosh","documentary, drama, special interest"
b74,the campaign,jay roach,"will ferrell, zach galifianakis, jason sudeikis, dylan mcdermott",comedy
b75,caroline and jackie,adam christian clark,"marguerite moreau, bitsie tulloch, david giuntoli, valerie azlynn",drama
b76,casa de mi padre,matt piedmont,"will ferrell, diego luna, efren ramirez, adrian martinez","art house & international, comedy"
b77,celeste and jesse forever,lee toland krieger,"rashida jones, andy samberg, chris messina, ari graynor","drama, comedy"
b78,the central park five,ken burns,"ed koch, david dinkins sr., david dinkins, craig steven wilder","documentary, special interest"
b79,changing the game,rel dowdell,"sean riggs, irma p. hall, kirk 'sticky fingaz'..., suzzanne douglas",drama
b80,chasing ice,jeff orlowski,"james balog, adam lewinter, jeff orlowski, svavar jonatansson","documentary, special interest"
b81,chasing mavericks,curtis hanson,"gerard butler, jonny weston, john weston, elisabeth shue",drama
b82,chernobyl diaries,bradley parker,"ingrid bols berdal, ingrid bolso berdal, dimitri diatchenko, olivia taylor dudley","drama, horror"
b83,chimpanzee,alastair fothergill,"tim allen, china anne mcclain",documentary
b84,a christmas story 2,brian levant,"braeden lemasters, daniel stern, valin shinyei, stacey travis",comedy
b85,christmas with the dead,t.l. lankford,"damian maffei, brad maule, chet williamson, clyde williams",horror
b86,the chronicles of narnia: the lion the witch and the wardrobe,marilyn fox,"georgie henley, skandar keynes, william moseley, anna popplewell","science fiction & fantasy, kids & family"
b87,the citizen,sam kadi,"khaled nabawy, agnes bruckner, cary elwes, william atherton",drama
b88,clash of the empires,joseph j. lawson,"ling bai, christopher judge, sum korng, srogn","action & adventure, science fiction & fantasy"
b89,cloud atlas,larry wachowski,"tom hanks, halle berry, jim broadbent, hugo weaving","drama, science fiction & fantasy"
b90,the cold light of day,mabrouk el mechri,"henry cavill, bruce willis, sigourney weaver, vernica echegui","mystery & suspense, action & adventure"
b91,the collection,marcus dunstan,"josh stewart, emma fitzpatrick, christopher mcdonald, lee tergesen","action & adventure, horror, mystery & suspense"
b92,come morning,derrick sims,"michael ray davis, thor wahlestedt, elise rovinsky, blake logan",drama
b93,shakespeare's globe theatre: the comedy of errors,blanche mcintyre,"hattie ladbury, harrison simon, stefan adegbola, andy apollo",special interest
b94,compliance,craig zobel,"ann dowd, dreama walker, pat healy, bill camp","drama, mystery & suspense, special interest"
b95,contraband,baltasar kormkur,"kate beckinsale, mark wahlberg, ben foster, giovanni ribisi","mystery & suspense, action & adventure"
b96,cowgirls n' angels,timothy armstrong,"bailee madison, james cromwell, alicia witt, kathleen rose perkin...",kids & family
b97,crave,charles de lauzirika,"josh lawson, ron perlman, emma lung (ii), edward furlong","mystery & suspense, drama"
b98,crazy eyes,adam sherman,"lukas haas, madeline zima, jake busey, tania raymonde",comedy
b99,crooked arrows,steve rash,"brandon routh, crystal allen, chelsea ricketts, tyler hill","sports & fitness, drama"
b100,damsels in distress,whit stillman,"greta gerwig, carrie maclemore, megalyn echikunwoke, analeigh tipton",comedy
b101,the dark knight rises,christopher nolan,"christian bale, anne hathaway, tom hardy, marion cotillard","drama, action & adventure, mystery & suspense"
b102,dark shadows,tim burton,"johnny depp, chloe grace moretz, eva green, gulliver mcgrath","drama, horror, mystery & suspense"
b103,dark tide,john stockwell,"halle berry, olivier martinez, ralph brown, luke tyler","mystery & suspense, horror"
b104,the truth (a dark truth),damian lee,"andy garcia, forest whitaker, eva longoria, deborah kara unger",action & adventure
b105,darling companion,lawrence kasdan,"diane keaton, kevin kline, richard jenkins, zach phifer","drama, comedy"
b106,10 days in a madhouse,timothy hines,"caroline barry, christopher lambert, kelly lebrock, julia chantrey",drama
b107,dead before dawn,charles v. correll,"cheryl ladd, jameson parker, hope lange, g.w. bailey","drama, television, mystery & suspense"
b108,deadfall,stefan ruzowitzky,"eric bana, olivia wilde, charlie hunnam, kris kristofferson","mystery & suspense, drama"
b109,deadline,sean mcconville,"brittany murphy, thora birch, marc blucas, tammy blanchard","drama, horror, mystery & suspense"
b110,death race 3: inferno (unrated),roel rein,"luke goss, danny trejo, tanit phoenix, frederick koehler","drama, action & adventure, mystery & suspense"
b111,deep dark canyon,dustin rikert,"martin starr, matthew lillard, nick eversman, spencer treat clark","western, action & adventure"
b112,detachment,tony kaye,"adrien brody, marcia gay harden, james caan, lucy liu",drama
b113,detention of the dead,alex craig mann,"max adler, alexa nikolas, christa b. allen, jacob zachar","horror, comedy"
b114,the devil inside,joaquin perea,"fernanda andrade, suzan crowley, simon quarterman, evan helmuth",horror
b115,diary of a wimpy kid: dog days,david bowers,"zachary gordon, robert capron, devon bostick, steve zahn","comedy, kids & family"
b116,the dictator,larry charles,"sacha baron cohen, anna faris, ben kingsley, john c. reilly",comedy
b117,django unchained,quentin tarantino,"jamie foxx, christoph waltz, leonardo dicaprio, gerald mcraney","western, drama"
b118,don't change the subject,mike stutz,,"documentary, comedy, special interest"
b119,dracula reborn,attila luca,"tina balthazar, yves carlevaris, chlo dumas, eric kara","art house & international, horror"
b120,dragon eyes,john hyams (ii),"cung le, jean-claude van damm..., peter weller, crystal mantecon","drama, action & adventure"
b121,dysfunctional friends,corey grant,"stacey dash, terrell owens, meagan good, persia white",comedy
b122,eden,mia hansen-lve,"flix de givry, pauline etienne, hugo conzelmann, roman kolinka",drama
b123,elevator,stig svendsen,"christopher backus, anita briem, john getz, tehmina sunny",mystery & suspense
b124,the end of love,mark webber,"mark webber, shannyn sossamon, amanda seyfried, michael bacall",drama
b125,end of watch,david ayer,"jake gyllenhaal, michael pea, anna kendrick, america ferrera",drama
b126,evidence,olatunde osunsanmi,"stephen moyer, radha mitchell, dale dickey, caitlin stasey","mystery & suspense, horror"
b127,excision,richard bates jr.,"annalynne mccord, traci lords, ariel winter, roger bart",horror
b128,exit strategy,michael whitton,"jameel saleem, kimelia weathers, quincy ""qdeezy"" harr..., noelle balfour","comedy, romance"
b129,the expendables 2,simon west,"sylvester stallone, jason statham, jet li, dolph lundgren",action & adventure
b130,extracted,nir paniry,"sasha roiz, jenny mollen, dominic bogart, nick jameson","drama, mystery & suspense, science fiction & fantasy"
b131,filly brown,michael d. olmos,"gina rodriguez, jenni rivera, lou diamond phillips, edward james olmos",drama
b132,finding nemo,andrew stanton,"albert brooks, ellen degeneres, alexander gould, willem dafoe","animation, kids & family, comedy"
b133,fire with fire,david barrett,"josh duhamel, bruce willis, rosario dawson, vincent d'onofrio","drama, action & adventure, mystery & suspense, special interest"
b134,the first time,jon kasdan,"brittany robertson, dylan o'brien, victoria justice, craig robertson",drama
b135,the fitzgerald family christmas,edward burns,"kerry bish, edward burns, heather burns, marsha dietlein benn...",drama
b136,flicka: country pride,michael damian,"clint black, lisa hartman, kacey rohl, lisa hartman black",kids & family
b137,flight world war ii,emile edwin smith,"faran tahir, robbie kay, aqueela zoll, matias ponce","action & adventure, special interest"
b138,for a good time call...,jamie travis,"ari graynor, lauren miller, justin long, mark webber","drama, comedy"
b139,for ellen,so yong kim,"paul dano, jon heder, jena malone, margarita levieva",drama
b140,the forger,philip martin,"john travolta, christopher plummer, jennifer ehle, abigail spencer","drama, action & adventure, mystery & suspense"
b141,for the love of money,ellie kanner,"yehuda levi, james caan, delphine chaneac, edward furlong",drama
b142,forgetting the girl,nate taylor,"christopher denham, lindsay beamish, elizabeth rice, anna camp","mystery & suspense, drama"
b143,fortress,stuart gordon,"christopher lambert, kurtwood smith, loryn locklin, lincoln kilpatrick","drama, action & adventure, science fiction & fantasy"
b144,frankenweenie,tim burton,"charlie tahan, winona ryder, martin landau, catherine o'hara","horror, animation, science fiction & fantasy, comedy"
b145,friends with kids,jennifer westfeldt,"adam scott, jennifer westfeldt, jon hamm, kristen wiig","drama, comedy"
b146,fun size,josh schwartz,"victoria justice, thomas mann, jane levy, thomas mcdonell",comedy
b147,gambit,michael hoffman,"colin firth, cameron diaz, alan rickman, tom courtenay","drama, action & adventure, mystery & suspense, comedy"
b148,gayby,jonathan lisecki,"jenn harris, matthew wilkas, mike doyle, anna margaret hollym...","drama, comedy"
b149,ghost rider: spirit of vengeance,brian taylor,"nicolas cage, ciarn hinds, violante placido, idris elba","action & adventure, mystery & suspense, science fiction & fantasy"
b150,girl in progress,patricia riggen,"eva mendes, matthew modine, cierra ramirez, patricia arquette","drama, comedy"
b151,god bless america,bobcat goldthwait,"tara lynne barr, joel murray, larry miller, geoffrey pierson","drama, comedy"
b152,gone doggy gone,brandon walter,"shaina vorspan, brandon walter, kasi brown, kate connor","drama, action & adventure, comedy"
b153,tyler perry's good deeds,tyler perry,"tyler perry, thandie newton, gabrielle union, eddie cibrian","drama, romance, comedy"
b154,the grey,joe carnahan,"liam neeson, frank grillo, dermot mulroney, dallas roberts","drama, action & adventure"
b155,the guilt trip,anne fletcher,"seth rogen, barbra streisand, kathy najimy, colin hanks",comedy
b156,haywire,steven soderbergh,"gina carano, ewan mcgregor, channing tatum, michael fassbender","drama, action & adventure, mystery & suspense"
b157,hello i must be going,todd louiso,"melanie lynskey, blythe danner, christopher abbott, john rubinstein","drama, comedy"
b158,here comes the boom,frank coraci,"kevin james, salma hayek, henry winkler, bas rutten","action & adventure, comedy"
b160,high school,john stalberg,"adrien brody, matt bush, sean marquette, michael chiklis",comedy
b161,hit & run,david palmer,"dax shepard, kristen bell, bradley cooper, tom arnold","action & adventure, romance, comedy"
b162,hope springs,david frankel,"meryl streep, tommy lee jones, steve carell, ben rappaport","drama, comedy"
b163,hotel transylvania 2,genndy tartakovsky,"selena gomez, mel brooks, kevin james, steve buscemi",animation
b164,house at the end of the street,mark tonderai,"jennifer lawrence, gil bellows, elisabeth shue, nolan gerard funk","mystery & suspense, horror"
b165,the hunger games,gary ross,"jennifer lawrence, josh hutcherson, liam hemsworth, woody harrelson","drama, mystery & suspense, science fiction & fantasy"
b167,ice age: continental drift,michael thurmeier,"ray romano, john leguizamo, denis leary, queen latifah","action & adventure, animation, kids & family, comedy"
b168,jack reacher,christopher mcquarrie,"tom cruise, rosamund pike, richard jenkins, david oyelowo","mystery & suspense, drama"
b169,jeff who lives at home,mark duplass,"jason segel, ed helms, susan sarandon, judy greer",comedy
b170,john carter,andrew stanton,"taylor kitsch, lynn collins, samantha morton, willem dafoe","action & adventure, horror, kids & family, science fiction & fantasy"
b171,journey 2: the mysterious island,brad peyton,"dwayne ""the rock"" jo..., michael caine, josh hutcherson, luis guzman","action & adventure, kids & family, science fiction & fantasy"
b172,joyful noise,todd graff,"queen latifah, dolly parton, keke palmer, jeremy jordan",comedy
b173,katy perry: part of me,dan cutforth,katy perry,"musical & performing arts, documentary"
b174,keep the lights on,ira sachs,"thure lindhardt, zachary booth, julianne nicholson, souleymane sy savane","drama, gay & lesbian"
b175,killer joe,william friedkin,"matthew mcconaughey, emile hirsch, juno temple, thomas haden church","mystery & suspense, comedy"
b176,a late quartet,yaron zilberman,"philip seymour hoffm..., catherine keener, christopher walken, mark ivanir",drama
b178,life of pi,ang lee,"suraj sharma, irrfan khan, tabu, grard depardieu","drama, action & adventure"
b179,liberal arts,josh radnor,"josh radnor, elizabeth olsen, richard jenkins, allison janney","drama, comedy"
b180,lincoln,steven spielberg,"daniel day-lewis, sally field, david strathairn, tommy lee jones",drama
b181,a little bit of heaven,nicole kassell,"kate hudson, lucy punch, kathy bates, peter dinklage","drama, romance, comedy"
b182,lockout,james mather,"guy pearce, maggie grace, vincent regan, joseph gilgun","drama, action & adventure, art house & international, science fiction & fantasy"
b183,lola versus,daryl wein,"greta gerwig, joel kinnaman, zoe lister jones, hamish linklater",comedy
b184,the loneliest planet,julia loktev,"gael garca bernal, hani furstenberg, bidzina gujabidze",drama
b185,looper,rian johnson,"bruce willis, joseph gordon-levitt, emily blunt, paul dano","action & adventure, mystery & suspense, science fiction & fantasy"
b186,dr seuss' the lorax,chris renaud,"danny devito, ed helms, zac efron, taylor swift","animation, kids & family"
b187,the lucky one,scott hicks,"zac efron, taylor schilling, blythe danner, riley thomas stewart",drama
b189,the magic of belle isle,rob reiner,"morgan freeman, virginia madsen, madeleine carroll, emma fuhrmann","drama, comedy"
b190,man on a ledge,asger leth,"sam worthington, elizabeth banks, jamie bell, anthony mackie","mystery & suspense, drama"
b191,the man with the iron fists,rza,"russell crowe, lucy liu, cung le, byron mann",action & adventure
b192,marley,kevin macdonald,"rita marley, neville 'bunny waile..., chris blackwell, cindy breakspeare","documentary, musical & performing arts, special interest"
b193,martial arts: secrets of the asian masters,barclay powers,,"documentary, sports & fitness"
b194,men in black iii,barry sonnenfeld,"will smith, tommy lee jones, josh brolin, jemaine clement","action & adventure, science fiction & fantasy, comedy"
b195,mirror mirror,tarsem singh,"julia roberts, lily collins, armie hammer, sean bean",science fiction & fantasy
b196,monsters inc.,peter docter,"john goodman, billy crystal, mary gibbs, steve buscemi","animation, kids & family, science fiction & fantasy, comedy"
b197,moonrise kingdom,wes anderson,"jared gilman, kara hayward, bruce willis, edward norton",comedy
b198,nobody walks,ry russo-young,"john krasinski, olivia thirlby, rosemarie dewitt, india ennenga",drama
b199,the odd life of timothy green,peter hedges,"jennifer garner, joel edgerton, dianne wiest, cj adams","science fiction & fantasy, comedy"
b200,one for the money,julie anne robinson,"katherine heigl, jason o'mara, daniel sunjata, john leguizamo","drama, mystery & suspense, comedy"
b201,the oogieloves in the big balloon adventure,matthew diamond,"christopher lloyd, cloris leachman, chazz palminteri, jaime pressly","musical & performing arts, kids & family"
b202,the oranges,julian farino,"hugh laurie, catherine keener, oliver platt, allison janney","drama, romance, comedy"
b203,the paperboy,lee daniels,"matthew mcconaughey, zac efron, nicole kidman, john cusack",drama
b204,paranormal activity 4,ariel schulman,"katie featherston, kathryn newton, mattt shively, stephen dunham",horror
b205,paranorman,chris butler (xii),"kodi smit-mcphee, tucker albrizzi, casey affleck, anna kendrick","action & adventure, animation, kids & family, comedy"
b206,parental guidance,andy fickman,"billy crystal, bette midler, marisa tomei, tom everett scott",comedy
b207,peace love & misunderstanding,bruce beresford,"jane fonda, catherine keener, elizabeth olsen, chace crawford","drama, kids & family, comedy"
b208,people like us,alex kurtzman,"elizabeth banks, chris pine, michael hall d'addar..., michelle pfeiffer","drama, comedy"
b209,the perks of being a wallflower,stephen chbosky,"logan lerman, emma watson, ezra miller, mae whitman",drama
b210,pitch perfect 2,elizabeth banks,"anna kendrick, rebel wilson, brittany snow, hailee steinfeld","musical & performing arts, comedy"
b211,the possession,ole bornedal,"jeffrey dean morgan, kyra sedgwick, natasha calis, madison davenport","mystery & suspense, horror"
b212,premium rush,david koepp,"joseph gordon-levitt, michael shannon, dania ramirez, jamie chung","drama, action & adventure, mystery & suspense"
b213,project x,jonathan kaplan,"thomas mann, oliver cooper, dax flame, kirby bliss blanton","drama, science fiction & fantasy, comedy"
b214,price check,michael walker,"parker posey, eric mabius, annie parisse, josh pais",comedy
b215,prometheus,ridley scott,"noomi rapace, michael fassbender, charlize theron, idris elba","drama, action & adventure, horror, science fiction & fantasy"
b216,puppet master x: axis rising,charles band,"kip canyon, paul thomas anderson, jean louise sullivan, oto brezina",horror
b217,the queen of versailles,lauren greenfield,"virginia nebel, david siegel, jackie siegel","documentary, special interest"
b218,rampart,oren moverman,"woody harrelson, sigourney weaver, robin wright, ned beatty","drama, action & adventure, mystery & suspense"
b219,the raven,james mcteigue,"luke evans, john cusack, brendan gleeson, alice eve",mystery & suspense
b220,red dawn,dan bradley,"chris hemsworth, josh peck, adrianne palicki, josh hutcherson",action & adventure
b221,red hook summer,spike lee,"clarke peters, jules brown, toni lysaith, nate parker",drama
b222,red lights,rodrigo corts,"cillian murphy, robert de niro, sigourney weaver, elizabeth olsen","mystery & suspense, drama"
b223,red tails,anthony hemingway,"terrence howard, cuba gooding jr., bryan cranston, nate parker",drama
b224,resident evil: retribution,paul w.s. anderson,"sienna guillory, milla jovovich, colin salmon, michelle rodriguez",action & adventure
b225,rise of the guardians,william joyce,"alec baldwin, jude law, hugh jackman, isla fisher","action & adventure, animation, kids & family"
b226,robot & frank,jake schreier,"frank langella, susan sarandon, james marsden, liv tyler","drama, science fiction & fantasy, comedy"
b227,rock of ages,adam shankman,"julianne hough, diego boneta, tom cruise, russell brand","musical & performing arts, drama"
b228,ruby sparks,jonathan dayton,"paul dano, zoe kazan, annette bening, antonio banderas","drama, comedy"
b229,safelight,tony aloupis,"evan peters, juno temple, kevin alejandro, meaghan martin",drama
b230,safe house,daniel espinosa,"denzel washington, ryan reynolds, vera farmiga, brendan gleeson","mystery & suspense, action & adventure"
b231,safety not guaranteed,colin trevorrow,"aubrey plaza, mark duplass, jake m. johnson, karan soni","drama, comedy"
b232,samsara,ron fricke,"ni made megahadi pra..., puti sri candra dewi",documentary
b233,savages,oliver stone,"taylor kitsch, aaron taylor-johnson, blake lively, salma hayek","mystery & suspense, drama"
b234,seeking a friend for the end of the world,lorene scafaria,"steve carell, keira knightley, connie britton, adam brody",comedy
b235,the sessions,ben lewin,"john hawkes, helen hunt, annika marks, moon bloodgood","drama, comedy"
b236,silent hill: revelation,michael j. bassett,"adelaide clemens, kit harington, deborah kara unger, martin donovan","mystery & suspense, horror"
b237,silent house,laura lau,"elizabeth olsen, adam trese, eric sheffer stevens, julia taylor ross","mystery & suspense, horror"
b238,silver linings playbook,david o. russell,"bradley cooper, jennifer lawrence, robert de niro, jacki weaver",comedy
b239,sinister 2,ciaran foy,"james ransone, shannyn sossamon, lea coco, robert sloan",horror
b240,sleepwalk with me,mike birbiglia,"mike birbiglia, lauren ambrose, james rebhorn, carol kane","drama, comedy"
b241,smashed,james ponsoldt,"mary elizabeth winst..., aaron paul, octavia spencer, nick offerman","drama, comedy"
b242,snow white and the huntsman,rupert sanders,"kristen stewart, chris hemsworth, charlize theron, sam claflin","drama, action & adventure, romance, science fiction & fantasy"
b243,sound of my voice,zal batmanglij,"christopher denham, nicole vicius, brit marling, davenia mcfadden","mystery & suspense, drama"
b244,sparkle,salim akil,"jordin sparks, whitney houston, derek luke, mike epps","musical & performing arts, drama"
b245,star wars: episode i - the phantom menace,george lucas,"liam neeson, ewan mcgregor, natalie portman, jake lloyd","kids & family, science fiction & fantasy, cult movies"
b246,step up revolution,scott speer,"kathryn mccormick, ryan guzman, misha gabriel, cleopatra coleman","drama, romance, musical & performing arts"
b247,stolen,simon west,"nicolas cage, josh lucas, danny huston, malin akerman","drama, action & adventure, mystery & suspense"
b248,the swan princess christmas,richard rich,"laura bailey, summer eguchi, yuri lowenthal, michaelangelo","animation, kids & family"
b249,taken 2,olivier megaton,"liam neeson, maggie grace, famke janssen, rade serbedzija",mystery & suspense
b250,the tall man,pascal laugier,"jessica biel, jodelle ferland, william b. davis, stephen mchattie","mystery & suspense, horror"
b251,ted 2,seth macfarlane,"mark wahlberg, seth macfarlane, amanda seyfried, jessica barth",comedy
b252,think like a man,tim story,"michael ealy, jerry ferrara, meagan good, regina hall",comedy
b253,this is 40,judd apatow,"leslie mann, paul rudd, john lithgow, megan fox",comedy
b254,this means war,mcg,"reese witherspoon, chris pine, tom hardy, til schweiger","action & adventure, romance, comedy"
b255,a thousand words,brian robbins,"eddie murphy, kerry washington, cliff curtis, clark duke","drama, comedy"
b256,the three stooges,bobby farrelly,"sean hayes, will sasso, chris diamantopoulos, jane lynch",comedy
b257,thunderstruck,eric champnella,"taylor gray, kevin durant, brandon t. jackson, larramie 'doc' shaw","comedy, kids & family"
b258,titanic,james cameron,"leonardo dicaprio, kate winslet, billy zane, kathy bates","drama, romance"
b259,total recall,len wiseman,"colin farrell, kate beckinsale, jessica biel, bryan cranston","action & adventure, science fiction & fantasy"
b260,touchback,don handfield,"brian presley, melanie lynskey, marc blucas, kurt russell","drama, sports & fitness, science fiction & fantasy"
b261,trouble with the curve,robert lorenz,"amy adams, clint eastwood, justin timberlake, john goodman",drama
b262,underworld awakening,bjrn stein,"kate beckinsale, stephen rea, michael ealy, theo james","action & adventure, horror, science fiction & fantasy"
b263,five hours south (crew 2 crew),mark bacci,"andres londono, kate nauta, jeannine kaspar, jordan bridges","drama, animation"
b264,virginia,dustin lance black,"jennifer connelly, ed harris, emma roberts, amy madigan","drama, comedy"
b265,the vow,michael sucsy,"rachel mcadams, channing tatum, jessica lange, sam neill","drama, romance"
b266,wanderlust,david wain,"paul rudd, jennifer aniston, justin theroux, alan alda",comedy
