ID,Title,Director,Cast,Genre
d25,feast of love,robert benton,"morgan freeman,jane alexander,greg kinnear,selma blair,radha mitchell,stana katic,fred ward,alexa davalos,billy burke,sherilyn lawson","comedy, drama, romance"
d26,into the wild,sean penn,"emile hirsch,vince vaughn,catherine keener,brian dierker,hal holbrook,marcia gay harden,william hurt,kristen stewart,jena malone","action, adventure, drama"
d27,the great dictator,charles chaplin,"chaplin,jack oakie,paulette goddard,reginald gardiner",comedy
d28,the darjeeling limited,wes anderson,"owen wilson,adrien brody,jason schwartzman,amara karan,camilla rutherford,wally wolodarsky,waris ahluwalia,barbet schroeder,irfan khan,bill murray,anjelica huston,natalie portman","adventure, comedy, drama"
d29,i want someone to eat cheese with,jeff garlin,"jeff garlin,bonnie hunt,sarah silverman,amy sedaris,joey slotnick,gina gershon,paul mazursky,mina kolb,richard kind,dan castellaneta,tim kazurinsky,steve dahl","comedy, indie, romance"
d30,michael clayton,tony gilroy,"george clooney,sean cullen,tom wilkinson,tilda swinton,sydney pollack,michael o'keefe,ken howard,denis o'hare","drama, mystery, thriller"
d31,"lust, caution",ang lee,"tony leung,joan chen,tang wei,chu tsz-ying,wang lee hom","action, drama, foreign, indie, romance, thriller"
d32,the heartbreak kid,"bobby,peter farrelly","ben stiller,malin akerman,michelle monaghan,jerry stiller,rob corddry,carlos mencia,kathy lamkin","comedy, romance"
d33,the assassination of jesse james by the coward robert ford,andrew dominik,"brad pitt,casey affleck,sam shepard,mary-louise parker,paul schneider,jeremy renner,garret dillahunt,zooey deschanel,michael parks,ted levine,sam rockwell,alison elliott,james carville,tom aldredge,kailin see,hugh ross","action, drama, western"
d34,we own the night,james gray,"joaquin phoenix,mark wahlberg,robert duvall,eva mendes,tony musante,moni moshonov,alex veadov","action, drama"
d35,el topo,alejandro jodorowsky,"alejandro jodorowsky,brontis jodorowsky,jose legarreta,alfonso arau","action, adventure, drama, foreign, western"
d36,elizabeth: the golden age,shekhar kapur,"cate blanchett,geoffrey rush,clive owen,samantha morton,rhys ifans,abbie cornish,jordi molla","drama, foreign, history, romance"
d37,sleuth,kenneth branagh,"michael caine,jude law,alec cawthorne,eve channing",thriller
d38,shut up and sing,"barbara kopple,cecilia peck","natalie maines,emily robison,martie mcguire,simon renshaw",documentary
d39,away from her,sarah polley,"julie christie,gordon pinsent,olympia dukakis,michael murphy,kristen thomson,wendy crewson,alberta watso","drama, indie, romance"
d40,canvas,joseph greco,"joe pantoliano,marcia gay harden,devon gearhart,sophia bairley","drama, indie"
d41,rendition,gavin hood,"jake gyllenhaal,reese witherspoon,omar metwally,meryl streep,alan arkin,peter sarsgaard","drama, mystery, thriller"
d42,lars and the real girl,craig gillespie,"ryan gosling,emily mortimer,paul schneider,patricia clarkson,kelli garner,lauren ash,nancy beatty","comedy, indie, romance"
d43,30 days of night,david slade,"josh hartnett,danny huston,ben foster,melissa george,manu bennett","action, horror, thriller"
d44,broken,alan white,"heather graham,jeremy sisto,jake busey,tess harper,linda hamilton,chad cunningham","drama, foreign, horror, thriller"
d45,things we lost in the fire,susanne bier,"halle berry,benicio del toro,david duchovny,alison lohman,omar benson miller,john carroll lynch",drama
d46,gone baby gone,ben affleck,"casey affleck,michelle monaghan,morgan freeman,ed harris,john ashton,amy ryan,amy madigan,titus welliver","crime, drama, mystery, thriller"
d47,across the universe,julie taymor,"jim sturgess,joe anderson,dana fuchs,t.v. carpio,bono,eddie izzard,martin luther mccoy","adventure, drama, music, romance"
d48,in the valley of elah,paul haggis,"tommy lee jones,charlize theron,jason patric,susan sarandon,jonathan tucker,james franco","crime, drama, mystery, thriller"
d49,december boys,rod hardy,"daniel radcliffe,lee cormie,christian byers,james fraser,teresa palmer,victoria hill","drama, foreign, romance"
d50,good luck chuck,mark helfrich,"dane cook,jessica alba,dan fogler,michelle harrison,ellia english,sasha pieterse","comedy, drama, fantasy, romance"
d51,the lives of others,"florian henckel, florian henckel","ulrich muehe,sebastian koch,martina gedeck,ulrich tukur,thomas thieme,hans uwe bauer","action, drama, foreign, thriller"
d52,babel,alejandro gonzalez inarritu,,"drama, indie"
d53,dedication,justin theroux,"billy crudup,mandy moore,tom wilkinson,martin freeman,bob balaban,dianne wiest,bobby cannavale,amy sedaris,peter bogdanovich","comedy, drama, indie, romance"
d54,jane austen book club,robin swicord,"kathy baker,maria bello,emily blunt,amy brenneman,hugh dancy,maggie grace,lynn redgrave,jimmy smits,nancy travis","comedy, drama, romance"
d55,king of california,michael cahill,"michael douglas,evan rachel wood,willis burks ii,greg davis jr.,gerald emerick","comedy, indie"
d56,harry potter and the order of the phoenix,david yates,"daniel radcliffe,rupert grint,emma watson,maggie smith,michael gambon,alan rickman,imelda staunton,helena bonham-carter,robbie coltrane,ralph fiennes,gary oldman,brendan gleeson,richard griffiths,jason isaacs","adventure, family, fantasy, science fiction"
d57,cabiria,giovanni pastrone,,"drama, foreign, history"
d58,the devil wears prada,david frankel,"meryl streep,anne hathaway,emily blunt,stanley tucci,adrian grenier,tracie thoms,simon baker",comedy
d59,"you, me and dupree","anthony russo,joe russo","owen wilson,matt dillon,kate hudson,michael douglas,amanda detmer,seth rogen","comedy, romance"
d60,lady in the water,m. night shyamalan,"paul giamatti,bryce dallas howard,jeffrey wright,bob balaban,m. night shyamalan,cindy cheung","comedy, drama, fantasy, horror, mystery, science fiction, thriller"
d61,john tucker must die,betty thomas,"jesse metcalfe,brittany snow,ashanti,sophia bush,arrielle kebbel,penn badgley,jenny mccarthy,fatso-fasano","comedy, family, romance"
d62,scoop,woody allen,,"comedy, drama, foreign, mystery, romance, science fiction, thriller"
d63,talladega nights: the ballad of ricky bobby,adam mckay,"will ferrell,john c. reilly,sacha baron cohen,gary cole,michael clarke duncan,leslie bibb,jane lynch,amy adams,andy richter,molly shannon","action, comedy"
d64,the descent,neil marshall,"shauna macdonald,natalie mendoza,alex reid,saskia mulder,myanna buring,nora-jane noone","adventure, foreign, horror"
d65,little miss sunshine,"jonathan dayton,valerie farris","greg kinnear,steve carell,toni collette,alan arkin,abigail breslin,paul dano","comedy, drama, indie"
d66,the night listener,patrick stettner,"robin williams,toni collette,rory culkin,sandra oh","drama, indie, thriller"
d67,world trade center,oliver stone,"nicolas cage,maria bello,michael pena,maggie gyllenhaal,stephen dorff,jay hernandez,patti d'arbanville","action, disaster, drama, history"
d68,quinceañera,,"emily rios,jesse garcia,chalo gonzalez,david w. ross,j.r. cruz,araceli guzman-rico,jesus castanos-chima,johnny chavez,alicia sixtos",drama
d69,the illusionist,neil burger,"edward norton,paul giamatti,jessica biel","drama, fantasy, romance, thriller"
d70,boynton beach club,susan seidelman,"joseph bologna,dyan cannon,len cariou,sally kellerman,michael nouri,brenda vaccaro,renee taylor","comedy, drama, indie, romance"
d71,marie antoinette,sofia coppola,"kirsten dunst,jason schwartzman,judy davis,rip torn,rose byrne,asia argento,molly shannon,shirley henderson","drama, history, romance"
d72,factotum,bent hamer,"matt dillon,lili taylor,marisa tomei,fisher stevens,didier flamand","comedy, drama, indie, romance"
d73,rescue dawn,werner herzog,"christian bale,steve zahn,jeremy davies,zach grenier","action, adventure, drama, history, indie"
d74,conversations with other women,,"helena bonham-carter,aaron eckhart,nora zehetner,erik eidem,olivia wilde,thomas lennon,cerina vincent,brianna brown,brian geraghty","comedy, drama, indie, romance"
d75,half nelson,ryan fleck,"ryan gosling,shareeka epps,anthony mackie,karen chilton","drama, indie"
d76,this film is not yet rated,kirby dick,,documentary
d77,the science of sleep,michel gondry,"gael garcia bernal,charlotte gainsbourg,alain chabat,miou-miou,pierre vaneck","comedy, drama, fantasy, foreign, romance, science fiction"
d78,the u.s. vs. john lennon,"david leaf, john scheinfeld",,"documentary, indie, music"
d79,shortbus,john cameron mitchell,"sook-yin lee,paul dawson,pj deboy,raphael barker,peter stickles,jay brannan","drama, indie, romance"
d80,the queen,stephen frears,"helen mirren,michael sheen,james cromwell,sylvia syms,paul barrett,helen mccrory","drama, foreign"
d81,little children,todd field,"kate winslet,jennifer connelly,patrick wilson,jackie earle haley,noah emmerich,gregg edelman","comedy, drama, indie, romance"
d82,infamous,douglas mcgrath,"toby jones,sandra bullock,daniel craig,lee pace,juliet stevenson,sigourney weaver,jeff daniels,peter bogdanovich,hope davis,gwyneth paltrow,isabella rossellini",drama
d83,man push cart,ramin bahrani,"ahmad razvi,leticia dolera,charles daniel sandoval,ali reza","drama, indie"
d84,the bridge,eric steel,,documentary
d85,old joy,kelly reichart,"will oldham,daniel london,tanya smith","drama, indie"
d86,49 up,michael apted,,"documentary, foreign"
d87,stranger than fiction,marc forster,"will ferrell,emma thompson,maggie gyllenhaal,dustin hoffman,queen latifah,linda hunt","comedy, drama, fantasy, romance, science fiction"
d88,borat: cultural learnings of america for make benefit glorious nation of kazakhstan,larry charles,"sacha baron cohen,ken vavitian,herself",comedy
d89,51 birch street,doug block,,documentary
d90,fur: an imaginary portrait of diane arbus,steven shainberg,"nicole kidman,robert downey jr.,ty burrell","drama, mystery, romance"
d91,for your consideration,christopher guest,"catherine o'hara,harry shearer,bob balaban,ricky gervais,christopher guest,eugene levy,michael mckean,parker posey,fred willard","comedy, documentary, drama"
d92,jonestown: the life and death of peoples temple,stanley nelson,,"documentary, history"
d93,volver,pedro almodovar,"penelope cruz,carmen maura,lola duenas,blanca portillo,yohana cobo","comedy, drama, foreign, romance"
d94,the good shepherd,robert de niro,"matt damon,angelina jolie,alec baldwin,billy crudup,robert de niro,keir dullea","action, drama, thriller"
d95,perfume: the story of a murderer,tom tykwer,"ben whishaw,dustin hoffman,alan rickman,john hurt,rachel hurd-wood,karoline herfurth,david calder","drama, fantasy, foreign"
d96,letters from iwo jima,clint eastwood,"ken watanabe,kazunari ninomiya,tsuyoshi ihara,ryo kase,shidou nakamura","action, adventure, drama, foreign, war"
d97,inland empire,david lynch,"laura dern,jeremy irons,harry dean stanton,justin theroux,peter j. lucas","drama, indie, mystery, thriller"
d98,tears of the black tiger,wisit sasanatieng,"chartchai ngamsan,stella malucchi,suwinit panjamawat,supakorn kitsuwon,arawat ruangvuth,sombati medhanee","action, drama, foreign, romance, western"
d99,climates,nuri bilge ceylan,"ebru ceylan,nuri bilge ceylan,nazan kirilmis,mehmet eryilmaz,arif asci","drama, foreign, indie, romance"
d100,days of glory,rachid bouchareb,"jamel debbouze,samy naceri,roschdy zem,sami bouajila,bernard blancan",
d101,black snake moan,craig brewer,"samuel l. jackson,christina ricci,john cothran jr.,justin timberlake,s. epatha merkerson","drama, indie"
d102,an unreasonable man,"henriette mantel, steve skrovan",,documentary
d103,breaking and entering,anthony minghella,"jude law,juliette binoche,robin wright penn,vera farmiga,rafi gavron,poppy rogers","drama, foreign, romance"
d104,the host,bong joon-ho,"song kang-ho,byun hee-bong,park hae-il,koa-sung,bae doo-na,scott wilson","comedy, drama, foreign, horror"
d105,mafioso,,,"action, comedy, crime, drama, foreign"
d106,talk to me,kasi lemmons,"don cheadle,chiwetel ejiofor,mike epps,martin sheen,vondie curtis-hall","drama, musical"
d107,wr: mysteries of the organism,dusan makavejev,"milena dravic,jagoda kaloper,ivica vidovic,zoran radmilovic,tuli kupferberg,jackie curtis,michael gelovani","comedy, drama, fantasy"
d108,sunshine,danny boyle,"michelle yeoh,cillian murphy,chris evans,troy garity,rose byrne,cliff curtis,benedict wong,hiroyuki sanada","adventure, foreign, science fiction, thriller"
d109,interview,steve buscemi,"steve buscemi,sienna miller,tara elders,molly griffith","drama, indie"
d110,goya's ghosts,milos forman,"javier bardem,natalie portman,stellan skarsgard,randy quaid,jose luis gomez,michael lonsdale,blanca portillo",drama
d111,hairspray,adam shankman,"nikki blonsky,john travolta,michelle pfeiffer,christopher walken,amanda bynes,james marsden,queen latifah,zac efron,jerry stiller","comedy, music"
d112,cashback,sean ellis,"sean biggerstaff,emilia fox,shaun evans,michelle ryan,stuart goodwin,michael dixon,michael lambourne,marc pickering","comedy, drama, foreign, romance"
d113,broken english,zoe cassavetes,"parker posey,melvil poupaud,drea de matteo,justin theroux,josh hamilton,tim guinee,gena rowlands,peter bogdanovich,roy thinnes","comedy, drama, indie, romance"
d114,my best friend,patrice leconte,"daniel auteuil,dany boon,julie gayet,julie durand,henri garcin","comedy, drama, foreign, indie"
d115,vitus,fredi m. murer,"julika jenkins,urs jucker,bruno ganz,eleni haupt","drama, foreign, indie, music"
d116,the simpsons movie,david silverman,"dan castellaneta,julie kavner,nancy cartwright,yeardley smith,hank azaria,harry shearer,kelsey grammer,joe mantegna","animation, comedy, family"
d117,no reservations,scott hicks,"catherine zeta-jones,aaron eckhart,abigail breslin,patricia clarkson,bob balaban,brian f. o'byrne","comedy, drama, romance"
d118,killer of sheep,charles burnett,"henry gayle sanders,kaycee moore","drama, indie"
d119,hot rod,akiva schaffer,"andy samberg,jorma taccone,isla fisher,bill hader,ian mcshane,sissy spacek,will arnett,danny mcbride","action, comedy"
d120,el cantante,leon ichaso,"marc anthony,jennifer lopez,john ortiz,manny perez,federico castelluccio,nelson vasquez","drama, music"
d121,arctic tale,sarah robertson,,"documentary, family"
d122,the real dirt on farmer john,,,documentary
d123,becoming jane,julian jarrold,"anne hathaway,james mcavoy,julie walters,james cromwell,maggie smith,joe anderson","drama, romance"
d124,stardust,matthew vaughn,"claire danes,charlie cox,robert de niro,sienna miller,michelle pfeiffer,jason flemyng,peter o'toole,rupert everett,ian mckellen","action, adventure, comedy, family, fantasy, foreign, romance, science fiction"
d125,the wind that shakes the barley,ken loach,"cillian murphy,padraic delaney,liam cunningham,orla fitzgerald,gerard kearney,william ruane","action, drama, foreign, history"
d126,color me kubrick,brian w. cook,"john malkovich,jim davidson,richard e. grant,william hootkins,marisa berenson,robert powell,ken russell","comedy, drama"
d127,into great silence,philip groning,,"documentary, foreign"
d128,walking to werner,,,
d129,red road,andrea arnold,"kate dickie,tony curran,martin compston,nathalie press,andrew armour,john comerford","drama, foreign, indie, thriller"
d130,the bourne ultimatum,paul greengrass,"matt damon,julia stiles,david strathairn,joan allen","action, drama, mystery, thriller"
d131,rush hour 3,brett ratner,"jackie chan,chris tucker,max von sydow,yvan attal,dana ivey,roman polanski","action, adventure, comedy, crime, thriller"
d132,this is england,shane meadows,"thomas turgoose,joe gilgun,stephen graham,andrew shim,jo hartley","crime, drama, foreign, indie"
d133,fay grim,hal hartley,"parker posey,jeff goldblum,james urbaniak,saffron burrows,thomas jay ryan","action, comedy, drama, thriller"
d134,shrek the third,chris miller,"mike myers,eddie murphy,cameron diaz,antonio banderas,justin timberlake,john cleese,julie andrews,rupert everett","adventure, animation, comedy, family, fantasy, science fiction"
d135,brand upon the brain!,guy maddin,"gretchen krich,sullivan brown,maya lawson,katherine e. scharhon,todd moore,andy loviska,kellan larson,erik steffen maahs","drama, fantasy, indie"
d136,bug,william friedkin,"ashley judd,michael shannon,brian f. o'byrne,harry connick jr.","horror, indie, thriller"
d137,black sheep,jonathan king,"nathan meister,peter feeney,danielle mason,oliver driver,tammy davis","comedy, foreign, horror"
d138,angel-a,luc besson,"jamel debbouze,rie rasmussen,gilbert melki,serge riaboukine","comedy, drama, fantasy"
d139,stephanie daley,hilary brougher,"amber tamblyn,tilda swinton,timothy hutton,denis o'hare,jim gaffigan,melissa leo","drama, indie"
d140,crazy love,"dan klores,fisher stevens",,"documentary, romance"
d141,la vie en rose,olivier dahan,"marion cotillard,clotilde courau,jean paul rouve,sylvie testud,pascal greggory,jean pierre martins,emmanuelle seigner,gerard depardieu,catherine allegret,caroline silhol","drama, foreign, musical"
d142,ocean's thirteen,steven soderbergh,"george clooney,brad pitt,matt damon,ellen barkin,elliott gould,al pacino,bernie mac,don cheadle,andy garcia","action, comedy, crime"
d143,you kill me,john dahl,"ben kingsley,tea leoni,luke wilson,bill pullman,dennis farina","action, comedy, crime, thriller"
d144,a mighty heart,michael winterbottom,"angelina jolie,dan futterman,will patton,denis o'hare,archie panjabi","drama, indie, thriller"
d145,sicko,michael moore,,documentary
d146,live free or die hard,,,"action, thriller"
d147,moolaade,"ousmane sembene, ousmane sembene","fatoumata coulibaly,maimouna helene diarra,salimata traore,dominique zeida,mah compaore","drama, foreign"
d148,evening,lajos koltai,"vanessa redgrave,claire danes,natasha richardson,toni collette,mamie gummer,meryl streep,glenn close,hugh dancy","drama, romance"
d149,lady chatterley,pascale ferran,"marina hands,jean-louis coullo'ch,hippolyte girardot,helene alexandridis,helene fillieres,bernard verley,sava lolov","drama, foreign, indie, romance"
d150,transformers,michael bay,"shia labeouf,tyrese gibson,josh duhamel,anthony anderson,megan fox,rachael taylor,john turturro,jon voight","action, adventure, science fiction, thriller"
d151,the departed,martin scorsese,"leonardo dicaprio,matt damon,jack nicholson,mark wahlberg,martin sheen,ray winstone,vera farmiga,anthony anderson,alec baldwin","action, drama, thriller"
d152,mountain patrol: kekexili,chuan lu,"duo bujie,lei zhang,liang qi,xueying zhao","action, drama, foreign"
d153,mrs. palfrey at the claremont,dan ireland,"joan plowright,rupert friend,zoe tapper,anna massey,robert lang,marcia warren,georgina hale,millicent martin","comedy, drama, foreign"
d154,mission: impossible iii,,"tom cruise,philip seymour hoffman,ving rhames,keri russell,laurence fishburne,billy crudup,jonathan rhys-meyers,michelle monaghan","action, adventure, thriller"
d155,the promise,chen kaige,"dong-gun jang,hiroyuki sanada,cecilia cheung,nicholas tse,liu ye","action, drama, fantasy, foreign, romance, science fiction, thriller"
d156,art school confidential,terry zwigoff,"max minghella,sophia myles,john malkovich,jim broadbent,ethan suplee,joel david moore,anjelica huston,matt keeslar,scoot mcnairy","action, comedy, drama, indie"
d157,goal! the dream begins,danny cannon,"kuno becker,alessandro nivola,stephen dillane,anna friel,marcel iures,sean pertwee,cassandra bell","drama, sports film"
d158,poseidon,wolfgang petersen,"josh lucas,kurt russell,jacinda barrett,richard dreyfuss,jimmy bennett,emmy rossum,andre braugher","action, adventure, disaster, thriller"
d159,au revoir les enfants,,"francois negret, peter fitz, francois berleand, gaspard manesse, francine racette, raphael fejto, philippe morier-genoud","drama, foreign, war"
d160,saving shiloh,sandy tung,"jason dolley,scott wilson,gerald mcraney,taylor momsen,kyle chavarria,ann dowd,liberty smith,bonnie bartlett","drama, family"
d161,hate crime,tommy stovall,"seth peterson,bruce davison,chad donella,cindy pickett,brian j. smith,susan blakely,farah white,giancarlo esposito","drama, thriller"
d162,the lost city,andy garcia,"andy garcia,bill murray,ines sastre,dustin hoffman,tomas milian,steven bauer,nestor carbonell,william marquez,julio oscar mechoso,enrique murciano,elizabeth pena,millie perkins,tony plana","drama, romance"
d163,just my luck,donald petrie,"lindsay lohan,chris pine,samaire armstrong,bree turner,faizon love,missi pyle,carlos ponce","comedy, drama, family, fantasy, romance"
d164,down in the valley,david jacobson,"edward norton,evan rachel wood,david morse,bruce dern,rory culkin,john diehl,geoffrey lewis,elizabeth pena","drama, indie, romance"
d165,the death of mr. lazarescu,cristi puiu,"ion fiscuteanu,luminita gheorghiu","comedy, drama, foreign"
d166,keeping up with the steins,scott marshall,"jeremy piven,larry miller,jami gertz,daryl hannah,garry marshall,daryl sabara,doris roberts,cheryl hines,carter jenkins","comedy, indie"
d167,the da vinci code,ron howard,"tom hanks,audrey tautou,ian mckellen,alfred molina,jurgen prochnow,paul bettany,jean reno,jean pierre marielle,etienne chicot","mystery, thriller"
d168,cat people,jacques tourneur,"simone simon,kent smith,jane randolph,tom conway,jack holt","drama, film noir, horror, suspense, thriller"
d169,the break-up,peyton reed,"vince vaughn,jennifer aniston,joey lauren adams,cole hauser,jon favreau,jason bateman,judy davis,john michael higgins,vincent d'onofrio,ann-margret","comedy, drama, romance"
d170,overlord,stuart cooper,"brian stirner,davyd harries,nicholas ball,julie neesam,sam sewell,john franklyn-robbins,stella tanner,harry shacklock,david scheuer","action, drama, foreign"
d171,v for vendetta,james mcteigue,"natalie portman,hugo weaving,stephen rea,stephen fry,john hurt","action, science fiction, thriller"
d172,ask the dust,robert towne,"colin farrell,salma hayek,donald sutherland,eileen atkins,justin kirk,idina menzel","drama, romance"
d173,"sorry, haters",jeff stanzler,"robin wright penn,abdellatif kechiche,sandra oh,elodie bouchez,aasif mandvi,remy k. selma,fred durst","drama, indie, thriller"
d174,she's the man,andy fickman,"amanda bynes,channing tatum,robert hoffman,alex breckenridge,david cross,laura ramsey","comedy, drama, family, romance"
d175,game 6,michael hoffman,"michael keaton,robert downey jr.,griffin dunne,ari graynor,catherine o'hara,bebe neuwirth,shalom harlow,roger rees","comedy, drama, sports film"
d176,find me guilty,sidney lumet,"vin diesel,paul borghese,michalina almindo,peter dinklage,alex rocco,annabella sciorra,linus roache,domenick lombardozzi,ron silver","action, comedy, crime, drama"
d177,the heart is deceitful above all things,asia argento,"asia argento,peter fonda,marilyn manson,michael pitt","drama, indie"
d178,duck season,fernando eimbcke,"diego catano,daniel miranda,danny perea,enrique arreola,carolina politi","comedy, drama, foreign"
d179,inside man,spike lee,"denzel washington,clive owen,jodie foster,willem dafoe,chiwetel ejiofor,christopher plummer,kim director,james ransone","action, crime, drama, mystery, thriller"
d180,thank you for smoking,jason reitman,"aaron eckhart,maria bello,cameron bright,adam brody,sam elliott,katie holmes,david koechner,william h. macy,rob lowe,robert duvall","comedy, drama"
d181,brooklyn lobster,kevin jordan,"danny aiello,jane curtin,daniel sauli,marisa ryan,ian kahn,heather burns,henry yuk","comedy, drama, indie"
d182,night moves,arthur penn,"gene hackman,harris yulin,jennifer warren,janet ward,susan clark,melanie griffith,edward binns,susan clark,james woods,melanie griffith","mystery, neo-noir, suspense, thriller"
d183,slither,james gunn,"michael rooker,elizabeth banks,nathan fillion,gregg henry,tania saulnier,jenna fischer","comedy, horror, science fiction"
d184,basic instinct 2,michael caton-jones,"sharon stone,david morrissey,charlotte rampling,david thewlis,hugh dancy,indira varma,heathcote williams","crime, horror, mystery, romance, thriller"
d185,lonesome jim,steve buscemi,"casey affleck,liv tyler,mary kay place,seymour cassel,kevin corrigan,mark boone junior","comedy, drama, indie, romance"
d186,sophie scholl: the final days,marc rothemund,"julia jentsch,alexander held,fabian hinrichs,johanna gastdorf,andre hennicke,florian stetter,johannes suhm,maximilian bruckner","drama, foreign"
d187,americanese,eric byler,"chris tashima,allison sie,joan chen,kelly hu,ben shenkman,sab shimono,michale paul chan,ryan cutrona",
d188,adam & steve,,"craig chester,malcolm gets,parker posey,chris kattan,noah segan,sally kirkland","comedy, romance"
d189,atl,chris robinson,"tip harris,evan ross,lauren london,antwan andre patton,keith david,jackie long,albert daniels,mykelti williamson",drama
d190,ice age: the meltdown,carlos saldanha,"ray romano,denis leary,queen latifah,josh peck,jay leno,seann william scott","adventure, animation, family"
d191,take the lead,liz friedlander,"antonio banderas,rob brown,alfre woodard,dante basco,yaya dacosta,john ortiz,laura benanti,marcus t. paulk","drama, musical"
d192,don't come knocking,wim wenders,"sam shepard,jessica lange,tim roth,gabriel mann,sarah polley,fairuza balk,eva marie saint","drama, music"
d193,american gun,,"donald sutherland,forest whitaker,marcia gay harden,linda cardellini,tony goldwyn,chris marquette,nikki reed,arlen escarpeta","drama, indie"
d194,twelve and holding,michael cuesta,"conor donovan,jesse camacho,zoe weizenbaum,annabella sciorra,jeremy renner,linus roache,jayne atkinson,marcia debonis,michael fuchs","drama, indie"
d195,an inconvenient truth,davis guggenheim,al gore,documentary
d196,sketches of frank gehry,sydney pollack,,documentary
d197,sir! no sir!,david zeiger,"edward asner,jane fonda,donald sutherland,terry whitmore,donald duncan,howard levy,oliver hirsch,susan schnall,randy rowland,louis font,dave cline,bill short,dave blalock,greg payton,darnell summers,michael wong,joe bangert,richard boyle,jerry lembcke,terry iverson,tom bernard,keith mather",
d198,chimes at midnight,,,"comedy, drama, history"
d199,the fast and the furious: tokyo drift,justin lin,"lucas black,sung kang,bow wow,brian tee,nathalie kelley,sonny chiba,jason tobin,zachery ty bryan","action, adventure, crime, drama, thriller"
d200,nacho libre,,"jack black,hector jimenez,richard montoya,lauro chartrand,troy gentile,moises arias,cesar gonzalez","comedy, family, sports film"
d201,cars,"joe ranft, john lasseter","owen wilson,paul newman,bonnie hunt,cheech marin,tony shalhoub,richard petty,paul dooley,jeremy piven,george carlin,michael keaton","animation, family"
d202,the king,james marsh,"gael garcia bernal,william hurt,pell james,paul dano,laura harring,laura clifton,derek alvarado,milo addica,jessica schwartz",
d203,the omen,john moore,"seamus davey-fitzpatrick,liev schreiber,julia stiles,mia farrow,david thewlis,pete postlethwaite,michael gambon","drama, horror, thriller"
