ID,Title,Year,Director,Cast,Genre,Duration
d94,bad ass 3: bad asses on the bayou,2015,craig moss,"danny trejo, danny glover, john amos","action, drama",
d95,wolf warrior,2015,wu jing,nan,"action, drama, war",
d96,empire of lust,2015,sang-hoon ahn,nan,"action, drama, romance",
d97,6 ways to die,2015,nadeem soumah,"vinnie jones, michael rene walton, vivica a. fox","action, crime, thriller",
d98,katherine,2015,charles w. bailey,"tina grimm, tempast wulf, mel heflin","action, horror, romance",
d99,hood,2015,michael lansu,"thea camara, salvatore covello, harold dennis",action,
d100,monk comes down the mountain,2015,kaige chen,nan,"action, history",
d101,helios,2015,lok man leung,"jacky cheung, nick cheung, shawn yue","action, crime, fantasy",
d102,the wave,2015,roar uthaug,"kristoffer joner, thomas bo larsen, ane dahl torp","action, drama, thriller",
d103,bhaag johnny,2015,shivam nair,nan,"action, thriller",
d104,boy 7,2015,lourens blok,"matthijs van de sande bakhuyzen, ella-june henrard, tygo gernandt","action, sci-fi, thriller",
d105,sword of vengeance,2015,jim weedon,"stanley weber, edward akrout, misa beric",action,
d106,dragon blade,2015,daniel lee,"jackie chan, john cusack, adrien brody","action, adventure, drama",
d107,badlapur,2015,sriram raghavan,"nawazuddin siddiqui, varun dhawan, radhika apte","action, crime, drama",
d108,gangnam blues,2015,ha yoo,"min-ho lee, rae-won kim, jin-young jung","action, crime, drama",
d109,full strike,2015,chi-kin kwok,"ekin cheng, ronald cheng, josie ho","action, comedy, sport",
d110,freetown,2015,garrett batty,"henry adofo, michael attram, alphonse menyo","action, drama, thriller",
d111,vendetta,2015,jen soska,"dean cain, paul wight, michael eklund","action, drama",
d112,war pigs,2015,ryan little,"luke goss, dolph lundgren, chuck liddell","action, war",
d113,monster hunt,2015,raman hui,"wei tang, baihe bai, eric tsang","action, comedy, fantasy",
d114,checkmate,2015,timothy woodward jr.,"danny glover, sean astin, vinnie jones","action, crime, thriller",
d115,wild city,2015,ringo lam,"louis koo, shawn yue, liya tong","action, crime, thriller",
d116,brothers,2015,karan malhotra,"akshay kumar, jackie shroff, sidharth malhotra","action, drama, sport",
d117,to my beloved,2015,aly muritiba,"fernando alves pinto, mayana neiva, lourinelson vladmir","action, drama, thriller",
d118,holy hell,2015,ryan laplante,"ryan laplante, alysa king, michael rawley","action, comedy, horror",
d119,baby,2015,neeraj pandey,"akshay kumar, danny denzongpa, rana daggubati","action, crime, thriller",
d120,operator,2015,amariah olson,"ving rhames, luke goss, mischa barton","action, drama, thriller",
d121,lazer team,2015,matt hullum,"alan ritchson, alexandria deberry, irina voronina","action, comedy, sci-fi",
d122,levski,2015,maxim genchev,"veselin plachkov, simeon filipov, maxim genchev","action, biography, drama",
d123,born to dance,2015,tammy davis,"kherington payne, john tui, kelvin taylor","action, sport",
d124,12 rounds 3: lockdown,2015,stephen reynolds,"jonathan good, roger r. cross, daniel cudmore","action, crime, thriller",
d125,rod the stormtrooper: episode v - the hidden darkness,2015,brad schinkel,"brian reilly, mike delisle, doug white","action, comedy, sci-fi",
d127,the republic,2015,dimitris tzetzas,"prometheus aleifer, yannis stankoglou, takis spiridakis","action, crime, thriller",
d128,shark killer,2015,sheldon wilson,"derek theler, erica cerra, paul du toit","action, thriller",
d129,strayer's chronicle,2015,takahisa zeze,"tsuyoshi ihara, renji ishibashi, yuina kuroshima",action,
d130,diablo,2015,lawrence roeck,"scott eastwood, walton goggins, camilla belle","action, adventure, thriller",
d131,the throwaways,2015,tony bui,"peter brooke, james caan, noel clarke","action, fantasy, thriller",
d132,msg: the messenger,2015,jeetu arora,"saint gurmeet ram rahim singh ji insan, daniel kaleb, fllora saini","action, comedy, drama",
d133,katham katham,2015,babu thooyavan,"nandha, nataraja subramanian, sanam shetty","action, thriller",
d134,iron girl: ultimate weapon,2015,ken'ichi fujiwara,"asami, kirara asuka, hiroaki iwanaga",action,
d135,smosh: the movie,2015,alex winter,"ian hecox, anthony padilla, michael ian black","action, adventure, comedy",
d136,batalon,2015,dmitriy meskhiev,"lesya andreeva, mariya antonova, mariya aronova","action, drama, history",
d137,aoki hagane no arpeggio: ars nova dc,2015,mai fuchigami,nan,"animation, action, sci-fi",
d138,antigang,2015,benjamin rocher,"jean reno, alban lenoir, caterina murino","action, drama",
d139,if you know me,2015,gautham menon,"ajith kumar, arun vijay, trisha krishnan","action, drama, mystery",
d140,avengers grimm,2015,jeremy m. inman,"casper van dien, lauren parkinson, lou ferrigno","action, adventure, fantasy",
d141,from vegas to macau ii,2015,jing wong,"pak-cheung chan, nick cheung, david chiang","action, comedy",
d142,hanuman,2015,jimmy henderson,"dara ours, savin phillip, ma rynet","action, drama",
d143,yatchan,2015,vishnuvardhan,"arya, krishna sekhar, deepa sannidhi","action, comedy",
d144,elixir,2015,matthew lipke,"dave allen, ben ash, bob bolyard","action, adventure, drama",
d145,chain of command,2015,kevin carraway,"michael jai white, max ryan, steve austin","action, thriller",
d146,undercover duet,2015,mark wu,"ronald cheng, mark wu, ava liu","action, comedy",
d147,ah boys to men 3: frogmen,2015,jack neo,"tosh zhang, rajid ahamed, joey leong","action, comedy",
d148,kaaki sattai,2015,r.s. durai senthilkumar,"siva karthikeyan, prabhu, sri divya",action,
d149,shivam,2015,sreenivasa reddy,"tanikella bharani, brahmanandam, pankaj kesari","action, comedy, romance",
d150,valiyavan,2015,m. saravanan,"jai, andrea jeremiah, bala saravanan",action,
d151,temper,2015,puri jagannadh,"junior n.t.r., kajal agarwal, ali","action, drama",
d152,sagaptham,2015,surendran,"shanmugapandian, neha hinge, shubra aaiyappa","action, drama",
d153,purampokku,2015,s.p. jhananathan,"arya, shaam, vijay sethupathi","action, crime, news",
d154,hero,2015,nikhil advani,"sooraj pancholi, athiya shetty, tigmanshu dhulia","action, drama, romance",
d155,mobile suit gundam: the origin i - blue-eyed casval,2015,takashi imanishi,karen strassman,"animation, action, drama",
d156,lake placid vs. anaconda,2015,a.b. stone,"corin nemec, yancy butler, skye lourie","action, horror, sci-fi",
d157,4got10,2015,timothy woodward jr.,"johnny messner, dolph lundgren, danny trejo","action, thriller, western",
d158,far too far,2015,justin hunt,"brandi wethington, abbey hunt, chris overson","action, crime, drama",
d159,god of thunder,2015,thomas shapiro,"max aria, jacqui holland, preston james hillier","action, adventure, fantasy",
d160,road wars,2015,mark atkins,"chloe farnworth, cole parker, john freeman","action, sci-fi",
d161,two thumbs up,2015,ho leung lau,"francis ng, simon yam, leo ku","action, drama",
d162,komban,2015,m. muthaiah,"karthi, lakshmi menon, raj kiran",action,
d163,mega shark vs. kolossus,2015,christopher ray,"illeana douglas, amy rider, brody hutzler","action, horror, sci-fi",
d164,the mind's eye,2015,joe begos,"graham skipper, lauren ashley carter, john speredakos","action, horror, sci-fi",
d165,essex boys: law of survival,2015,steven m. smith,"jesse birdsall, chris bell, ross boatman","action, crime, drama",
d166,flight world war ii,2015,emile edwin smith,"faran tahir, robbie kay, aqueela zoll","action, adventure, sci-fi",
d167,problem solver,2015,marius pocevicius,"andrius gecevicius, sonata paliulyte, arnas petkevicius","action, comedy",
d168,lailaa o lailaa,2015,joshiy,"mohanlal, amala paul","action, thriller",
d169,lion,2015,satya deva,"ali, radhika apte, archana","action, drama, romance",
d170,killersaurus,2015,steve lawson,"julian boote, adam collins, helen crevel","action, sci-fi, thriller",
d171,mr. six,2015,hu guan,"xiaogang feng, yifeng li, kris wu",action,
d172,india's daughter,2015,rupesh paul,"omkar das manikpuri, amann grewal, vishal om prakash","action, crime, drama",
d173,angry painter,2015,kyu-hwan jeon,"alain garneau, ha-seok jo, moon jong-won","action, drama, thriller",
d174,srimanthudu,2015,koratalla siva,"jagapathi babu, mahesh babu, shruti k. haasan","action, drama",
d175,traukinio apiplesimas kuri ivykde saulius ir paulius,2015,simonas askelavicius,nan,"action, comedy",
d176,samrajyam ii: son of alexander,2015,perarasu,"unni mukundan, devan, k.c. shankar","action, crime, thriller",
d177,kader kuler bou,2015,soubhik kundu,"koneenica banerjee, arindam sil, sankar debnath","action, crime, drama",
d178,veteran,2015,seung-wan ryoo,"jeong-min hwang, ah in yoo, hae-jin yoo","action, comedy, crime",
d179,she kills,2015,ron bonk,"jennie russo, trey harrison, michael merchant","action, horror",
d180,jie jiu wu xian sheng,2015,sheng ding,"andy lau, ye liu, qianyuan wang","action, crime, drama",
d181,agnee 2,2015,iftakar chowdhury,nan,action,
d182,uppi 2,2015,upendra,"upendra, kristina akheeva, parul yadav","action, mystery, thriller",
d183,who am i 2015,2015,yinxi song,nan,action,
d185,maari,2015,balaji mohan,"dhanush, kajal agarwal, vijay yesudas","action, comedy, drama",
d186,idyll,2015,tomaz gorkic,"nina ivanisin, lotos sparovec, nika rozman","action, horror, thriller",
d187,chandi veeran,2015,a. sarkunam,nan,"action, drama, romance",
d188,double barrel,2015,lijo jose pellissery,"prithviraj sukumaran, indrajith, arya","action, comedy, thriller",
d189,heneral luna,2015,jerrold tarog,"john arcilla, mon confiado, arron villaflor","action, history",
d190,kick 2,2015,reddy surender,"tanikella bharani, brahmanandam, nikitin dheer","action, comedy, romance",
d191,indian soldier never on holiday,2015,a.r. murugadoss,"vijay, kajal agarwal, vidyut jamwal","action, crime, thriller",
d192,faraar,2015,baljit singh deo,"gippy grewal, kainaat arora, jaggi singh",action,
d193,thani oruvan,2015,m. raja,"jeyam ravi, nayanthara, arvind swamy","action, thriller",
d194,paayum puli,2015,suseenthiran,"vishal, kajal agarwal, samuthirakani",action,
d195,far out,2015,bijan karim,"moe golkar, james sirois, anant khehra","action, crime, thriller",
d197,jaws 19,2015,sergey a.,"sergey a., krolik black, eldar bogunov","action, horror, thriller",
d198,action jackson,2014,prabhudheva,"ajay devgn, shahid kapoor, prabhas","action, comedy, drama",
d199,jersey justice,2014,john charles hunt,"blanche baker, bo svenson, christopher mann","action, thriller",
d200,dracula untold,2014,gary shore,"luke evans, dominic cooper, sarah gadon","action, drama, fantasy",
d201,godzilla,2014,gareth edwards,"aaron taylor-johnson, elizabeth olsen, bryan cranston","action, adventure, sci-fi",
d202,the legend of hercules,2014,renny harlin,"kellan lutz, gaia weiss, scott adkins","action, adventure, fantasy",
d203,the prince,2014,brian a miller,"jason patric, bruce willis, john cusack","action, thriller",
d204,seventh son,2014,sergey bodrov,"ben barnes, julianne moore, jeff bridges","action, adventure, fantasy",
d205,urban games,2014,bob brown,"shawn dou, michelle chen, siu lung sik","action, thriller",
d206,jai ho,2014,sohail khan,"salman khan, tabu, sunil shetty","action, drama",
d207,jack ryan: shadow recruit,2014,kenneth branagh,"chris pine, kevin costner, keira knightley","action, thriller",
d208,300: rise of an empire,2014,noam murro,"sullivan stapleton, eva green, lena headey","action, drama, fantasy",
d209,hercules,2014,brett ratner,"dwayne johnson, john hurt, ian mcshane","action, adventure",
d210,saints and soldiers: the void,2014,ryan little,"adam gregory, timothy s. shoemaker, michael todd behrens","action, drama, war",
d211,teenage mutant ninja turtles,2014,jonathan liebesman,"megan fox, will arnett, william fichtner","action, adventure, comedy",
d212,travelator,2014,dusan milic,"nikola rakocevic, boris isakovic, khetanya henderson","action, drama",
d213,greyscale,2014,ryan dunlap,"ryan dunlap, marisa draeger, tim russ","action, crime, drama",
d214,good people,2014,henrik ruben genz,"james franco, kate hudson, tom wilkinson","action, crime, thriller",
d215,revenge of the green dragons,2014,wai-keung lau,"justin chon, kevin wu, harry shum jr.","action, crime, drama",
d216,wolves,2014,david hayter,"lucas till, stephen mchattie, john pyper-ferguson","action, horror",
d217,sinbad: the fifth voyage,2014,shahin sean solimon,"patrick stewart, isaac c. singleton jr., sadie alexandru","action, adventure, fantasy",
d218,ride along,2014,tim story,"ice cube, kevin hart, tika sumpter","action, comedy",
d219,brick mansions,2014,camille delamarre,"paul walker, david belle, rza","action, crime, drama",
d220,outcast,2014,nick powell,"nicolas cage, hayden christensen, alexandre bailly","action, adventure",
d221,skin trade,2014,ekachai uekrongtham,"dolph lundgren, tony jaa, ron perlman","action, crime, thriller",
d222,how to train your dragon 2,2014,dean deblois,"jay baruchel, cate blanchett, gerard butler","animation, action, adventure",
d223,dead sea,2014,brandon slagle,"james duval, candace kita, devanny pinn","action, horror, sci-fi",
d224,the algerian,2014,giovanni zelko,"ben youcef, candice coke, harry lennix","action, romance, thriller",
d225,the back country,2014,vincente aguilera,"josh rengert, chloe francis, brandon vann","action, adventure, crime",
d226,vampire academy,2014,mark waters,"zoey deutch, lucy fry, danila kozlovsky","action, comedy, fantasy",
d227,the bunker,2014,joe black,"ken shamrock, mike brown, jess weber",action,
d228,the monkey king,2014,pou-soi cheang,"donnie yen, yun-fat chow, aaron kwok","action, adventure, family",
d229,the dark forest,2014,michael r. morris,"michael biehn, christine dolce, ash gordey","action, drama, thriller",
d230,sabotage,2014,david ayer,"arnold schwarzenegger, sam worthington, terrence howard","action, crime, drama",
d231,toonstone,2014,brent triplett,"cullen moss, brent triplett, nate panning","animation, action, comedy",
d232,persecuted,2014,daniel lusko,"james remar, dean stockwell, bruce davison","action, drama, mystery",
d233,default,2014,simon brand,"david oyelowo, greg callahan, katherine moennig","action, thriller",
d234,tension(s),2014,vincent lecrocq,"louis mandylor, david kinsman, richard roy sutton","action, crime, drama",
d235,the amazing spider-man 2,2014,marc webb,"andrew garfield, emma stone, jamie foxx","action, adventure, fantasy",
d236,hunting the phantom,2014,marina kunarova,"kristanna loken, armand assante, jose rosete","action, adventure, sci-fi",
d237,pompeii,2014,paul w.s. anderson,"kit harington, emily browning, kiefer sutherland","action, adventure, drama",
d238,contract killers,2014,mathew john pearson,"richard alexander, dallas barnett, renee cataldo","action, crime, thriller",
d239,everly,2014,joe lynch,"salma hayek, hiroyuki watanabe, laura cepeda","action, thriller",
d240,red sky,2014,mario van peebles,"cam gigandet, rachael leigh cook, mario van peebles","action, thriller",
d241,battle b-boy,2014,frank lin,"jae phan, alison dahlstrom, ricky cole","action, comedy, sport",
d242,noah,2014,darren aronofsky,"russell crowe, jennifer connelly, anthony hopkins","action, adventure, drama",
d243,strike one,2014,david llauger meiselman,"danny trejo, james russo, billy gallo","action, crime, drama",
d244,tom sawyer & huckleberry finn,2014,jo kastner,"katherine mcnamara, val kilmer, jake t. austin","action, adventure, drama",
d245,slaughter is the best medicine,2014,rishi thaker,"nigel woodings, a.d. barker, andrew gibney","action, drama, mystery",
d246,heavenly sword,2014,gun ho jang,"ashleigh ball, barry dennen, renae geerlings","animation, action, adventure",
d247,devil's mile,2014,joseph o'brien,"david hayter, maria del mar, casey hudecki","action, crime, horror",
d248,non-stop,2014,jaume collet-serra,"liam neeson, julianne moore, scoot mcnairy","action, mystery, thriller",
d249,kite,2014,ralph ziman,"india eisley, jaco muller, annabel linder","action, crime, drama",
d250,rapture,2014,richard lowry,"blair besten, jacqueline buda, dagmar edwards","action, sci-fi, thriller",
d251,seal patrol,2014,nicolas aaron mezzanatto,"kristina anapau, james c. burns, tina casciani","action, sci-fi, thriller",
d252,sultanat,2014,syed faisal bukhari,"javeria abbasi, raheela agha, haroon ashraf","action, drama, romance",
d253,big game,2014,jalmari helander,"samuel l. jackson, onni tommila, ray stevenson","action, adventure",
d254,percentage,2014,alex merkin,"cam'ron, omar gooding, ving rhames","action, crime, thriller",
d255,battle,2014,john jillard sr.,"john jillard sr., brian anthony wilson, kimberly bada",action,
d256,in the blood,2014,john stockwell,"gina carano, cam gigandet, danny trejo","action, crime, thriller",
d257,dawn of the planet of the apes,2014,matt reeves,"gary oldman, keri russell, andy serkis","action, drama, sci-fi",
d258,into the storm,2014,steven quale,"richard armitage, sarah wayne callies, matt walsh","action, thriller",
d259,swelter,2014,keith parmer,"jean-claude van damme, lennie james, alfred molina","action, crime, drama",
d260,robot overlords,2014,jon wright,"gillian anderson, ben kingsley, callan mcauliffe","action, adventure, sci-fi",
d261,hackney's finest,2014,chris bouchard,"nathanael wiseman, arin alldridge, enoch frost","action, comedy, crime",
d262,gone with the bullets,2014,wen jiang,"zhang wen, zhiwen wang, huang hung","action, comedy, drama",
d263,r.a.d.i.c.a.l.s,2014,berenika maciejewicz,"michela crayton, keith nagel, adia dinh","action, adventure, family",
d264,heaven is hell,2014,mike meyer,"lindsey marks, christopher marcum, ethan henry","action, comedy, fantasy",
d265,3 days to kill,2014,mcg,"kevin costner, hailee steinfeld, connie nielsen","action, drama, thriller",
d266,the cure,2014,david gould,"gabriel abreu, gino acevedo, david allen","action, sci-fi, thriller",
d267,to survive,2014,stephen folker,"burt culver, ramon bailey, berkeley clayborne","action, adventure, drama",
d269,bachelor games,2014,edward mcgown,"charlie bewley, mike noble, jack gordon","action, adventure, comedy",
d270,c.o.o.l.i.o time travel gangster,2014,paul j. lane,"geoff bell, vicki michelle, paul j. lane","action, sci-fi",
d271,the outsider,2014,brian a miller,"craig fairbrass, james caan, jason patric","action, crime, drama",
d272,montana,2014,mo ali,"michelle fairley, lars mikkelsen, dominique tipper","action, crime, drama",
d273,yevadu,2014,vamsi paidipally,"ram charan, allu arjun, shruti k. haasan","action, thriller",
d274,australiens,2014,joe bauer,"rita artmann, tamara mclaughlin, lawrence silver","action, comedy, sci-fi",
d275,common outlaws,2014,louie iaccarino,"louie iaccarino, john druska, gregory p. loomis","action, drama, western",
d276,pro wrestlers vs zombies,2014,cody knotts,"roddy piper, jim duggan, matt hardy","action, comedy, horror",
d277,gutshot straight,2014,justin steele,"george eads, annalynne mccord, steven seagal","action, thriller",
d278,kill kapone,2014,alfredo ramos,"ronnie alvarez, noel gugliemi, rico aiello","action, crime, drama",
d279,the raid 2,2014,gareth evans,"iko uwais, yayan ruhian, arifin putra","action, crime, thriller",
d280,the control group,2014,peter hurd,"brad dourif, ross destiche, jenna enemy","action, horror, sci-fi",
d281,star wars: threads of destiny,2014,rasmus tirzitis,"patrik hont, carolina neurath, karl lindqvist","action, adventure, sci-fi",
d282,redirected,2014,emilis velyvis,"vinnie jones, scot williams, gil darnell","action, comedy, crime",
d283,now hiring,2014,mark cantu,"camden toy, johanna goldsmith, claire tablizo","action, comedy, family",
d284,brutal,2014,donald lawrence flaherty,"morgan benoit, jeff hatch, david mattey","action, drama, horror",
d285,22 jump street,2014,phil lord,"channing tatum, jonah hill, ice cube","action, comedy, crime",
d286,falcon rising,2014,ernie barbarash,"neal mcdonough, michael jai white, lateef crowder","action, adventure",
d287,fury: the tales of ronan pierce,2014,kevin a. mccarthy,"michael mccarthy, jordan elizabeth, kane hodder","action, adventure, horror",
d288,infiltrators,2014,michael stokes,"jonny cruz, nathalie kelley, hallee hirsh",action,
d289,singham returns,2014,rohit shetty,"kareena kapoor, ajay devgn, anupam kher","action, drama",
d290,freezer,2014,mikael salomon,"peter facinelli, dylan mcdermott, yuliya snigir","action, thriller",
d291,broken,2014,damian x. fulton,"soren fulton, felix ryan, whitney goin","action, adventure, drama",
