id1,id2,score,title_similarity,director_similarity,year_similarity,cast_similarity
a640,c1226,1.0,1.0,1.0,1.0,1.0
a2718,c660,1.0,1.0,1.0,1.0,1.0
a2832,b2588,1.0,1.0,1.0,1.0,1.0
a233,c939,1.0,1.0,1.0,1.0,1.0
a2152,c2327,1.0,1.0,1.0,1.0,1.0
a1987,c2457,1.0,1.0,1.0,1.0,1.0
a345,c1435,1.0,1.0,1.0,1.0,1.0
a1042,c1714,1.0,1.0,1.0,1.0,1.0
a630,c1225,1.0,1.0,1.0,1.0,1.0
a568,c1259,1.0,1.0,1.0,1.0,1.0
a1176,c3223,1.0,1.0,1.0,1.0,1.0
a752,c1894,1.0,1.0,1.0,1.0,1.0
a2398,c2256,1.0,1.0,1.0,1.0,1.0
a1049,c1694,1.0,1.0,1.0,1.0,1.0
a2569,c2120,1.0,1.0,1.0,1.0,1.0
a1341,c3188,1.0,1.0,1.0,1.0,1.0
a840,c1977,1.0,1.0,1.0,1.0,1.0
a2582,c2091,1.0,1.0,1.0,1.0,1.0
a2764,c621,1.0,1.0,1.0,1.0,1.0
a1061,c1726,1.0,1.0,1.0,1.0,1.0
a782,c1987,1.0,1.0,1.0,1.0,1.0
a62,c906,1.0,1.0,1.0,1.0,1.0
a2823,c592,1.0,1.0,1.0,1.0,1.0
a2566,b2340,1.0,1.0,1.0,1.0,1.0
a964,c1732,1.0,1.0,1.0,1.0,1.0
a1733,c2602,1.0,1.0,1.0,1.0,1.0
a1299,c3197,1.0,1.0,1.0,1.0,1.0
a895,c1806,1.0,1.0,1.0,1.0,1.0
a1153,c2168,1.0,1.0,1.0,1.0,1.0
a2924,c564,1.0,1.0,1.0,1.0,1.0
a885,c1681,1.0,1.0,1.0,1.0,1.0
b2639,d1208,1.0,1.0,1.0,1.0,1.0
a811,c1993,1.0,1.0,1.0,1.0,1.0
a655,c1209,1.0,1.0,1.0,1.0,1.0
a921,c1748,1.0,1.0,1.0,1.0,1.0
b1956,d195,1.0,1.0,1.0,1.0,1.0
a1188,c3192,1.0,1.0,1.0,1.0,1.0
a444,c1437,1.0,1.0,1.0,1.0,1.0
a263,c918,1.0,1.0,1.0,1.0,1.0
a303,c1428,1.0,1.0,1.0,1.0,1.0
a1932,c2425,1.0,1.0,1.0,1.0,1.0
a2955,c627,1.0,1.0,1.0,1.0,1.0
a1378,c3025,1.0,1.0,1.0,1.0,1.0
a1622,c2601,1.0,1.0,1.0,1.0,1.0
a1590,c2623,1.0,1.0,1.0,1.0,1.0
a439,c1579,1.0,1.0,1.0,1.0,1.0
a11,c981,1.0,1.0,1.0,1.0,1.0
a1599,c2594,1.0,1.0,1.0,1.0,1.0
a432,c1434,1.0,1.0,1.0,1.0,1.0
a896,d2594,1.0,1.0,1.0,1.0,1.0
a271,c913,1.0,1.0,1.0,1.0,1.0
a709,c1921,1.0,1.0,1.0,1.0,1.0
a2156,c2304,1.0,1.0,1.0,1.0,1.0
a919,c1754,1.0,1.0,1.0,1.0,1.0
a184,c936,1.0,1.0,1.0,1.0,1.0
a2287,c2339,1.0,1.0,1.0,1.0,1.0
a2896,c614,1.0,1.0,1.0,1.0,1.0
a1169,c2126,1.0,1.0,1.0,1.0,1.0
a2640,b2410,1.0,1.0,1.0,1.0,1.0
a586,c1240,1.0,1.0,1.0,1.0,1.0
a477,c1252,1.0,1.0,1.0,1.0,1.0
a2541,c2100,1.0,1.0,1.0,1.0,1.0
a224,c908,1.0,1.0,1.0,1.0,1.0
b2667,d1780,1.0,1.0,1.0,1.0,1.0
a198,c922,1.0,1.0,1.0,1.0,1.0
a515,c1164,1.0,1.0,1.0,1.0,1.0
a2455,c2119,1.0,1.0,1.0,1.0,1.0
a779,c1952,1.0,1.0,1.0,1.0,1.0
a745,c1973,1.0,1.0,1.0,1.0,1.0
a1662,c2652,1.0,1.0,1.0,1.0,1.0
a1973,c2453,1.0,1.0,1.0,1.0,1.0
a1184,c3173,1.0,1.0,1.0,1.0,1.0
a1843,c2432,1.0,1.0,1.0,1.0,1.0
a194,c930,1.0,1.0,1.0,1.0,1.0
a1810,c2501,1.0,1.0,1.0,1.0,1.0
a1485,c3027,1.0,1.0,1.0,1.0,1.0
a1242,c3196,1.0,1.0,1.0,1.0,1.0
b242,d1911,1.0,1.0,1.0,1.0,1.0
a1527,c3017,1.0,1.0,1.0,1.0,1.0
a1859,c2448,1.0,1.0,1.0,1.0,1.0
a1938,c2459,1.0,1.0,1.0,1.0,1.0
a2546,c2101,1.0,1.0,1.0,1.0,1.0
a777,c2000,1.0,1.0,1.0,1.0,1.0
a1857,c2498,1.0,1.0,1.0,1.0,1.0
a2381,c2253,1.0,1.0,1.0,1.0,1.0
b2358,d3137,1.0,1.0,1.0,1.0,1.0
b2133,d601,1.0,1.0,1.0,1.0,1.0
a1765,c2625,1.0,1.0,1.0,1.0,1.0
a1209,c3174,1.0,1.0,1.0,1.0,1.0
a426,c1452,1.0,1.0,1.0,1.0,1.0
a2674,c719,1.0,1.0,1.0,1.0,1.0
a835,c1900,1.0,1.0,1.0,1.0,1.0
a2358,c2924,1.0,1.0,1.0,1.0,1.0
a516,c1180,1.0,1.0,1.0,1.0,1.0
a650,c1223,1.0,1.0,1.0,1.0,1.0
a1281,c3239,1.0,1.0,1.0,1.0,1.0
a428,c1436,1.0,1.0,1.0,1.0,1.0
a1693,c2615,1.0,1.0,1.0,1.0,1.0
a409,c1525,1.0,1.0,1.0,1.0,1.0
a2637,c613,1.0,1.0,1.0,1.0,1.0
a1499,c3092,1.0,1.0,1.0,1.0,1.0
a1056,c1420,1.0,1.0,1.0,1.0,1.0
a1588,c2636,1.0,1.0,1.0,1.0,1.0
a2763,c583,1.0,1.0,1.0,1.0,1.0
a2480,c2094,1.0,1.0,1.0,1.0,1.0
a751,c1942,1.0,1.0,1.0,1.0,1.0
a2454,c2104,1.0,1.0,1.0,1.0,1.0
a2395,c1488,1.0,1.0,1.0,1.0,1.0
a2377,c2317,1.0,1.0,1.0,1.0,1.0
a2492,c2087,1.0,1.0,1.0,1.0,1.0
a905,c1736,1.0,1.0,1.0,1.0,1.0
a2360,c3820,1.0,1.0,1.0,1.0,1.0
a1546,c3078,1.0,1.0,1.0,1.0,1.0
a2640,c640,1.0,1.0,1.0,1.0,1.0
a1641,c2591,1.0,1.0,1.0,1.0,1.0
a1427,c3056,1.0,1.0,1.0,1.0,1.0
a308,c92,1.0,1.0,1.0,1.0,1.0
a446,c1494,1.0,1.0,1.0,1.0,1.0
a384,c1449,1.0,1.0,1.0,1.0,1.0
a567,c1190,1.0,1.0,1.0,1.0,1.0
a2840,c636,1.0,1.0,1.0,1.0,1.0
a480,c1246,1.0,1.0,1.0,1.0,1.0
a1507,c3033,1.0,1.0,1.0,1.0,1.0
a2311,c2259,1.0,1.0,1.0,1.0,1.0
a1185,c925,1.0,1.0,1.0,1.0,1.0
a533,c1244,1.0,1.0,1.0,1.0,1.0
a2905,c829,1.0,1.0,1.0,1.0,1.0
a2869,c4584,1.0,1.0,1.0,1.0,1.0
b972,d2630,1.0,1.0,1.0,1.0,1.0
a867,c1756,1.0,1.0,1.0,1.0,1.0
a2108,c2334,1.0,1.0,1.0,1.0,1.0
a1303,c3165,1.0,1.0,1.0,1.0,1.0
a1331,c3191,1.0,1.0,1.0,1.0,1.0
a1117,c2098,1.0,1.0,1.0,1.0,1.0
a2166,c2312,1.0,1.0,1.0,1.0,1.0
a2867,c634,1.0,1.0,1.0,1.0,1.0
a681,c1944,1.0,1.0,1.0,1.0,1.0
a1365,c3210,1.0,1.0,1.0,1.0,1.0
a424,c1489,1.0,1.0,1.0,1.0,1.0
a1053,c1713,1.0,1.0,1.0,1.0,1.0
a2601,c2102,1.0,1.0,1.0,1.0,1.0
a3,c907,1.0,1.0,1.0,1.0,1.0
a592,c1167,1.0,1.0,1.0,1.0,1.0
a1689,c2653,1.0,1.0,1.0,1.0,1.0
a1195,c3214,1.0,1.0,1.0,1.0,1.0
a758,c1905,1.0,1.0,1.0,1.0,1.0
a1396,c3051,1.0,1.0,1.0,1.0,1.0
a2420,c2257,1.0,1.0,1.0,1.0,1.0
a938,c1724,1.0,1.0,1.0,1.0,1.0
a1780,c2646,1.0,1.0,1.0,1.0,1.0
a13,c959,1.0,1.0,1.0,1.0,1.0
c28,d705,1.0,1.0,1.0,1.0,1.0
a971,c1707,1.0,1.0,1.0,1.0,1.0
a2430,c2097,1.0,1.0,1.0,1.0,1.0
a1565,c3065,1.0,1.0,1.0,1.0,1.0
a174,c921,1.0,1.0,1.0,1.0,1.0
a2223,c4824,1.0,1.0,1.0,1.0,1.0
a1379,c3054,1.0,1.0,1.0,1.0,1.0
a826,c1943,1.0,1.0,1.0,1.0,1.0
a1989,c2482,1.0,1.0,1.0,1.0,1.0
a2444,c2112,1.0,1.0,1.0,1.0,1.0
a1592,c2609,1.0,1.0,1.0,1.0,1.0
a1983,c2420,1.0,1.0,1.0,1.0,1.0
a580,c1196,1.0,1.0,1.0,1.0,1.0
a641,c1174,1.0,1.0,1.0,1.0,1.0
a1438,c3053,1.0,1.0,1.0,1.0,1.0
a2016,c2484,1.0,1.0,1.0,1.0,1.0
a1915,c2437,1.0,1.0,1.0,1.0,1.0
a1105,c2103,1.0,1.0,1.0,1.0,1.0
a2651,c715,1.0,1.0,1.0,1.0,1.0
a1862,c2435,1.0,1.0,1.0,1.0,1.0
a794,c1959,1.0,1.0,1.0,1.0,1.0
a227,c897,1.0,1.0,1.0,1.0,1.0
a460,c1426,1.0,1.0,1.0,1.0,1.0
a1437,c3058,1.0,1.0,1.0,1.0,1.0
a1313,c3190,1.0,1.0,1.0,1.0,1.0
a1537,c3046,1.0,1.0,1.0,1.0,1.0
a1556,c5362,1.0,1.0,1.0,1.0,1.0
a2803,c647,1.0,1.0,1.0,1.0,1.0
a1064,b987,1.0,1.0,1.0,1.0,1.0
a665,c1192,1.0,1.0,1.0,1.0,1.0
a2537,d3191,1.0,1.0,1.0,1.0,1.0
a864,c1967,1.0,1.0,1.0,1.0,1.0
a1676,c2604,1.0,1.0,1.0,1.0,1.0
a2853,c591,1.0,1.0,1.0,1.0,1.0
a290,c1447,1.0,1.0,1.0,1.0,1.0
a1724,c2621,1.0,1.0,1.0,1.0,1.0
b705,d3054,1.0,1.0,1.0,1.0,1.0
a1037,c1729,1.0,1.0,1.0,1.0,1.0
a9,c935,1.0,1.0,1.0,1.0,1.0
a258,c937,1.0,1.0,1.0,1.0,1.0
a2264,c2283,1.0,1.0,1.0,1.0,1.0
a1559,c3047,1.0,1.0,1.0,1.0,1.0
a1097,c2151,1.0,1.0,1.0,1.0,1.0
a1673,c2573,1.0,1.0,1.0,1.0,1.0
a1509,c3071,1.0,1.0,1.0,1.0,1.0
a2833,c571,1.0,1.0,1.0,1.0,1.0
a2880,c4986,1.0,1.0,1.0,1.0,1.0
a652,c1208,1.0,1.0,1.0,1.0,1.0
a2742,c574,1.0,1.0,1.0,1.0,1.0
a1640,c2630,1.0,1.0,1.0,1.0,1.0
a17,c901,1.0,1.0,1.0,1.0,1.0
a2750,c597,1.0,1.0,1.0,1.0,1.0
a705,c1911,1.0,1.0,1.0,1.0,1.0
a2200,b1940,1.0,1.0,1.0,1.0,1.0
a204,c938,1.0,1.0,1.0,1.0,1.0
a336,c1472,1.0,1.0,1.0,1.0,1.0
a1723,c2640,1.0,1.0,1.0,1.0,1.0
a2217,d69,1.0,1.0,1.0,1.0,1.0
a1660,c2631,1.0,1.0,1.0,1.0,1.0
a1001,c1706,1.0,1.0,1.0,1.0,1.0
b1682,d266,1.0,1.0,1.0,1.0,1.0
a1333,c3202,1.0,1.0,1.0,1.0,1.0
a2602,c2092,1.0,1.0,1.0,1.0,1.0
a712,c2003,1.0,1.0,1.0,1.0,1.0
a2523,c2096,1.0,1.0,1.0,1.0,1.0
a2976,c748,1.0,1.0,1.0,1.0,1.0
a1237,c3216,1.0,1.0,1.0,1.0,1.0
a1782,c2598,1.0,1.0,1.0,1.0,1.0
a2322,c2361,1.0,1.0,1.0,1.0,1.0
a2407,c2314,1.0,1.0,1.0,1.0,1.0
a802,c1948,1.0,1.0,1.0,1.0,1.0
a1872,c2487,1.0,1.0,1.0,1.0,1.0
a378,c1433,1.0,1.0,1.0,1.0,1.0
a1330,c3176,1.0,1.0,1.0,1.0,1.0
a275,c944,1.0,1.0,1.0,1.0,1.0
a733,c1901,1.0,1.0,1.0,1.0,1.0
a2762,c738,1.0,1.0,1.0,1.0,1.0
a1917,c2421,1.0,1.0,1.0,1.0,1.0
a1954,c2468,1.0,1.0,1.0,1.0,1.0
a1250,c3169,1.0,1.0,1.0,1.0,1.0
a1626,c2581,1.0,1.0,1.0,1.0,1.0
b46,d1973,1.0,1.0,1.0,1.0,1.0
a292,c1450,1.0,1.0,1.0,1.0,1.0
a853,c1929,1.0,1.0,1.0,1.0,1.0
a940,c1721,1.0,1.0,1.0,1.0,1.0
a2898,c581,1.0,1.0,1.0,1.0,1.0
c640,d1410,1.0,1.0,1.0,1.0,1.0
a766,c1919,1.0,1.0,1.0,1.0,1.0
a528,c1220,1.0,1.0,1.0,1.0,1.0
a232,c950,1.0,1.0,1.0,1.0,1.0
b387,d2448,0.98,1.0,1.0,1.0,0.8
b24,d1832,0.98,1.0,1.0,1.0,0.8
b2135,d43,0.98,1.0,1.0,1.0,0.8
b2491,d1698,0.98,1.0,1.0,1.0,0.8
b557,d2338,0.98,1.0,1.0,1.0,0.8
b302,d2415,0.98,1.0,1.0,1.0,0.8
b235,d1864,0.98,1.0,1.0,1.0,0.8
b816,d2797,0.98,1.0,1.0,1.0,0.8
b774,d2967,0.98,1.0,1.0,1.0,0.8
b2622,d440,0.98,1.0,1.0,1.0,0.8
b265,d2095,0.98,1.0,1.0,1.0,0.8
b14,d1863,0.98,1.0,1.0,1.0,0.8
b2239,d401,0.98,1.0,1.0,1.0,0.8
b509,d2205,0.98,1.0,1.0,1.0,0.8
b215,d1914,0.98,1.0,1.0,1.0,0.8
b2161,d581,0.98,1.0,1.0,1.0,0.8
b321,d2295,0.98,1.0,1.0,1.0,0.8
b973,d2747,0.98,1.0,1.0,1.0,0.8
b659,d2832,0.98,1.0,1.0,1.0,0.8
b2516,d1674,0.98,1.0,1.0,1.0,0.8
b779,d3087,0.98,1.0,1.0,1.0,0.8
b681,d2931,0.98,1.0,1.0,1.0,0.8
b563,d2137,0.98,1.0,1.0,1.0,0.8
b140,d555,0.98,1.0,1.0,1.0,0.8
b219,d2034,0.98,1.0,1.0,1.0,0.8
b1842,d507,0.98,1.0,1.0,1.0,0.8
b185,d1841,0.98,1.0,1.0,1.0,0.8
b613,d2171,0.98,1.0,1.0,1.0,0.8
b762,d2884,0.98,1.0,1.0,1.0,0.8
b536,d2102,0.98,1.0,1.0,1.0,0.8
b916,d2670,0.98,1.0,1.0,1.0,0.8
b154,d2014,0.98,1.0,1.0,1.0,0.8
b174,d1866,0.98,1.0,1.0,1.0,0.8
b100,d2021,0.98,1.0,1.0,1.0,0.8
b837,d2615,0.98,1.0,1.0,1.0,0.8
b858,d2686,0.98,1.0,1.0,1.0,0.8
b438,d2308,0.98,1.0,1.0,1.0,0.8
b49,d2059,0.98,1.0,1.0,1.0,0.8
b683,d3076,0.98,1.0,1.0,1.0,0.8
b144,d1847,0.98,1.0,1.0,1.0,0.8
b1604,d278,0.98,1.0,1.0,1.0,0.8
b2957,d337,0.98,1.0,1.0,1.0,0.8
b2705,d1767,0.98,1.0,1.0,1.0,0.8
b337,d2563,0.98,1.0,1.0,1.0,0.8
b720,d2825,0.98,1.0,1.0,1.0,0.8
b2279,d3077,0.98,1.0,1.0,1.0,0.8
b2534,d1416,0.98,1.0,1.0,1.0,0.8
b766,d3086,0.98,1.0,1.0,1.0,0.8
b2115,d171,0.98,1.0,1.0,1.0,0.8
b237,d2060,0.98,1.0,1.0,1.0,0.8
b892,d2727,0.98,1.0,1.0,1.0,0.8
b423,d2393,0.98,1.0,1.0,1.0,0.8
b187,d2028,0.98,1.0,1.0,1.0,0.8
b7,d1846,0.98,1.0,1.0,1.0,0.8
b2694,d366,0.98,1.0,1.0,1.0,0.8
b175,d1932,0.98,1.0,1.0,1.0,0.8
a2651,b2420,0.975,1.0,1.0,1.0,0.75
a282,b276,0.975,1.0,1.0,1.0,0.75
a1899,b1670,0.975,1.0,1.0,1.0,0.75
a430,b410,0.975,1.0,1.0,1.0,0.75
b3083,c3450,0.975,1.0,1.0,1.0,0.75
a1048,b975,0.975,1.0,1.0,1.0,0.75
a831,b774,0.975,1.0,1.0,1.0,0.75
a2968,b2712,0.975,1.0,1.0,1.0,0.75
b657,c1911,0.975,1.0,1.0,1.0,0.75
a615,b578,0.975,1.0,1.0,1.0,0.75
a1197,b1029,0.975,1.0,1.0,1.0,0.75
a814,b756,0.975,1.0,1.0,1.0,0.75
a1062,b985,0.975,1.0,1.0,1.0,0.75
b1931,c2272,0.975,1.0,1.0,1.0,0.75
a620,b584,0.975,1.0,1.0,1.0,0.75
a2392,b2103,0.975,1.0,1.0,1.0,0.75
a2739,b2503,0.975,1.0,1.0,1.0,0.75
a2344,b2063,0.975,1.0,1.0,1.0,0.75
a1356,b1175,0.975,1.0,1.0,1.0,0.75
a984,d2811,0.975,1.0,1.0,1.0,0.75
a477,b455,0.975,1.0,1.0,1.0,0.75
a2881,b2630,0.975,1.0,1.0,1.0,0.75
a2359,b2077,0.975,1.0,1.0,1.0,0.75
a2688,b2458,0.975,1.0,1.0,1.0,0.75
a2045,b1805,0.975,1.0,1.0,1.0,0.75
a368,b351,0.975,1.0,1.0,1.0,0.75
a2684,b2455,0.975,1.0,1.0,1.0,0.75
a202,b198,0.975,1.0,1.0,1.0,0.75
