request_id,id1,id2,classic_score,match,confidence,explanation
fbd11035e69172bc,a2128,d151,0.746,1,0.9,"Titles and director match exactly; core cast members are identical, and extra cast in B aligns with the full film credits. The one‑year difference is likely a data entry error, so confidence is high."
4256b7a6c7ac707b,c220,d786,0.746,1,0.85,"Title and director match exactly, main cast overlaps; year differs by one and B has extra cast, lowering confidence slightly."
c9dd468aac04f046,b2136,d2982,0.746,1,0.92,"Identical title and director with core cast matching; year discrepancy likely a data error, so high confidence they are the same movie."
1561c6b95b1b1eb1,b2193,d22,0.746,0,0.05,Titles and cast differ significantly; same director and year are insufficient to consider them the same entity.
c0e4a430262f61c7,a2481,d3128,0.746,1,0.85,"Identical title and director with overlapping main cast; year discrepancy is minor, indicating likely the same film."
cd1f7a5659f86160,c317,d773,0.746,1,0.85,"Identical title (case‑insensitive) and director, with overlapping main cast; the one‑year difference likely reflects a release‑date discrepancy, so they are probably the same film."
217fe03d651b56a3,c2509,d171,0.746,1,0.9,"Same title (case‑insensitive), same director and overlapping main cast; year differs by one likely error, so high confidence they are the same film."
fe5cb7a8d32d09c4,a1152,b2193,0.746,0,0.92,Different titles and completely different casts indicate they are distinct movies despite sharing director and year.
117a496e5e98c3f5,a1082,d2625,0.746,1,0.92,"Titles and director match exactly, main cast overlaps completely, extra cast in B is plausible, and the one‑year difference likely reflects release date variance."
ef61b92972c22c6a,a1078,d2696,0.746,1,0.85,"Titles and director match exactly, major cast overlap (Robin Williams, Daryl Sabara); year differs by one and Record B lists additional cast, likely just data variation, so they refer to the same film."
ca18a643479390e3,a2647,d1667,0.746,1,0.78,"Same title (case‑insensitive) and director, with overlapping main cast; year differs by one and B lists additional cast members, so confidence is moderate."
babba73175e5276b,a728,d2864,0.746,1,0.92,"Same title, director and core cast; year difference likely due to release timing."
f0005f9525a51a3d,a1833,d281,0.745,1,0.9,"Identical title and director, main cast matches; year differs by one likely due to data error, extra cast members don't change identity."
54eaa35aacd765fa,a1853,b1626,0.745,1,0.88,"Identical title, director names match (full name vs shortened), core cast identical; year differs by one likely due to release date variance, extra cast member doesn't change identity."
5fc2ee6418bdef65,b2716,d1695,0.745,0,0.2,"Titles differ and casts are largely different; only director, year, and one actor overlap, giving low confidence they are the same entity."
a1c0660893b98831,a2916,b2663,0.744,0,0.12,"Titles match but directors, year, and cast differ significantly, indicating they are likely different entities."
fa520551276658d0,c4490,c4491,0.744,0,0.92,Different titles and cast indicate distinct movies despite same director and year
5685e106aec3ac64,c5701,c5729,0.744,0,0.6,Titles differ and only two of three cast members overlap; same director and year alone aren't enough for a strong match.
ef02b7d55ef589da,d1791,d2033,0.743,0,0.1,"Titles and directors differ while only the year matches, indicating they are likely different entities."
68ce287ad0536a67,a2385,d63,0.743,1,0.95,"Identical title and director, overlapping cast, year difference likely a typo, indicating the same movie."
c98d0ac35e600d34,c2275,d63,0.743,1,0.95,"Identical title and director, overlapping cast, year difference likely a typo, indicating the same movie."
5de75a60856ec424,a196,d1791,0.743,0,0.1,"Titles differ and key attributes (director, cast) are missing or mismatched; only the year coincides, providing weak evidence of a match."
af990c80f984b288,a2727,d1253,0.743,1,0.86,"Identical title and director with core cast matching; year differs by one and B lists additional cast, indicating likely the same film."
4f405da367e0deeb,a2769,d1557,0.743,1,0.85,"Titles identical, overlapping director and full cast match; year differs slightly, lowering confidence"
b78ae263adca1979,b192,d1791,0.743,0,0.1,"Titles differ and other attributes provide no overlap; only year matches, giving low confidence of a match."
a91d6cf6463760de,b2708,d1396,0.743,1,0.85,"Titles and director match exactly, core cast overlaps (Adam Brody, Jean‑Claude Van Damme, Rob Huebel, Kristen Schaal); only the year differs by one, lowering confidence slightly."
0e9cb20395acb737,c2305,d84,0.743,0,0.05,"Titles, directors, and cast differ; only the year matches, giving very low confidence of a match."
61399ae51848f778,d1530,d1684,0.742,0,0.95,"Titles, directors, and cast differ despite same year, indicating distinct entities"
ee51fd3db4f2c69c,a1453,b1262,0.742,0,0.96,"Titles, directors, cast, and year differ, indicating distinct entities"
6192bf86b1704eec,c613,d1530,0.742,0,0.95,"Titles, directors, and cast differ despite same year, indicating different entities."
d01a7aeb82413022,b2407,d1530,0.742,0,0.07,"Titles and directors differ significantly; only the year matches, so unlikely to be the same entity."
39c59fe4aa2a238c,a2637,d1530,0.742,0,0.95,"Titles, directors, and cast differ despite same year, indicating different entities."
637c37f051812e1d,c1817,c1902,0.741,0,0.92,"Different titles and release years (Red Cliff vs Red Cliff II, 2008 vs 2009) indicate they are separate films despite identical director and cast."
f4191d28a6fa60a1,c1376,c1617,0.741,0,0.92,Different titles (Nitro vs Turbo) and release years (2011 vs 2010) indicate distinct films despite identical director and cast.
2b4a6b0370bc9fad,a2303,d19,0.741,1,0.85,"Titles and director match, cast largely overlaps; year differs by one, lowering confidence."
4610faf95c221e06,a941,d2609,0.741,1,0.85,"Same title (case‑insensitive) and director, with overlapping main cast; year discrepancy likely due to differing release date records."
c04e633f5e3251ff,c1819,d2471,0.741,1,0.85,"Identical title (case‑insensitive) and director, with largely overlapping cast; the one‑year difference likely reflects release‑date variation, so they are very likely the same film."
05d475084641f759,a2080,d103,0.741,1,0.85,"Titles and director are identical and core cast overlaps; only the year differs by one, suggesting a likely same film despite the discrepancy."
c37021257083d22f,a2837,d1335,0.74,1,0.86,"Identical title and director, core cast matches; year differs by one and B lists additional cast, indicating likely the same film."
be2bc9ce4ba1990e,a471,b449,0.74,1,0.85,"Identical title, director name is a common short form, core cast matches with only a minor year difference and an extra cast member, indicating the same entity."
bb7c6a35d6a80120,b731,d2756,0.74,1,0.85,"Title matches, major cast overlap and director likely same despite typo; year off by one"
309c8e744e90f8c8,b2564,d1778,0.74,1,0.85,"Identical title (case‑insensitive) and core cast match; director missing in B and year differs by one, suggesting a likely same film with minor data errors."
520a9e14864bc2eb,a1604,b1392,0.739,1,0.78,"Title matches, director typo, overlapping cast despite year difference, likely same film"
88bc68f06ab3b514,b2371,d3102,0.738,1,0.92,"Titles and director match exactly; cast lists overlap heavily despite extra names and a minor typo; year differs by one, likely a data error."
9bcc3bba4816afd7,b2116,d3164,0.738,1,0.85,"Same title (case‑insensitive) and director, overlapping main cast despite some differing members; year differs by one, likely a release‑date discrepancy, so high confidence they are the same entity."
483213f57fc4e6a9,a2759,a550,0.738,0,0.96,"Titles and release years differ (Part III vs Part II, 2013 vs 2011), indicating distinct movies despite same director and cast."
3d98589a76f46e8c,c239,d650,0.738,1,0.85,"Same title (case‑insensitive) and director, overlapping principal cast; year differs likely due to release‑date variation, extra cast in B is typical, so high confidence they are the same entity."
28108c17bfd60a6f,a2906,d1500,0.738,1,0.88,"Title and director identical; core cast matches (Jim/James Caviezel, Chiwetel Ejiofor, Jaimie Alexander). Year differs by one and B lists additional cast, but overall evidence strongly indicates same entity."
6f41bc8250002a63,a1089,d2982,0.738,1,0.85,"Same title and director with core cast matching; year differs by one, likely a data error, so high confidence they are the same entity."
cb7f571bea45c5d6,a1092,b2139,0.738,0,0.73,"Same director and year, but titles differ (extra subtitle) and cast lists share no actors, indicating likely different films."
b3172dfc012299d8,b1906,d3100,0.738,1,0.85,"Identical title and director with overlapping principal cast; year differs by one, likely a data error, so high confidence they are the same film."
11a385ac50555d1d,b358,c375,0.738,1,0.85,"Titles identical and core cast match; slight variations in director spelling and year likely data errors, indicating the same film."
a49e01d093208ad0,a2213,d29,0.738,1,0.85,"Titles and director match, core cast overlaps; year differs and B lists additional cast, but likely the same film."
99467c971b3bb48f,a2652,d1341,0.738,1,0.85,"Identical title and director with overlapping main cast; year differs by one, likely due to release‑date variation, so they refer to the same film."
ec65d2d2ed90d902,c2178,d2971,0.738,1,0.85,"Titles and director match exactly; main cast overlaps (Bill Milner, Will Poulter) and Jessica Hynes is the same person as Jessica Stevenson; year difference likely a data error, extra cast in B does not contradict identity."
cf123bf50356baa0,a2185,d110,0.738,1,0.92,"Identical title (case‑insensitive), same director, overlapping main cast; year differs by one likely due to release‑date variation, extra cast members don't change identity."
4af841a4e83719db,c1932,d3043,0.737,0,0.96,"Titles and directors differ significantly despite same year, indicating different entities"
b001e5b64899f7fc,a687,d3043,0.737,0,0.96,"Titles and directors differ significantly despite same year, indicating different entities"
cc3c6177e16d5fbd,a2667,d1742,0.737,1,0.85,"Titles and director match, major cast overlap; year differs by one and some cast differences lower confidence."
bd33923d72461154,d2946,d3043,0.737,0,0.95,"Titles, directors, and cast differ despite same year, indicating different entities"
8a469422791b6598,a1844,b1618,0.737,1,0.78,"Same title, overlapping cast and director (middle initial omitted) with only a one‑year discrepancy, indicating they refer to the same film."
81d6776ece90c3da,b641,d3043,0.737,0,0.95,"Titles and directors differ despite same year, indicating different entities"
473ce840af4d345e,b1952,d29,0.736,1,0.85,Same title and director with overlapping cast; year off by one and extra cast suggest same film
a1370d65328b0c1a,a2795,d1425,0.736,1,0.78,"Identical title (case‑insensitive) and core cast plus Ethan Coen match, but year differs and B lists an extra director, lowering confidence."
4f5dea64d9968f3c,a2608,b2379,0.736,1,0.85,Same title and known co-directors (Sean Fine and Andrea Nix Fine) indicate the same film despite a one‑year discrepancy and missing cast data.
5a9769c8fd8dd5b7,c1051,d1580,0.736,1,0.78,"Same title (case‑insensitive), primary director matches, core cast overlaps; differences in year and extra director likely due to release/version variations."
8a4cc3ef9e7a5e08,a1156,d3142,0.735,1,0.92,"Same title and director with identical core cast; year discrepancy likely due to differing release dates, so they refer to the same film."
37bc5b8f7804d077,a1455,d2673,0.735,1,0.85,"Titles and director match, core cast overlaps; year differs likely due to release date variance."
4f7bfb79a4a14fbe,c4532,c4592,0.734,0,0.05,"Titles, directors, and cast differ despite same year, indicating different entities"
835166055ec04b51,b1696,d162,0.734,1,0.85,"Titles, director, and core cast match; year differs by one, reducing confidence."
ab60244ab3a426c9,b304,c1684,0.734,0,0.15,"Titles match but directors differ (Peter vs Michael), years differ (2010 vs 2009), and cast lists are not identical (B missing Isabel Lucas), indicating likely different entities."
dc1c0111caa02015,c4228,c4351,0.734,0,0.15,"Titles, years, and most cast differ, indicating a sequel rather than the same film despite shared director and two actors."
fba74c70b3b07f01,a344,d2516,0.733,1,0.85,"Same title and director with overlapping main cast; year differs by one, likely a data error"
1246a70a80dcc742,c3537,c3538,0.733,0,0.96,"Titles, directors, and cast differ despite same year, indicating distinct films."
4542e44c79094efd,c2653,c2739,0.733,0,0.96,"Titles, release years, and cast differ (Vol.1 vs Vol.2), indicating distinct movies despite shared director and some actors."
d1cc61e35909c5d7,a1689,c2739,0.733,0,0.96,"Titles, release years, and cast differ (Vol.1 vs Vol.2), indicating distinct movies despite shared director and some actors."
dcbfdc23f198bf06,c1347,d2072,0.733,1,0.85,"Identical title and director with overlapping lead actor; year difference likely due to regional release, so they refer to the same film."
d4675eab100e8c6e,a1293,b1116,0.732,1,0.85,"Identical title and core cast; Coen brothers often co‑direct, so director discrepancy likely a data error; year off by one is minor, indicating same film."
946190d49bf8473b,b1146,b1341,0.731,0,0.92,Different titles and release years indicate distinct movies despite shared director and some cast.
c481d0aba36966b5,a1127,d113,0.731,1,0.85,"Title, director and core cast match; year differs slightly and B lists additional cast, but evidence strongly suggests same film."
b01ef5787b111bc5,a501,d2135,0.731,0,0.99,"Different part numbers, years, and cast indicate distinct movies"
e32d829381110fa1,b2936,c106,0.73,1,0.93,"Same title, director, year and core cast; extra cast member doesn't change identity."
fd91007933f95d1f,a1243,b1070,0.729,0,0.92,"Title and director match, but differing release years and largely different casts suggest they are distinct films."
aa837dd8884409b0,b2353,c2336,0.729,1,0.85,"Identical title and director strongly indicate same film; year off by one and differing cast members suggest data inconsistencies, but overall evidence supports a match."
6eb527a2a3de0962,a1144,b2186,0.729,0,0.22,"Title and director match, but differing release years and largely different casts suggest they are not the same entity."
efe909028186cef7,b2450,c914,0.729,1,0.85,"Identical title and director with the same lead actor; year difference likely due to release‑date variation, and cast differences are minor, indicating the same film."
36f4c784835fca97,a810,d2856,0.729,1,0.85,"Title and director match, main cast overlaps; year differs by one likely due to release‑date variation"
8b21fbd9bd174701,a2100,b1851,0.729,1,0.78,"Identical title and director with overlapping cast; one-year discrepancy likely a data error, so likely the same entity."
338674fbc017f15e,a2598,b2370,0.729,1,0.65,"Same title and director strongly suggest same film, but differing year and cast lower confidence"
61e1c5ec085f801b,a1832,b1607,0.729,1,0.85,"Same title and director with overlapping main cast; year differs by one, likely a data error, so high confidence of a match."
4e1a6c3b1dd7b0d6,a2161,d3100,0.729,1,0.85,"Identical title and director with overlapping principal cast; year difference likely due to release‑date variation, so they refer to the same film."
615e6c8455b720e4,a2440,b2226,0.729,1,0.85,Same title and director with identical main cast; only a one‑year discrepancy and an extra cast member cause slight uncertainty.
5a3314fc6a254cda,a1839,b1613,0.729,1,0.85,"Identical title and director with overlapping lead actor; year and additional cast differ slightly, likely due to data source variations."
728717d5b31689ac,a796,b739,0.729,1,0.85,"Identical title and director with largely overlapping cast; only the year differs, suggesting a minor data inconsistency."
77b746d92c063146,a2579,b2352,0.729,0,0.2,"Title and director match, but differing release years and largely different cast members indicate they are likely different entities."
7710a63f13f166d3,a1094,b2141,0.729,1,0.85,"Same title and director with overlapping lead actress; only a one‑year discrepancy and extra cast members, suggesting a likely same film."
dd8f90f7ce14f1c9,a1455,b1264,0.729,0,0.22,"Title and director match, but year and cast differ significantly, indicating likely different entities."
170aa3e7e6071ca4,a1345,b1166,0.729,1,0.75,Same title and director strongly indicate same film; differing year and partially different cast lower confidence.
9da9f76c5f9e74db,a993,b924,0.729,0,0.93,"Same title and director but different release year and largely different cast, indicating distinct entities."
2ae2cd890dd4c2fa,a2481,b2262,0.729,1,0.85,"Identical title and director with overlapping cast members (Atossa Leoni and Ahmad Khan Mahmoodza...), the one‑year difference likely reflects release‑date variation, so they are probably the same film."
4bfc4c13508116df,a1383,b1203,0.729,1,0.85,"Identical title and director with overlapping main cast; year difference likely a data error, supporting a high confidence match."
f7dbc5d1ab7b4bc0,a2229,b1967,0.729,1,0.92,Same title and director with overlapping cast members; year discrepancy likely due to differing release dates.
2fdc5cb4111c415c,a468,b447,0.729,1,0.85,"Identical title and director with overlapping cast; year difference likely a data error, indicating the same entity."
8272e3f5e788af91,a2361,b2079,0.729,1,0.85,"Same title and director with overlapping main cast; year and some cast entries differ, suggesting a likely same film with minor data inconsistencies."
da25c5bd838311c2,a1234,b1061,0.729,1,0.85,"Title and director match; year differs by one and B lists an extra cast member, but evidence strongly points to the same film"
22276332d3889f16,a2441,d3139,0.729,1,0.85,"Identical title and director with John Cusack in both casts; year differs by one, and other cast members vary, giving strong but not absolute confidence."
1c46fd2d3ddcc796,a2202,b1942,0.729,1,0.78,Title and director match exactly and core cast (Darnellia Russell and Ludacris) overlaps; the one‑year difference and extra cast members reduce confidence slightly.
388017335c96d613,a1943,d279,0.729,1,0.85,"Identical title and director, overlapping main cast; year differs by one likely due to data error, so likely same film."
8175bcc33f953880,a1147,b2188,0.729,1,0.85,"Same title and director with overlapping main cast; year differs by one likely a data error, so high confidence they are the same entity."
01c03379e140e090,a2441,b2227,0.729,1,0.85,Same title and director with John Cusack common; year off by one and differing secondary cast reduce confidence slightly.
d58ac3bce2aa43ca,a2363,b2081,0.729,0,0.35,"Title and director match, but differing release years and largely different cast members lower confidence that they are the same entity."
cb44c9becffc298f,c291,d737,0.728,0,0.95,"Titles, director, and cast differ significantly; only the year matches, indicating they are different entities."
b0c7bb8cd5bf53b7,a2222,c291,0.728,0,0.95,"Titles, directors, and cast differ despite same year, indicating distinct entities"
01990756703832f2,c1743,c1760,0.727,0,0.1,"Titles differ, directors are different, and cast information does not match despite the same year, indicating they are likely distinct entities."
d4e327fbcb387738,c3959,c4136,0.727,0,0.95,"Different titles (V vs III), years, and lead actors show they are distinct films, despite shared director and some cast."
90fef69ee4ea008a,c2034,d2590,0.727,1,0.78,"Same title (case‑insensitive) and director, Tom Hardy appears in both; year differs by one, and most cast differs, giving moderate confidence."
077150450e4181f1,b837,d2810,0.726,0,0.08,"Titles differ, directors are different, and cast information is missing for Record B, indicating they are likely distinct entities."
38b8422f7f1a0780,d2615,d2810,0.726,0,0.1,"Titles, directors, and cast differ despite same year, indicating different entities"
32c015f51e416427,a898,d2810,0.726,0,0.1,"Titles differ, directors are different, and cast information is missing for Record B, indicating they are likely distinct entities."
078451f4dc27c921,d1114,d921,0.725,0,0.15,"Titles differ and key attributes like director and cast are missing in B, providing little evidence of a match"
4181e9d6632fe597,a2199,b1939,0.725,1,0.85,"Identical title and director with overlapping main cast; year differs likely due to error, so high confidence they are the same film."
24da364dee662f18,a2173,b1918,0.725,1,0.78,"Same title, director, and core cast match; year differs and B has an extra cast member, lowering confidence but still indicating likely the same film."
dc8d9bdfc3d3bc43,b1942,d205,0.725,1,0.85,Same title and director with overlapping cast; year off by one suggests same entity
d07f4ab2a8b5a764,a218,b214,0.725,1,0.78,"Same title, director, and core cast match; differing year and an extra cast member lower confidence but not enough to deem different entities."
c31e59b2bdabde9a,c810,d1189,0.725,1,0.92,"Title and director match exactly; main cast overlaps (Anthony Chan, Siu‑Ho Chin) despite ordering; extra cast in B likely reflects a more complete list; one‑year difference in release year reduces confidence slightly."
9fdee047c8c9eb06,b830,c2187,0.725,1,0.85,"Same title and director with largely overlapping cast; year and one cast member differ, suggesting a likely same film despite minor discrepancies."
17d4383441417224,a411,b393,0.725,1,0.7,"Title, director, and main cast match; year differs and B includes an extra cast member, reducing confidence."
14bfa51db2eb6de5,a1494,b1302,0.725,1,0.85,"Identical title and director with overlapping main cast; year discrepancy likely due to release date variation, so high confidence they are the same entity."
06b731b04e7e8e64,a2839,b2594,0.725,1,0.85,"Same title, director, and main cast; year differs likely due to error, so likely same entity."
c0c811fe33176cfc,a1342,b1163,0.725,1,0.85,"Identical title, director, and main cast match; only the year differs and B includes an extra cast member, suggesting a likely same film with minor data discrepancy."
71182a18fbfa761f,a2096,b1848,0.725,1,0.85,"Same title and director with largely overlapping cast; year differs, lowering confidence slightly."
a721e2176ef0e50b,a2669,b2440,0.725,1,0.8,"Titles and director match exactly, main cast is identical; only the year differs and B lists an extra cast member, so confidence is high but not absolute."
a1624dd53500668b,a2938,b2687,0.725,1,0.85,"Same title, director, and main cast; extra cast member and 2‑year discrepancy lower confidence but still likely the same film."
37f67bbe9308bb1d,a1390,b1210,0.723,1,0.75,"Same title, overlapping main cast and likely same director despite encoding errors; year differs by one, suggesting a minor data error."
fa5fbfe3c0c3e7f3,b2179,d3094,0.723,1,0.78,"Titles identical, main cast and most director info match; minor differences in year, director spelling, and one cast member reduce confidence."
12687777ede45dc9,a222,d1934,0.722,1,0.78,"Identical title and director strongly indicate same documentary; year differs slightly and cast info is missing, lowering confidence."
772140235e244ebf,a2793,d1538,0.722,1,0.75,"Title and director match exactly; year differs and cast missing, lowering confidence but still likely same entity."
507a325ffcdebdec,c4691,c4727,0.722,0,0.96,"Titles, directors, and cast differ despite same year, indicating distinct movies"
64dd9932e8dc6bc3,b47,d3439,0.722,0,0.15,"Titles match but years (2012 vs 1946) and cast differ greatly; only one director overlaps, indicating different entities."
e9d80ed9af25e947,c4161,c4353,0.722,0,0.3,"Titles, years, and some cast members differ, indicating likely different films despite shared director and two actors."
1d4b586fd950b766,a370,d2354,0.721,1,0.75,"Title identical (case‑insensitive) and three principal cast members match; year differs and director missing, lowering confidence but still likely the same film."
f57b77a7f84ce3f7,a2807,d1778,0.721,1,0.85,Same title (case‑insensitive) and identical main cast with known director; year mismatch and missing director in B lower confidence
70f90e839a30278e,d1675,d1860,0.721,0,0.2,"Only the year matches; titles are only loosely similar and director/cast information is missing, providing insufficient evidence of a match."
23088fc62c61523b,a2871,d2080,0.72,0,0.95,"Titles differ significantly and no other attributes overlap, indicating they are different entities."
fbebc17c9ab90f5e,b415,b761,0.72,0,0.97,"Titles and release years differ (original vs sequel), indicating distinct entities despite same director and cast"
bdedf6157a77f885,c2274,d326,0.72,1,0.85,"Same director, year, and core cast overlap; title difference likely a labeling error"
3f595b64b5cd8608,c1684,d2635,0.719,1,0.85,"Titles match, main cast and Michael Spierig overlap; extra director and year difference lower confidence."
9ac5d8c10cc088c5,a2488,b1981,0.719,0,0.96,"Titles, directors, and cast differ despite same year, indicating distinct entities."
1b1c59df27d703b2,b1981,b2268,0.719,0,0.96,"Different titles, directors, and cast despite same year indicate distinct entities"
fb23e926771e1ff9,a352,d2312,0.719,0,0.96,"Titles differ by part number, years are different (2011 vs 2010), and cast lists are not identical, indicating distinct movies."
ecc699ab82d5c0a2,a2935,d1747,0.719,1,0.85,"Identical title, director (name order swapped) and core cast match; year differs by one and B lists extra minor cast, indicating likely the same film with a data error."
7bb72b1829d2993f,a2179,b1922,0.718,0,0.3,"Title and director are similar, but differing year and largely different cast suggest distinct entities."
2ce9f7ddd797e94a,a380,d2551,0.717,0,0.96,"Titles, directors, and cast differ despite same year, indicating distinct entities."
65ff979fc85ae3af,a2638,b2408,0.717,1,0.88,"Same title, director names match despite typos, overlapping cast (Eli Roth, Martínez) and only a one‑year difference likely due to release date variance."
36fe511ea298de5c,c3438,c4198,0.717,0,0.95,Different title and release year indicate distinct films despite identical director and cast.
d9cbd1180a8924f5,c3438,c4569,0.717,0,0.96,"Different titles and release years indicate distinct films, even though director and cast are the same."
96ecb59383eb576a,c4198,c4569,0.717,0,0.95,Different titles and release years indicate distinct movies despite identical director and cast.
110bde5f922484df,b362,d2551,0.717,0,0.96,"Titles, directors, and cast differ despite same year, indicating different entities"
679219756d806525,c285,c907,0.715,0,0.96,"Different titles and release years indicate distinct films, even though director and cast are the same."
f9e268dbd1ac8656,a3,c285,0.715,0,0.96,"Titles and release years differ, indicating they are separate sequel films despite same director and cast."
49689ef663e1a588,a115,d1860,0.714,0,0.9,"Titles differ significantly and no overlapping director or cast information; only year matches, which is insufficient evidence."
292498132d5fd04a,b114,d1860,0.714,0,0.1,"Titles differ significantly and there are no matching director or cast information; only the year coincides, which is insufficient evidence."
08f120de0a5b4dbc,a2829,d849,0.714,0,0.05,"Titles, directors, and cast differ despite sharing the same year, indicating they are different entities."
edce0c090a413358,d1001,d849,0.714,0,0.96,"Titles, directors, and cast differ despite same year, indicating different entities"
8f3920968f9b3cb1,b2241,d3112,0.714,1,0.92,"Same film; identical title (case‑insensitive) and overlapping main cast, minor year discrepancy"
c35fda823c268e6b,b2585,d849,0.714,0,0.05,"Titles, directors, and cast are completely different; only the year coincides, giving very low confidence of a match."
1ee49dfefad0d635,a2293,b2023,0.714,1,0.85,"Same title, director (spelling variation), overlapping main cast; year differs by one and B lists an extra actor, indicating likely the same film."
f328220ddc33dd6e,a2759,b517,0.713,0,0.96,Different titles (Part III vs Part II) and release years indicate distinct movies despite shared director and cast.
d4361c341cd0ada6,a1717,b1500,0.713,0,0.22,"Same title and director but different release year and largely different cast lists, indicating likely different records."
a47f0bfa9644587f,b2505,d1799,0.713,0,0.12,Title and director match but different release year and completely different cast indicate they are not the same entity.
e69dfd9d62a85ac1,a2013,b1779,0.713,0,0.22,"Same title and director suggest a link, but differing release years and completely different cast indicate they are likely distinct entities."
bbf7b0d62a3c1f10,a1072,b995,0.713,1,0.8,"Same title and director with overlapping cast (Josh/Joshua Harris); year differs by one, likely a data discrepancy, so high confidence they are the same entity."
b48405a4bc87fcc8,c574,d1799,0.713,1,0.71,Identical title and director suggest same film; year discrepancy likely a data error and cast lists differ in format (actors vs characters).
8845795e1703d342,a2744,b2507,0.713,0,0.3,"Title and director match, but differing year and largely different cast reduce confidence in a single entity."
78c345f16262cb19,a1545,b1343,0.713,0,0.15,Same title and director but different release years and completely different cast suggest they are not the same entity.
e7df133e5f106923,a550,b2522,0.713,0,0.96,"Titles, release years, and cast differ (Part II vs Part III, 2011 vs 2013, extra cast member), indicating distinct movies."
0244da5ab97bad5c,b2702,c1258,0.713,1,0.78,"Titles identical, directors match despite middle initial, main cast overlaps fully; only discrepancy is release year (2011 vs 2013) and an extra cast member, suggesting likely same film with differing data sources."
3461d875ac4b3652,a2013,d314,0.713,0,0.12,"Title and director match but year differs and cast lists are completely different, indicating they are not the same entity."
bd2993b3c1adc22b,a2047,b1806,0.713,0,0.2,Same title and director but different year and completely different cast suggest they are different productions.
06307d02b484fe9f,a1139,b2181,0.713,0,0.92,Same title and director but different release year and completely different cast indicate they are distinct entities.
0c63abc0ec5b9672,a2742,d1799,0.713,1,0.78,"Title and director match exactly; year differs by one (likely error) and cast lists are formatted differently, lowering confidence."
9d3ef68f48824b1d,a2400,b2111,0.713,0,0.87,"Although the title and director match, the release year differs and the cast lists are completely different, indicating they are not the same entity."
53bbb387c9b5a0e5,a2028,b1789,0.713,1,0.85,"Identical title and director with overlapping cast members (David Jung, Dan) outweigh the one‑year discrepancy, indicating they refer to the same documentary."
f5afac7949d0dbd5,b2536,c2333,0.713,1,0.85,"Titles, director, and most cast members match; year differs by one and one cast member is missing, but evidence strongly suggests the same film."
e00d4a3130f67e48,a1137,d3094,0.713,0,0.15,"Title and director match, but year differs and cast lists are completely different, suggesting distinct entities."
825679516142fbf8,a612,b575,0.712,0,0.25,"Same title but different directors, years, and partially overlapping cast suggest they are distinct entities."
43f32a77c17ca1d6,d2592,d2811,0.711,0,0.95,"Titles, directors, and cast differ despite same year, indicating distinct films"
062c32fc8aa98a38,b2983,d3484,0.711,0,0.87,"Titles, director (typo aside), and several cast members match, but the release years differ by over 50 years, indicating distinct film versions."
c4aaf60ac9e88616,a984,d2592,0.711,0,0.95,"Different titles, directors, and cast; only the year coincides, indicating distinct films"
137f37db910ae4ac,b915,d2592,0.711,0,0.05,"Different titles, directors, and cast; only year coincides"
e216866ea9973949,a1543,b1146,0.711,0,0.96,"Different titles and release years indicate distinct movies, even though they share a director and some cast members."
329dbecba142fffa,c349,c487,0.711,1,0.78,"Same director and year, two overlapping cast members, and title differs only by a subtitle, indicating likely the same film despite a differing third cast member."
