request_id,id1,id2,classic_score,match,confidence,explanation
c983f93dca38d7f4,b230,d2060,0.662,0,0.0,Different titles and casts
8f6ee66b816dc28c,d2615,d2810,0.653,0,0.2,Different directors and titles
8dbdc3196dd5612f,a1737,b1519,0.69,0,0.7,Different year
fe5cb7a8d32d09c4,a1152,b2193,0.746,0,0.0,Different titles and casts
c2326c1112d74dcb,c1347,d2072,0.732,1,0.9,"same title and director, minor cast and year differences"
3681be34672d9a01,c2305,d84,0.668,0,0.0,Different titles and directors
ec3e57c6479c762a,a120,b118,0.65,1,0.9,identical title and director
5e9144bff7786533,a2823,c862,0.671,0,0.0,Different title and cast
69a448606cc52aa5,a2533,b2308,0.65,1,0.8,same title and director
11a385ac50555d1d,b358,c375,0.738,1,0.9,"same title, director and main cast, minor year and director name variation"
c37021257083d22f,a2837,d1335,0.74,1,0.9,"same title, director, and main cast"
2ffa99794d64660f,b2076,c2924,0.69,0,0.8,different year
e82b0761f96c3c0a,c2187,d2766,0.688,1,0.9,"same title, director, and most cast members"
2b3ac2c7a597d249,a1325,a625,0.688,0,0.0,different title and year
d3b901c380f6a6b5,c3959,c4228,0.673,0,0.6,different year and main cast member
6c908653f9227dc6,c2033,c2524,0.67,0,0.0,Different year and cast
84cd9c9e0c64ed80,a1645,b1428,0.701,1,0.8,"same title and director, similar cast"
611b1aa38a972c49,a2779,b2539,0.69,1,0.9,"Same title and director, similar cast"
e7b6e9983c0e86d1,a1056,b981,0.65,1,0.8,"Same title and director, different cast"
c29390eaa04f1c0b,b237,d1675,0.666,0,0.0,different title and cast
7710a63f13f166d3,a1094,b2141,0.729,1,0.8,"same title and director, similar cast"
dc1c0111caa02015,c4228,c4351,0.734,0,0.8,"similar title and director, but different year and cast"
99467c971b3bb48f,a2652,d1341,0.738,1,0.9,"same title, director, and most cast members"
295c2cd3b8362c18,a2385,d63,0.742,1,0.9,"same title, director, and main cast, minor year discrepancy"
62999a068973090d,c1717,c626,0.667,0,0.6,different year and title suffix
4610faf95c221e06,a941,d2609,0.741,1,0.9,"same title and director, minor cast and year differences"
8eea15a570c9c9e3,a2343,b1529,0.668,0,0.0,Different title and year
3482008b85e00510,a23,b25,0.725,1,0.9,"Same title, director, and most cast members"
2f186a1f90d6a824,a2562,c3100,0.655,0,0.0,different title and year
016700a55321d8dd,b182,c936,0.69,1,0.9,"Matching title and director, similar cast"
f7dbc5d1ab7b4bc0,a2229,b1967,0.729,1,0.9,"same title, director, and overlapping cast"
c31e59b2bdabde9a,c810,d1189,0.725,1,0.9,"Same title and director, similar cast"
da4036352d9f03ba,d1168,d1976,0.655,0,0.7,different year and title suffix
4ae5d676d1951bbf,c2275,d63,0.742,1,0.9,"same title, director, and main cast, minor year discrepancy"
2cc86a4804a6fdd3,a84,b84,0.725,1,0.95,"identical title and director, similar cast"
edd061ea19d50ba3,b1297,c3050,0.667,0,0.0,different title and cast
2dfb0c8eb3bb0d08,b1066,c799,0.688,0,0.0,different directors and casts
ee90d3f983707e13,a1538,c2083,0.655,0,0.0,different title and year
c53085b04e66c42f,a1072,b995,0.712,1,0.9,"Same title and director, similar cast"
379822f5ccde8a68,c1743,c1760,0.655,0,0.2,Different directors and casts
8213caba81914658,b568,d2375,0.689,0,0.0,Different titles and years
f4ba904e6f68c3c4,a1118,d100,0.687,0,0.0,Different title and cast
8189c0d4388f7a56,a2910,b2657,0.667,1,0.8,"Same title and director, overlapping cast"
883d754fc241ae8a,a132,b127,0.725,1,0.9,"same title, director, and most cast members"
aa837dd8884409b0,b2353,c2336,0.729,0,0.8,"same title and director, but different year and some cast members"
4dcb1587fca9de6d,b899,d2639,0.704,1,0.9,"similar title, same director and partial cast match"
728717d5b31689ac,a796,b739,0.729,1,0.9,"Same title, director, and similar cast"
24d3c81b51ea5d1f,a435,b761,0.696,0,0.8,title and year mismatch
61952a0f75357baf,a222,d1934,0.65,1,0.9,"same title and director, minor year discrepancy"
8594614d674de3d2,a2582,c2586,0.658,0,0.0,Different titles and years
468672cdf9cb4433,a735,d2820,0.746,1,0.9,"Same title and director, minor cast and year differences"
91d3ef88f50118f1,a328,d2472,0.723,1,0.9,"same title, director and main cast"
4542e44c79094efd,c2653,c2739,0.733,0,0.0,Different volume titles and years
f64fab17a2524c4e,a1978,d246,0.68,1,0.9,"same title, director, and partial cast match"
184555352ce38dfb,c5618,c5660,0.653,0,0.0,"Different title, director, and most of the cast"
249102351177840d,b839,d2615,0.653,0,0.0,Different directors and casts
9f19661d2313cbad,b340,d809,0.66,0,0.6,"Different title and year, but same director and some cast members"
32bfd2927fbf9b5d,a2546,c2259,0.703,0,0.0,Different movie titles
6614e1ace2c69797,a2246,d3015,0.661,0,0.0,Different titles and directors
8464b23e4c7de1ff,c291,d737,0.729,0,0.0,Different titles and directors
524730dfc5cf00ec,a421,d2299,0.712,1,0.8,"same title and director, but year differs by 1"
31c166a19a532b45,b1834,d135,0.746,1,0.9,"same title, director, and most cast members"
c867e21bf07f5d88,b1914,d3165,0.725,1,0.9,"same title, director, and main cast, minor year discrepancy"
8f5f03ce1ac1a4f5,a612,d2278,0.702,1,0.9,"same title, similar cast and director"
757fdc3f0cb45cbd,a360,d2360,0.725,1,0.9,"same title, director and main cast, minor year and director difference"
da25c5bd838311c2,a1234,b1061,0.729,1,0.9,"same title, director, and main cast, minor year discrepancy"
d7dd0ad10f47affe,a1717,b1500,0.712,1,0.8,"Same title and director, different cast and year by one"
520a9e14864bc2eb,a1604,b1392,0.739,1,0.8,"same title and main cast, minor director name variation and year difference"
bc16ab14df407d87,b981,c1420,0.65,0,0.2,Different cast members
c04e633f5e3251ff,c1819,d2471,0.741,1,0.9,"same title, director, and main cast"
cbbeec5c067b7380,c4707,c5054,0.662,0,0.2,different year and title
0d154bc6ac85eae6,a1896,b1668,0.697,0,0.0,Different titles and casts
6611572a322cc64c,a2064,b1820,0.65,1,0.8,"Same title and director, different cast"
dcaa95169ca07f72,a898,d2810,0.653,0,0.2,different directors and titles
c97cf96841ade98d,a2621,b2390,0.664,0,0.0,different title and director
48c28d01a8dba7c6,d3525,d3526,0.664,0,0.0,Title mismatch
637c37f051812e1d,c1817,c1902,0.741,0,0.8,"similar title and crew, but different year and title suffix"
cd3ee73f0b56be8e,b2355,b2675,0.665,0,0.0,Different year and title
931dd5fa4a40407f,a85,b85,0.725,1,0.95,"Identical title, director, and most cast members"
110bde5f922484df,b362,d2551,0.717,0,0.0,Different titles and casts
f0005f9525a51a3d,a1833,d281,0.745,1,0.9,"same title, director, and main cast, minor year discrepancy"
dfac5878454066fe,a3,c285,0.714,0,0.7,"similar director and cast, but different title and year"
9198d88032fa670b,a17,c235,0.678,0,0.7,different title and year
0906f3f51d332af1,a2631,b2400,0.65,1,0.8,"Same title and director, different cast"
8175bcc33f953880,a1147,b2188,0.729,1,0.9,"same title and director, minor cast and year differences"
835166055ec04b51,b1696,d162,0.734,1,0.9,"same title, director, and main cast"
249f19a20cdb6a4d,a1767,c2878,0.655,0,0.0,different year and cast
ca18a643479390e3,a2647,d1667,0.746,1,0.9,"same title and director, similar cast"
6eb527a2a3de0962,a1144,b2186,0.729,1,0.8,"same title and director, similar cast"
4e1a6c3b1dd7b0d6,a2161,d3100,0.729,1,0.9,"Same title and director, similar cast"
4289baf683565332,c688,d1232,0.702,0,0.6,"similar title and cast, but different year and director order"
1f6bddcfeb1c4c11,b2491,c684,0.66,0,0.0,Different directors and casts
7ad7aa7a90bd51cc,a2672,b2443,0.667,1,0.9,"same title and director, similar cast"
67f32101171bb678,b1529,b2062,0.666,0,0.0,Different titles and years
66116d785e02d7d6,a1516,a1729,0.679,0,0.0,different title and year
f6ccbdf7d90165e5,a2549,b2321,0.725,1,0.9,"Identical title, director, and most cast members"
a95025f60adde10c,c5433,c5653,0.667,0,0.6,"similar director and cast, but different title and year"
57fb1edbc4f96008,a28,b30,0.65,1,0.8,same title and director
0c34ef8abedace0d,a2109,b1860,0.65,1,0.8,"Same title and director, different cast"
64f58401caef8e1d,b1704,d288,0.746,1,0.9,"Same title and director, similar cast"
65c723adb316b386,a2278,b2010,0.69,1,0.8,"Same title and director, similar cast"
baefc0a84a4fb806,c235,c901,0.678,0,0.7,different year and cast
8a4cc3ef9e7a5e08,a1156,d3142,0.735,1,0.9,"same title, director, and main cast"
ef61b92972c22c6a,a1078,d2696,0.746,1,0.9,"same title and director, similar cast"
137d9cf807502417,b2592,d1335,0.749,1,0.9,"same title and director, similar cast"
0c4995b6641c3b54,c214,d924,0.652,0,0.0,different title and cast
796f0199f5acc755,b2716,d1695,0.744,0,0.6,"Different cast, but same director and year"
5c5c5edae1d4a5a6,a2255,b1990,0.69,0,0.8,"same title and director, but different year and cast"
893bd7ba20c5e5fe,c1092,c999,0.667,0,0.0,Different titles and casts
c2bfd68d6b703080,a2781,b2541,0.725,1,0.95,"identical title, director, and most cast members"
96f405bd3059bcf1,a2757,b336,0.675,0,0.8,different year and title suffix
d58ac3bce2aa43ca,a2363,b2081,0.729,0,0.7,"same title and director, but different year and some cast members"
e5e5dbe5e44dc791,b2715,b2716,0.748,0,0.6,"Different title and cast, but same director and year"
48ffeddd3107dc24,a939,b877,0.69,1,0.9,"Matching title, director, and partial cast"
f4191d28a6fa60a1,c1376,c1617,0.741,0,0.8,"similar title and cast, but different year and title suffix"
8a469422791b6598,a1844,b1618,0.737,1,0.8,"Same title and similar cast, minor director name variation and year difference"
fca439568e3fe9ef,a11,b12,0.725,1,0.95,"identical title, director, and most cast members"
6ca2a7a551fbd886,a550,d1686,0.688,0,0.7,different title and year
3415469c8e77e41d,d2284,d2537,0.702,0,0.7,"similar director and cast member, but different title and year"
8f99fe30a37b4f2e,a2795,d1425,0.686,1,0.9,"Same title and significant cast overlap, minor director and year discrepancies"
d7621ef1792af841,b1778,c2484,0.687,1,0.95,"Matching title, year, director, and most cast members"
22276332d3889f16,a2441,d3139,0.729,1,0.8,"same title and director, different cast and year"
58a064e093246818,a2901,b2650,0.725,1,0.95,"identical title, director, and most cast members"
584edf3b5742e4a3,a2729,b2494,0.69,1,0.8,"Same title and director, similar cast"
5ff77f1c0903273b,a2793,b2552,0.683,0,0.8,year mismatch
61e1c5ec085f801b,a1832,b1607,0.729,1,0.9,"same title, director, and main cast member"
b6acdc6d282436bc,a1538,a2562,0.655,0,0.0,different title and year
fdbfcee364630233,b230,b237,0.651,0,0.0,different title and cast
8495622677283876,d1530,d1684,0.662,0,0.0,different titles and directors
6b56b6e80adb2516,d1114,d951,0.739,0,0.0,different title and director
fa520551276658d0,c4490,c4491,0.744,0,0.7,"Different titles and casts, but same director and year"
effc846be249528e,a2517,b2294,0.69,1,0.9,"Same title and director, similar cast"
117a496e5e98c3f5,a1082,d2625,0.746,1,0.9,"same title, director, and main cast, minor year discrepancy"
60bdb97b1b17dbc9,b1981,b2268,0.72,0,0.0,different title and director
61d44fadacbed1c8,a1915,d3459,0.693,0,0.0,Different release years
4b4c01180417cf96,b837,d2810,0.653,0,0.2,Different directors and titles
43d5cb5eed94cde1,a2919,b2666,0.69,1,0.9,"same title, director, and partial cast match"
42280c5e622b6b27,c1502,d1862,0.71,1,0.9,"same title, director, and main cast"
388017335c96d613,a1943,d279,0.729,1,0.9,"same title, director, and most cast members"
507a325ffcdebdec,c4691,c4727,0.722,0,0.0,"different title, director, and cast"
99804f373db40b0b,a900,b837,0.653,0,0.0,Different directors and casts
c5d4827f74253c70,a1896,a1897,0.697,0,0.0,different titles and casts
d4675eab100e8c6e,a1293,b1116,0.732,0,0.8,"similar title and cast, but different year and director"
448b84bf2eb4509c,d2509,d2551,0.717,0,0.0,Different titles and directors
d242203737eef6b0,c225,c295,0.67,0,0.0,"Different title, director, and cast"
8dad9c049f472190,c5237,c5436,0.678,0,0.2,different titles and years
ecc699ab82d5c0a2,a2935,d1747,0.719,1,0.9,"same title, similar cast and director"
05dcb499df0645d6,a1325,b589,0.663,0,0.0,different title and year
81e8e921f6ab6191,d1357,d729,0.668,0,0.0,Different title and director
efe909028186cef7,b2450,c914,0.729,0,0.8,Different release years and cast members
fe880e39aef5adb4,a2694,b2461,0.725,1,0.95,"Identical title, director, and most cast members"
a3dba4a1371e129c,a1204,a1407,0.663,0,0.0,Different directors and casts
ebca28c0ca072577,c6903,d3514,0.712,1,0.9,"same title, director and main cast, minor year discrepancy"
be2bc9ce4ba1990e,a471,b449,0.74,1,0.8,"Matching title and cast, minor director name variation and year difference"
dc8d9bdfc3d3bc43,b1942,d205,0.725,1,0.9,"same title and director, similar cast"
bb7c6a35d6a80120,b731,d2756,0.74,1,0.9,"same title and mostly same cast, minor director name variation"
c35fda823c268e6b,b2585,d849,0.714,0,0.0,Different titles and casts
75234cf24e41ba1d,c2437,d3459,0.693,0,0.0,Different release years
79fc537ca600aadf,a116,a521,0.697,0,0.8,different title and year
9bcc3bba4816afd7,b2116,d3164,0.738,1,0.9,"Same title and director, similar cast"
0422d092992d0c79,b2505,d1799,0.712,1,0.8,"same title and director, but different year and cast representation"
ab60244ab3a426c9,b304,c1684,0.734,1,0.9,"same title and mostly same cast, minor director and year discrepancy"
90fef69ee4ea008a,c2034,d2590,0.727,1,0.8,"same title and director, minor cast differences and 1-year difference in release year"
b7b92241a681e574,a20,b22,0.725,1,0.95,"identical title, director, and most cast members"
fb23e926771e1ff9,a352,d2312,0.719,0,0.0,Different title and year
36f4c784835fca97,a810,d2856,0.729,1,0.9,"same title, director, and main cast"
7d7f5a9d0debd5f0,c1051,d1580,0.683,1,0.9,"Same title and director, similar cast"
e6fc9cbac71c39a3,c3222,c3232,0.663,0,0.0,"different title, director, and cast"
758a337e8cbc0105,a241,b230,0.669,0,0.0,"different title, director, and cast"
49819e8558863c64,c574,d1799,0.712,1,0.8,"same title and director, different year and cast representation"
8a7dbd058d3d6098,b18,c903,0.667,1,0.8,"Same title and director, some common cast members"
6c6baf6bfce3d587,a2401,b2112,0.65,0,0.0,Different year and cast
880333146c053de7,a2831,b2587,0.675,1,0.8,"Same title and director, partial cast match"
ef2c3a3d0fa1cb0b,a12,b13,0.725,1,0.9,"Same title, director, and similar cast"
0d9e0dc1d4a956e2,a2323,b2047,0.66,1,0.8,"Same title and common cast member, minor director name variation"
3f09db776261da6a,d1675,d2060,0.668,0,0.0,Different titles and casts
7d79519c2be1a0e1,c1258,d1648,0.7,1,0.9,"same title, director, and main cast"
f010f83e3899978c,a72,b72,0.69,1,0.9,"Same title and director, overlapping cast"
6c6a989ae8c34d19,b1557,d344,0.674,1,0.9,"same director, year, and cast, similar title"
9da9f76c5f9e74db,a993,b924,0.729,1,0.8,"same title and director, different year and partial cast overlap"
2335ed7c62fdf787,a110,b109,0.725,1,0.9,"Same title, director, and most cast members"
206b0a25138354ed,a2847,b2599,0.69,1,0.9,"Same title and director, overlapping cast"
483213f57fc4e6a9,a2759,a550,0.738,0,0.8,different year and title suffix
c0c811fe33176cfc,a1342,b1163,0.725,0,0.8,"same title, director, and main cast, but different year"
978f769d890117ac,a1390,b1210,0.722,1,0.8,"Same title and main cast, minor director name variation and year difference"
a721e2176ef0e50b,a2669,b2440,0.725,1,0.9,"same title, director, and main cast, minor year discrepancy"
ee6241fa58904f7a,a2488,b1981,0.72,0,0.0,different title and director
bf4b02df6a2b5c96,b2389,b2390,0.664,0,0.0,different title and cast
19f422b4cd57feeb,b2164,d100,0.68,0,0.0,different title and cast
e216866ea9973949,a1543,b1146,0.711,0,0.6,"similar director and cast, but different title and year"
15021db9c441dcde,a1265,b1090,0.667,1,0.8,"same title and director, some common cast members"
fa146b79fe6647bc,c3259,d98,0.7,0,0.8,different release years
375cff983baeb654,c2679,d326,0.67,1,0.9,"Same title, director, and partial cast match"
01c03379e140e090,a2441,b2227,0.729,1,0.8,"same title and director, minor cast differences"
beae95c87e7315b0,c285,c907,0.714,0,0.8,"similar cast and director, but different title and year"
62d0aea62bf42e11,d924,d970,0.652,0,0.0,Different titles and casts
2337e43da13ed0af,a2290,b2020,0.725,1,0.95,"Identical title, director, and main cast"
c6af8c497e416618,c4532,c4592,0.661,0,0.0,Different titles and directors
05d475084641f759,a2080,d103,0.741,1,0.9,"Same title and director, similar cast"
a4c3f7ea8cded902,a2695,b2462,0.69,1,0.8,"Same title and director, similar cast"
f4dab548a9a5909d,a1489,c3050,0.667,0,0.0,different title and cast
37bc5b8f7804d077,a1455,d2673,0.735,1,0.9,"same title and director, similar cast"
9a69be641fe171a9,a719,b672,0.667,0,0.2,Different cast and year
6c23ef0e0e782b92,a1545,b1343,0.712,1,0.8,"same title and director, different year and cast"
82c4ac0eb8cff51c,a706,d1369,0.746,1,0.9,"same title, director, and main cast"
946190d49bf8473b,b1146,b1341,0.731,0,0.7,"similar cast and director, but different title and year"
0c5668b7bbceb434,a681,c3257,0.65,0,0.0,Different cast and year
21b0a5953bfad85a,d860,d897,0.683,0,0.0,different title
77b746d92c063146,a2579,b2352,0.729,1,0.8,"same title and director, similar cast"
c774e3f2342951c9,c3943,c4007,0.686,0,0.2,Different cast
28108c17bfd60a6f,a2906,d1500,0.738,1,0.9,"same title, director, and most cast members, minor year discrepancy"
feeb792184c4ceb3,a2249,b1983,0.667,1,0.8,same title and director
1c46fd2d3ddcc796,a2202,b1942,0.729,1,0.9,"same title and director, similar cast"
e44a37e545999510,a464,d2322,0.712,1,0.9,"same title and director, minor year discrepancy"
c483ab541f3ab9de,a2872,d1326,0.653,0,0.0,Different directors and casts
d1cc61e35909c5d7,a1689,c2739,0.733,0,0.7,different volume and year
471d34562e0ca09b,b2529,d1155,0.698,0,0.7,different title and year
5ddf2e2e89df5e94,a233,a241,0.669,0,0.0,different title and cast
d747acdc6a8c879a,a2637,d1530,0.662,0,0.0,different title and director
868b2249822192a9,c2101,c2259,0.703,0,0.0,Different movie titles
af160dba51d62e47,a2319,b2043,0.725,1,0.95,"Identical title and director, similar cast"
ff8413449e285de9,a2478,d13,0.712,1,0.9,"same title and director, minor year discrepancy"
f1ef4e0572ed859c,a2726,c684,0.66,0,0.0,Different directors and casts
8aa7218e9507a244,c4100,c4194,0.691,0,0.6,"similar director and cast, but different title and year"
c5a52adbd21081a9,a1972,a2343,0.674,0,0.0,different titles and casts
e016ceeffdb758c8,a433,b413,0.669,1,0.95,"same director, year, and main cast"
34384fcc09534670,a1168,b2207,0.705,1,0.9,"same director, year, and partial cast match"
455c9d13339b183b,a2597,d3121,0.712,1,0.9,"same title and director, minor year discrepancy"
7e1647fdb0346ba6,b133,c1001,0.725,1,0.9,"Matching title, director, and most cast members"
e9d80ed9af25e947,c4161,c4353,0.722,0,0.7,"similar title and director, but different year and cast"
349e7fb32765136f,a2169,d3165,0.708,1,0.9,"same title, director, and most cast members, minor year discrepancy"
96ecb59383eb576a,c4198,c4569,0.717,0,0.0,different title and year
a49e01d093208ad0,a2213,d29,0.738,1,0.9,"same title and director, minor year discrepancy"
3d98589a76f46e8c,c239,d650,0.738,1,0.9,"same title, director, and main cast member"
2ce9f7ddd797e94a,a380,d2551,0.717,0,0.0,Different titles and casts
17d4383441417224,a411,b393,0.725,0,0.8,"same title, director, and main cast, but different year"
4ba6665bd542520a,a141,b136,0.725,1,0.95,"identical title, director, and most cast members"
a5035be2e48ff7e6,c635,d503,0.668,1,0.9,"same title, director, and main cast"
825679516142fbf8,a612,b575,0.712,1,0.8,"same title and cast, minor director and year discrepancy"
0584761b0691ef0a,a2582,c2878,0.655,0,0.0,Different year and cast
9fdee047c8c9eb06,b830,c2187,0.725,1,0.9,"same title, director, and similar cast"
9a3bc814b3dec8cf,b2579,c862,0.671,0,0.0,Different titles and casts
f9f40475ee2fd321,a852,d2840,0.712,1,0.9,"same title and director, minor year discrepancy"
562b4da7a3800178,a1137,d3094,0.712,0,0.7,"same title and director, but different year and cast"
6964b3635c1ef52a,a2793,d1538,0.65,0,0.8,year mismatch
f3bac747d8e98375,b3079,c3442,0.69,1,0.8,"same director, year, and partial cast match"
d4e327fbcb387738,c3959,c4136,0.727,0,0.7,different year and main cast member
9a5f19efe9f5b141,c2091,c2586,0.658,0,0.0,different title and year
d07f4ab2a8b5a764,a218,b214,0.725,0,0.8,"same title, director, and main cast, but different year"
bede7f75355ba2e4,c4382,c4451,0.653,0,0.0,Different directors and casts
927dcfa6e873844a,a1323,a625,0.679,0,0.0,different title and year
ebbea9d0a4b4008c,b204,d2176,0.65,0,0.2,Different title and year
b66bcfed69d1a259,a1508,b1311,0.69,1,0.9,"Same title and director, similar cast"
217fe03d651b56a3,c2509,d171,0.746,1,0.9,"same title, director, and main cast"
669b0a04049b31a1,a2171,b1916,0.703,1,0.9,"Same title, year, and director, with significant cast overlap"
329dbecba142fffa,c349,c487,0.711,1,0.9,"same title core, year, director, and most cast members"
473ce840af4d345e,b1952,d29,0.736,1,0.9,"same title and director, minor year discrepancy"
71cd57f74792b7d1,b837,b839,0.653,0,0.0,Different directors and casts
8969ddbeffe1d479,d2503,d809,0.663,0,0.6,different year and title suffix
8e48a9ee1f88238f,a501,d2135,0.73,0,0.0,Different movie titles and years
2fdc5cb4111c415c,a468,b447,0.729,0,0.7,"same title and director, but different year and mostly different cast"
52380e43f8553a02,b517,d1686,0.681,0,0.0,Different title and year
ace1229826f8d5cf,c960,d1345,0.679,0,0.8,different year
62df70e258b8816b,a400,b382,0.672,1,0.8,same title and overlapping cast
b197c06417404a5c,c862,d1803,0.671,0,0.0,Different directors and casts
15cd1b12d38f3646,a2819,b2575,0.7,1,0.95,"Matching title and director, similar cast"
01c91ca873ded3e0,a2306,b2036,0.69,0,0.8,different year
147063a32917c13b,a1211,b1041,0.725,1,0.95,"same title, director, and main cast"
8472b13706407488,a1551,a1756,0.667,0,0.8,different title and year
dd4b9323bb9703fc,a535,b503,0.652,1,0.8,"same title and director, similar cast"
c64044c1638d61a9,a2723,b2488,0.747,1,0.8,"same title and director, similar cast"
2881e912a05e3a98,c2083,c3100,0.655,0,0.0,different title and year
