id1,id2,score,title_similarity,director_similarity,year_similarity,cast_similarity,method,confidence
a65,b66,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a66,b67,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a69,b70,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a69,d2024,0.7928571428571428,1.0,0.0,1.0,0.42857142857142855,algorithm,
b70,d2024,0.8071428571428572,1.0,0.0,1.0,0.5714285714285714,algorithm,
a71,b71,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a73,b73,0.9,1.0,1.0,1.0,0.0,algorithm,
a74,b74,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a74,d1938,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
b74,d1938,0.9444444444444444,1.0,1.0,1.0,0.4444444444444444,algorithm,
a75,b75,0.7875000000000001,1.0,1.0,0.25,0.75,algorithm,
a76,b76,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a76,d2071,0.9285714285714286,1.0,1.0,1.0,0.2857142857142857,algorithm,
b76,d2071,0.925,1.0,1.0,1.0,0.25,algorithm,
a77,b77,0.8983333333333333,0.9166666666666665,1.0,1.0,0.4,algorithm,
a77,d1945,0.9083333333333333,0.9166666666666665,1.0,1.0,0.5,algorithm,
b77,d1945,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
a78,b78,0.9,1.0,1.0,1.0,0.0,algorithm,
a78,d1788,0.8113636363636364,1.0,0.40909090909090906,1.0,0.0,algorithm,
b78,d1788,0.8113636363636364,1.0,0.40909090909090906,1.0,0.0,algorithm,
a79,b79,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a80,b80,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a80,d1892,0.9,1.0,1.0,1.0,0.0,algorithm,
b80,d1892,0.9,1.0,1.0,1.0,0.0,algorithm,
a81,d1868,0.9075,1.0,0.65,1.0,0.6,algorithm,
a82,b82,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a83,b83,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a86,d2086,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a87,b87,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a90,b90,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a90,c917,1.0,1.0,1.0,1.0,1.0,algorithm,
b90,c917,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a91,b91,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a911,b847,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a92,b92,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a94,b94,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a94,d1818,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b94,d1818,0.96,1.0,1.0,1.0,0.6,algorithm,
a95,b95,0.9704545454545455,1.0,0.9696969696969697,1.0,0.75,algorithm,
a95,d2133,0.934033613445378,1.0,0.9411764705882352,1.0,0.42857142857142855,algorithm,
b95,d2133,0.9525974025974027,1.0,0.9696969696969697,1.0,0.5714285714285714,algorithm,
a96,b96,0.888888888888889,0.9444444444444444,1.0,1.0,0.16666666666666666,algorithm,
a97,b97,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a97,d1428,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
b97,d1428,0.93,1.0,1.0,1.0,0.3,algorithm,
a98,b98,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a99,b99,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a100,b100,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a100,d2021,0.96,1.0,1.0,1.0,0.6,algorithm,
b100,d2021,0.98,1.0,1.0,1.0,0.8,algorithm,
a101,b101,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a101,d1981,0.9375,1.0,1.0,1.0,0.375,algorithm,
a701,b653,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a701,d3012,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
b101,d1981,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b653,d3012,0.9571428571428572,1.0,1.0,1.0,0.5714285714285714,algorithm,
a102,b102,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a102,d1923,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b102,d1923,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
a103,b103,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a104,b104,0.7733333333333334,0.6666666666666667,1.0,1.0,0.4,algorithm,
a104,c1035,0.8125,1.0,1.0,0.25,1.0,algorithm,
a105,b105,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a105,d2039,0.7833333333333333,1.0,0.0,1.0,0.3333333333333333,algorithm,
b105,d2039,0.78,1.0,0.0,1.0,0.3,algorithm,
a109,b108,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a112,c601,1.0,1.0,1.0,1.0,1.0,algorithm,
a113,b112,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a114,b113,0.7875000000000001,1.0,1.0,0.25,0.75,algorithm,
a116,b115,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a117,b116,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a117,d1926,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b116,d1926,0.9666666666666667,1.0,1.0,1.0,0.6666666666666666,algorithm,
a118,b117,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a119,d1978,0.9178571428571429,1.0,0.7857142857142857,1.0,0.5,algorithm,
a122,c964,0.75,1.0,1.0,0.0,1.0,algorithm,
b120,c964,0.8866666666666667,1.0,0.8,1.0,0.16666666666666666,algorithm,
a123,b121,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a126,b123,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a128,b124,0.7525000000000001,1.0,1.0,0.25,0.4,algorithm,
b124,d1751,0.75,1.0,0.0,1.0,0.0,algorithm,
a129,b125,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a129,d1834,0.9125,1.0,1.0,1.0,0.125,algorithm,
b125,d1834,0.9111111111111111,1.0,1.0,1.0,0.1111111111111111,algorithm,
a130,b126,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a130,d1624,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
b126,d1624,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a133,b129,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a133,c972,1.0,1.0,1.0,1.0,1.0,algorithm,
b129,c972,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a134,b130,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a135,d1874,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a137,b132,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a138,c1001,1.0,1.0,1.0,1.0,1.0,algorithm,
a139,b134,0.7525000000000001,1.0,1.0,0.25,0.4,algorithm,
a140,b135,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a2162,b1907,0.9508064516129031,1.0,0.8387096774193549,1.0,0.75,algorithm,
a142,b139,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a142,d1827,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
b139,d1827,0.96,1.0,1.0,1.0,0.6,algorithm,
a143,b141,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a143,c963,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b141,c963,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a144,b140,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a144,d555,0.96,1.0,1.0,1.0,0.6,algorithm,
b140,d555,0.98,1.0,1.0,1.0,0.8,algorithm,
a145,b142,0.7875000000000001,1.0,1.0,0.25,0.75,algorithm,
a146,b143,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a146,c4236,0.8125,1.0,1.0,0.25,1.0,algorithm,
b143,c4236,0.7875000000000001,1.0,1.0,0.25,0.75,algorithm,
a147,b144,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a147,d1847,0.96,1.0,1.0,1.0,0.6,algorithm,
b144,d1847,0.98,1.0,1.0,1.0,0.8,algorithm,
a148,b145,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a148,d2062,0.9375,1.0,1.0,1.0,0.375,algorithm,
b145,d2062,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a149,b146,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
a151,b148,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a152,b150,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a152,d1949,0.93,1.0,1.0,1.0,0.3,algorithm,
b150,d1949,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a153,b151,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a153,d1950,0.96,1.0,1.0,1.0,0.6,algorithm,
b151,d1950,0.9285714285714286,1.0,1.0,1.0,0.2857142857142857,algorithm,
a155,b153,0.7691176470588237,0.5882352941176471,1.0,1.0,0.75,algorithm,
a156,b154,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a156,c1247,0.8125,1.0,1.0,0.25,1.0,algorithm,
a156,d2014,0.96,1.0,1.0,1.0,0.6,algorithm,
b154,c1247,0.7875000000000001,1.0,1.0,0.25,0.75,algorithm,
b154,d2014,0.98,1.0,1.0,1.0,0.8,algorithm,
c1247,d2014,0.7725,1.0,1.0,0.25,0.6,algorithm,
a157,b155,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a158,b156,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a158,c1222,0.8125,1.0,1.0,0.25,1.0,algorithm,
a158,d2164,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
b156,c1222,0.7875000000000001,1.0,1.0,0.25,0.75,algorithm,
b156,d2164,0.9571428571428572,1.0,1.0,1.0,0.5714285714285714,algorithm,
c1222,d2164,0.7553571428571428,1.0,1.0,0.25,0.42857142857142855,algorithm,
a160,b158,0.9624999999999999,1.0,0.9166666666666665,1.0,0.75,algorithm,
a160,c945,1.0,1.0,1.0,1.0,1.0,algorithm,
b158,c945,0.9624999999999999,1.0,0.9166666666666665,1.0,0.75,algorithm,
a161,d1960,0.925,1.0,1.0,1.0,0.25,algorithm,
a162,b160,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a162,d1906,0.9130541871921182,1.0,0.896551724137931,1.0,0.2857142857142857,algorithm,
b160,d1906,0.9273399014778324,1.0,0.896551724137931,1.0,0.42857142857142855,algorithm,
a163,b161,0.875,0.8,1.0,1.0,0.75,algorithm,
a163,c1041,1.0,1.0,1.0,1.0,1.0,algorithm,
a163,d1809,0.8833333333333333,1.0,0.6666666666666667,1.0,0.3333333333333333,algorithm,
b161,c1041,0.875,0.8,1.0,1.0,0.75,algorithm,
b161,d1809,0.7944444444444444,0.8,0.6666666666666667,1.0,0.4444444444444444,algorithm,
c1041,d1809,0.8833333333333333,1.0,0.6666666666666667,1.0,0.3333333333333333,algorithm,
a164,b162,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a164,d1936,1.0,1.0,1.0,1.0,1.0,algorithm,
b162,d1936,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b163,d349,0.9444444444444444,1.0,1.0,1.0,0.4444444444444444,algorithm,
a166,b164,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a167,b165,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a167,d2068,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
b165,d2068,0.9571428571428572,1.0,1.0,1.0,0.5714285714285714,algorithm,
a169,d1980,0.8686363636363637,1.0,0.5909090909090908,1.0,0.3,algorithm,
a170,b175,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a170,d1932,0.96,1.0,1.0,1.0,0.6,algorithm,
b175,d1932,0.98,1.0,1.0,1.0,0.8,algorithm,
a171,b168,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a171,c898,1.0,1.0,1.0,1.0,1.0,algorithm,
b168,c898,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a172,b169,0.942391304347826,1.0,0.782608695652174,1.0,0.75,algorithm,
a172,d2067,0.8916666666666667,1.0,0.6111111111111112,1.0,0.5,algorithm,
b169,d2067,0.913963963963964,1.0,0.6486486486486487,1.0,0.6666666666666666,algorithm,
a173,b170,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a173,c896,1.0,1.0,1.0,1.0,1.0,algorithm,
a173,d2058,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
b170,c896,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b170,d2058,0.9571428571428572,1.0,1.0,1.0,0.5714285714285714,algorithm,
c896,d2058,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
a174,b171,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a174,c921,1.0,1.0,1.0,1.0,1.0,algorithm,
a174,d2092,0.9266666666666665,0.9333333333333332,1.0,1.0,0.6,algorithm,
b171,c921,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
b171,d2092,0.9166666666666666,0.9333333333333332,1.0,1.0,0.5,algorithm,
c921,d2092,0.9266666666666665,0.9333333333333332,1.0,1.0,0.6,algorithm,
a175,b172,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a175,d2128,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
b172,d2128,0.9571428571428572,1.0,1.0,1.0,0.5714285714285714,algorithm,
a176,b173,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
a177,b174,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a177,d1866,0.96,1.0,1.0,1.0,0.6,algorithm,
b174,d1866,0.98,1.0,1.0,1.0,0.8,algorithm,
a178,b176,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a178,d1882,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
b176,d1882,0.9375,1.0,1.0,1.0,0.375,algorithm,
a179,d1815,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a180,b179,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a180,d1837,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b179,d1837,0.9666666666666667,1.0,1.0,1.0,0.6666666666666666,algorithm,
a181,b178,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a181,d1895,0.9166666666666667,1.0,1.0,1.0,0.16666666666666666,algorithm,
b178,d1895,0.9333333333333333,1.0,1.0,1.0,0.3333333333333333,algorithm,
a182,b180,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a182,d1887,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b180,d1887,1.0,1.0,1.0,1.0,1.0,algorithm,
a183,b181,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a184,c936,1.0,1.0,1.0,1.0,1.0,algorithm,
a184,d2027,0.8957142857142857,1.0,0.5714285714285714,1.0,0.6,algorithm,
c936,d2027,0.8957142857142857,1.0,0.5714285714285714,1.0,0.6,algorithm,
a185,b183,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a185,d1992,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
b183,d1992,1.0,1.0,1.0,1.0,1.0,algorithm,
a186,b184,0.7625000000000001,1.0,1.0,0.25,0.5,algorithm,
a186,d1784,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a186,d1873,0.7625000000000001,1.0,1.0,0.25,0.5,algorithm,
b184,d1784,0.7625000000000001,1.0,1.0,0.25,0.5,algorithm,
b184,d1873,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
d1784,d1873,0.8125,1.0,1.0,0.25,1.0,algorithm,
a187,b185,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a187,c911,1.0,1.0,1.0,1.0,1.0,algorithm,
a187,d1841,0.96,1.0,1.0,1.0,0.6,algorithm,
b185,c911,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b185,d1841,0.98,1.0,1.0,1.0,0.8,algorithm,
c911,d1841,0.96,1.0,1.0,1.0,0.6,algorithm,
a188,b187,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a188,d2028,0.96,1.0,1.0,1.0,0.6,algorithm,
b187,d2028,0.98,1.0,1.0,1.0,0.8,algorithm,
a766,c1919,1.0,1.0,1.0,1.0,1.0,algorithm,
a766,d2867,0.8772727272727272,1.0,0.6666666666666667,1.0,0.2727272727272727,algorithm,
c1919,d2867,0.8772727272727272,1.0,0.6666666666666667,1.0,0.2727272727272727,algorithm,
a191,d1968,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
a192,b189,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a194,b190,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a194,c930,1.0,1.0,1.0,1.0,1.0,algorithm,
a194,d2083,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
b190,c930,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
b190,d2083,0.9375,1.0,1.0,1.0,0.375,algorithm,
c930,d2083,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
a195,b191,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a195,c909,1.0,1.0,1.0,1.0,1.0,algorithm,
b191,c909,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a196,b192,0.9,1.0,1.0,1.0,0.0,algorithm,
a196,d2033,0.9,1.0,1.0,1.0,0.0,algorithm,
b192,d2033,0.9,1.0,1.0,1.0,0.0,algorithm,
a197,d1835,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
a198,b194,0.9083333333333334,0.8666666666666667,1.0,1.0,0.75,algorithm,
a198,c922,1.0,1.0,1.0,1.0,1.0,algorithm,
a198,d1961,0.8708333333333333,0.8666666666666667,1.0,1.0,0.375,algorithm,
b194,c922,0.9083333333333334,0.8666666666666667,1.0,1.0,0.75,algorithm,
b194,d1961,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
c922,d1961,0.8708333333333333,0.8666666666666667,1.0,1.0,0.375,algorithm,
a199,b195,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a199,d2079,0.92,1.0,1.0,1.0,0.2,algorithm,
b195,d2079,0.9266666666666666,1.0,1.0,1.0,0.26666666666666666,algorithm,
a200,b196,0.9684782608695652,1.0,0.9565217391304348,1.0,0.75,algorithm,
a201,b197,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a201,d1910,0.93,1.0,1.0,1.0,0.3,algorithm,
b197,d1910,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a202,b198,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a202,d1880,0.9500000000000001,1.0,1.0,1.0,0.5,algorithm,
b198,d1880,0.9428571428571428,1.0,1.0,1.0,0.42857142857142855,algorithm,
a203,b199,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a203,d1944,0.9214285714285715,1.0,1.0,1.0,0.21428571428571427,algorithm,
b199,d1944,0.9285714285714286,1.0,1.0,1.0,0.2857142857142857,algorithm,
a204,b200,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a204,c938,1.0,1.0,1.0,1.0,1.0,algorithm,
b200,c938,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a205,b205,0.91,1.0,0.8,1.0,0.4,algorithm,
a206,b201,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a207,b202,0.9400000000000001,1.0,1.0,1.0,0.4,algorithm,
a208,b203,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a208,d1848,0.925,1.0,1.0,1.0,0.25,algorithm,
b203,d1848,0.9375,1.0,1.0,1.0,0.375,algorithm,
a604,d2176,0.846842105263158,1.0,0.5789473684210527,1.0,0.1,algorithm,
a210,b206,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
a211,b207,0.9750000000000001,1.0,1.0,1.0,0.75,algorithm,
