Id,Title,Year,Director,Cast,Genre,Duration
a154,Gone,2012,Heitor Dhalia,"Amanda Seyfried, Jennifer Carpenter, Wes Bentley","Drama, Mystery, Thriller",94
a159,Just Before I Go,2015,Courteney Cox,"Seann William Scott, Olivia Thirlby, Garret Dillahunt","Comedy, Drama",95
a165,Hotel Transylvania,2012,Genndy Tartakovsky,"Adam Sandler, Kevin James, Andy Samberg","Animation, Comedy, Family, Fantasy",91
a168,I Do,2012,Glenn Gaylord,"Jamie-Lynn Sigler, Alicia Witt, Maurice Compte",Drama,91
a189,Madagascar 3: Europe's Most Wanted,2012,Eric Darnell,"Ben Stiller, Jada Pinkett Smith, Chris Rock","Animation, Adventure, Comedy, Family",93
a190,Madea's Witness Protection,2012,Tyler Perry,"Tyler Perry, Eugene Levy, Denise Richards","Comedy, Crime, Drama",114
a209,Paranormal Activity 4,2012,Henry Joost,"Stephen Dunham, Katie Featherston, Matt Shively",Horror,88
a212,Philadelphia,1994,Jonathan Demme,"Tom Hanks, Denzel Washington, Roberta Maxwell",Drama,125
a214,Piranha 3DD,2012,John Gulager,"Danielle Panabaker, Ving Rhames, David Hasselhoff","Comedy, Horror",83
a218,Price Check,2014,Michael Walker,"Parker Posey, Eric Mabius, Annie Parisse","Comedy, Drama",92
a219,Project X,2012,Nima Nourizadeh,"Thomas Mann, Oliver Cooper, Jonathan Daniel Brown","Comedy, Crime",88
a251,The Swan Princess Christmas,2012,Richard Rich,"Jennifer Miller, Joseph Medrano, David Lodge","Animation, Adventure, Fantasy, Musical",83
a255,That's My Boy,2012,Sean Anders,"Adam Sandler, Andy Samberg, Leighton Meester",Comedy,116
a261,Thunderstruck,2012,John Whitesell,"Kevin Durant, Taylor Gray, James Belushi","Comedy, Family",94
a266,Underworld: Awakening,2012,Måns Mårlind,"Kate Beckinsale, Michael Ealy, India Eisley","Action, Fantasy, Horror",88
a267,V/H/S,2012,Matt Bettinelli-Olpin,"Calvin Reeder, Lane Hughes, Adam Wingard","Horror, Thriller",116
a268,Twixt,2012,Francis Ford Coppola,"Val Kilmer, Bruce Dern, Elle Fanning","Horror, Thriller",88
a279,8: The Mormon Proposition,2010,Reed Cowan,"Spencer Jones, Tyler Barrick, Dustin Lance Black",Documentary,80
a304,Client 9: The Rise and Fall of Eliot Spitzer,2011,Alex Gibney,"Eliot Spitzer, Michael Schwendeman, Kim Allen",Documentary,117
a318,Devil,2010,John Erick Dowdle,"Chris Messina, Caroline Dhavernas, Bokeem Woodbine","Drama, Horror, Mystery, Thriller",80
a335,Freakonomics,2010,Heidi Ewing,"James Ransone, Tempestt Bledsoe, Morgan Spurlock",Documentary,85
a359,Hyenas,2011,Eric Weston,"Maria Bertrand, Meshach Taylor, DaJuan Johnson",Horror,92
a364,It's Kind of a Funny Story,2010,Anna Boden,"Keir Gilchrist, Zach Galifianakis, Emma Roberts","Comedy, Drama, Romance",101
a366,Jackass 3D,2010,Jeff Tremaine,"Johnny Knoxville, Steve-O, Bam Margera","Documentary, Action, Comedy",94
a382,Legend of the Guardians: The Owls of Ga'Hoole,2010,Zack Snyder,"Jim Sturgess, Hugo Weaving, David Wenham","Animation, Adventure, Fantasy",97
a400,Mirrors 2,2010,Víctor García,"Nick Stahl, Emmanuelle Vaugier, Evan Jones","Horror, Mystery, Thriller",86
a403,My Soul to Take,2010,Wes Craven,"Max Thieriot, John Magaro, Denzel Whitaker","Horror, Mystery, Thriller",107
a411,Paper Man,2014,Kieran Mulroney,"Jeff Daniels, Emma Stone, Ryan Reynolds","Comedy, Drama",110
a418,Preacher's Kid,2010,Stan Foster,"Letoya Luckett, Durrell Babbs, Tammy Townsend",Drama,110
a437,Shrek Forever After,2010,Mike Mitchell,"Mike Myers, Cameron Diaz, Eddie Murphy","Animation, Adventure, Comedy, Family, Fantasy",93
a447,Step Up 3D,2010,Jon M. Chu,"Sharni Vinson, Rick Malambri, Adam G. Sevani","Drama, Music, Romance",107
a453,Darkness Falls,2003,Jonathan Liebesman,"Chaney Kley, Emma Caulfield, Antony Burrows","Horror, Mystery, Thriller",86
a467,Why Did I Get Married Too?,2010,Tyler Perry,"Janet Jackson, Tyler Perry, Jill Scott","Comedy, Drama, Romance",121
a476,11-11-11,2011,Darren Lynn Bousman,"Timothy Gibbs, Michael Landes, Wendy Glenn","Horror, Mystery, Thriller",90
a482,The Adventures of Tintin: The Secret of the Unicorn,2011,Jacques Exertier,"Ewan Bailey, James Barriscale, Mark Bazeley",Adventure,
a484,Alvin and the Chipmunks: Chipwrecked,2011,Mike Mitchell,"Justin Long, Jesse McCartney, Jason Lee","Animation, Adventure, Comedy, Family, Fantasy, Music",87
a490,Atlas Shrugged: Part I,2011,Paul Johansson,"Taylor Schilling, Grant Bowler, Matthew Marsden","Drama, Mystery, Sci-Fi",97
a495,Beginners,2011,Mike Mills,"Ewan McGregor, Christopher Plummer, Mélanie Laurent","Comedy, Drama, Romance",105
a496,Beats Rhymes & Life: The Travels of a Tribe Called Quest,2012,Michael Rapaport,"Q-Tip, Phife Dawg, Ali Shaheed Muhammad","Documentary, Music",97
a503,Buck,2012,Cindy Meehl,"Buck Brannaman, Gary Myers, Bibb Frazier",Documentary,88
a504,Bucky Larson: Born to Be a Star,2011,Tom Brady,"Nick Swardson, Don Johnson, Christina Ricci",Comedy,97
a517,I Am What I Am,1967,Tinto Brass,"Jean-Louis Trintignant, Ewa Aulin, Roberto Bisacco","Drama, Mystery, Thriller",107
a521,Diary of a Wimpy Kid: Rodrick Rules,2011,David Bowers,"Zachary Gordon, Devon Bostick, Robert Capron","Comedy, Family",99
a537,Footloose,1984,Herbert Ross,"Kevin Bacon, Lori Singer, John Lithgow","Drama, Music, Romance",107
a541,History of the World: Part I,1981,Mel Brooks,"Mel Brooks, Gregory Hines, Dom DeLuise",Comedy,92
a543,Glee: The 3D Concert Movie,2011,Kevin Tancharoen,"Cory Monteith, Dianna Agron, Lea Michele","Documentary, Music",84
a546,The Greatest Movie Ever Sold,2011,Morgan Spurlock,"J.J. Abrams, Peter Berg, Paul Brennan","Documentary, Comedy",90
a559,Hoodwinked Too! Hood vs. Evil,2011,Mike Disa,"Hayden Panettiere, Glenn Close, Patrick Warburton","Animation, Comedy, Family",86
a560,Hop,2011,Tim Hill,"Russell Brand, James Marsden, Elizabeth Perkins","Animation, Adventure, Comedy, Family, Fantasy",95
a564,I Don't Know How She Does It,2011,Douglas McGrath,"Sarah Jessica Parker, Pierce Brosnan, Kelsey Grammer",Comedy,89
a570,Insidious,2011,James Wan,"Patrick Wilson, Rose Byrne, Ty Simpkins","Drama, Horror, Mystery, Thriller",103
a587,Madea's Big Happy Family,2011,Tyler Perry,"Tyler Perry, Loretta Devine, Shad Moss","Comedy, Drama",106
a597,Mr. Popper's Penguins,2011,Mark Waters,"Jim Carrey, Carla Gugino, Angela Lansbury","Comedy, Family, Fantasy",94
a605,Paul,2011,Greg Mottola,"Simon Pegg, Nick Frost, Seth Rogen","Adventure, Comedy, Sci-Fi",104
a609,Pirates of the Caribbean: On Stranger Tides,2011,Rob Marshall,"Johnny Depp, Penélope Cruz, Ian McShane","Action, Adventure, Fantasy",136
a619,Rio,2011,Carlos Saldanha,"Jesse Eisenberg, Anne Hathaway, George Lopez","Animation, Adventure, Comedy, Family, Musical",96
a626,Seance: The Summoning,2012,Alex Wright,"Bobby Campo, Nazneen Contractor, Chris Olivero","Horror, Thriller",85
a642,Super,2011,James Gunn,"Rainn Wilson, Ellen Page, Liv Tyler","Comedy, Crime",96
a647,That's What I Am,2011,Michael Pavone,"Ed Harris, Chase Ellison, Molly Parker","Comedy, Drama",101
a648,The Thing,1982,John Carpenter,"Kurt Russell, Wilford Brimley, Keith David","Horror, Sci-Fi",109
a662,What's Your Number?,2011,Mark Mylod,"Anna Faris, Chris Evans, Ari Graynor","Comedy, Romance",106
a669,10000 BC,2008,Roland Emmerich,"Camilla Belle, Steven Strait, Marco Khan","Action, Adventure, Drama, Fantasy, History",109
a679,Babylon A.D.,2008,Mathieu Kassovitz,"Vin Diesel, Michelle Yeoh, Mélanie Thierry","Action, Adventure, Sci-Fi, Thriller",90
a685,The Betrayal - Nerakhoon,2008,Ellen Kuras,Thavisouk Phrasavath,Documentary,96
a693,Che: Part One,2009,Steven Soderbergh,"Julia Ormond, Benicio Del Toro, Oscar Isaac","Biography, Drama, History, War",134
a707,Delgo,2008,Marc F. Adler,"Freddie Prinze Jr., Val Kilmer, Anne Bancroft","Animation, Adventure, Comedy, Fantasy, Romance",94
a708,Disaster Movie,2008,Jason Friedberg,"Carmen Electra, Vanessa Lachey, Nicole Parker",Comedy,87
a714,Expelled: No Intelligence Allowed,2008,Nathan Frankowski,"Ben Stein, Lili Asvar, Peter Atkins",Documentary,90
a716,The Eye,2008,David Moreau,"Jessica Alba, Alessandro Nivola, Parker Posey","Drama, Horror, Thriller",98
a719,Fireflies in the Garden,2008,Dennis Lee,"Ryan Reynolds, Willem Dafoe, Emily Watson",Drama,120
a720,Fireproof,2008,Alex Kendrick,"Kirk Cameron, Erin Bethea, Ken Bevel","Drama, Romance",122
a731,The Garden,1990,Derek Jarman,"Tilda Swinton, Johnny Mills, Philip MacDonald",Drama,88
a738,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,2008,Bruce Hendricks,"Miley Cyrus, The Jonas Brothers, Kenny Ortega","Documentary, Music",74
a741,Harold & Kumar Escape from Guantanamo Bay,2008,Jon Hurwitz,"John Cho, Kal Penn, Neil Patrick Harris","Adventure, Comedy",104
a749,Victor Frankenstein,2015,Paul McGuigan,"Daniel Radcliffe, James McAvoy, Jessica Brown Findlay","Drama, Horror, Sci-Fi",
a780,My Best Friend's Girl,2008,Howard Deutch,"Kate Hudson, Dane Cook, Jason Biggs","Comedy, Romance",101
a785,Nim's Island,2008,Jennifer Flackett,"Jodie Foster, Gerard Butler, Abigail Breslin","Adventure, Comedy, Family, Fantasy",96
a791,Passengers,2016,Morten Tyldum,"Jennifer Lawrence, Chris Pratt, Michael Sheen","Adventure, Sci-Fi",
a793,Patti Smith: Dream of Life,2008,Steven Sebring,"Patti Smith, Lenny Kaye, Oliver Ray","Documentary, Music",109
a795,The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,Mike Nawrocki,"Tim Hodge, Mike Nawrocki, Phil Vischer","Animation, Adventure, Comedy, Family, Musical",85
a798,Prom Night,2008,Nelson McCormick,"Brittany Snow, Scott Porter, Jessica Stroup","Horror, Mystery",88
a809,Repo! The Genetic Opera,2008,Darren Lynn Bousman,"Paul Sorvino, Anthony Head, Alexa PenaVega","Horror, Musical, Sci-Fi",98
a820,Shutter,2008,Masayuki Ochiai,"Joshua Jackson, Rachael Taylor, James Kyson","Horror, Mystery, Thriller",85
a828,Spike,2008,Robert Beaucage,"Sarah Livingston Evans, Jared Edwards, Anna-Marie Wayne","Fantasy, Horror, Romance",80
a830,Spy School,2008,Mark Blutman,"Forrest Landis, AnnaSophia Robb, Rider Strong","Adventure, Comedy, Drama, Family, Mystery",86
a849,W,2014,Tarun Madan Chopra,"Leeza Mangaldas, Lezlie Tripathy, Sonal Giani","Crime, Musical, Thriller",137
a856,What Doesn't Kill You,2009,Brian Goodman,"Ethan Hawke, Mark Ruffalo, Brian Goodman","Crime, Drama",100
a863,The X Files: I Want to Believe,2008,Chris Carter,"David Duchovny, Gillian Anderson, Billy Connolly","Drama, Mystery, Sci-Fi, Thriller",104
a877,Alvin and the Chipmunks: The Squeakquel,2009,Betty Thomas,"Jason Lee, Zachary Levi, David Cross","Animation, Comedy, Family, Fantasy, Music",88
a878,Amélie,2002,Jean-Pierre Jeunet,"Audrey Tautou, Mathieu Kassovitz, Rufus","Comedy, Romance",122
a906,The Steam Experiment,2009,Philippe Martinez,"Val Kilmer, Armand Assante, Eric Roberts","Crime, Drama, Thriller",90
a917,The Cross,2009,Matthew Crouch,Arthur Blessitt,Documentary,90
a929,Fame,1980,Alan Parker,"Eddie Barth, Irene Cara, Lee Curreri","Drama, Music, Musical",134
a948,Halloween II,2009,Rob Zombie,"Scout Taylor-Compton, Tyler Mane, Malcolm McDowell",Horror,105
a950,Hannah Montana: The Movie,2009,Peter Chelsom,"Miley Cyrus, Emily Osment, Billy Ray Cyrus","Comedy, Drama, Family, Music, Romance",102
a953,The Hole,2001,Nick Hamm,"Thora Birch, Desmond Harrington, Daniel Brocklebank","Drama, Horror, Mystery, Thriller",102
a955,Horrorween,2012,Joe Estevez,"William Shatner, Jenna Jameson, Donald Trump","Comedy, Horror",
a960,I Hate Valentine's Day,2009,Nia Vardalos,"Nia Vardalos, John Corbett, Judah Friedlander","Comedy, Romance",98
a967,The Informant,2013,Julien Leclercq,"Gilles Lellouche, Tahar Rahim, Riccardo Scamarcio","Crime, Thriller",116
a978,Jonas Brothers: The 3D Concert Experience,2009,Bruce Hendricks,"Nick Jonas, Joe Jonas, Kevin Jonas","Documentary, Music",76
a989,Love N' Dancing,2011,Robert Iscove,"Amy Smart, Tom Malloy, Billy Zane","Drama, Romance",91
a993,The Maiden Heist,2010,Peter Hewitt,"Christopher Walken, Joseph McKenna, Wynn Everett","Comedy, Crime",90
a994,Management,2009,Stephen Belber,"Jennifer Aniston, Steve Zahn, Woody Harrelson","Comedy, Drama, Romance",94
a998,The Messenger,2015,David Blair,"Robert Sheehan, Joely Richardson, David O'Hara","Drama, Horror, Mystery, Thriller",101
a999,Michael Jackson's 'This Is It': The Gloved One,2010,,"Abigail Franklin, Michael Jackson, Kenny Ortega","Documentary, Short",15
a1003,My Bloody Valentine,2009,Patrick Lussier,"Jensen Ackles, Jaime King, Kerr Smith",Horror,101
a1020,Opie Gets Laid,2005,James Ricardo,"James Ricardo, April Wade, Ute Werner",Comedy,75
a1030,Precious,2009,Lee Daniels,"Gabourey Sidibe, Mo'Nique, Paula Patton",Drama,110
a1036,Quantum Quest: A Cassini Space Odyssey,2012,Harry 'Doc' Kloor,"Chris Pine, Amanda Peet, Samuel L. Jackson","Animation, Sci-Fi, Adventure",45
a1043,Shorts,2009,Robert Rodriguez,"Jimmy Bennett, James Spader, Kat Dennings","Comedy, Family, Fantasy",89
a1045,The Slammin' Salmon,2009,Kevin Heffernan,"Michael Clarke Duncan, Jay Chandrasekhar, Kevin Heffernan",Comedy,90
a1054,The Taking of Pelham 1 2 3,2009,Tony Scott,"Denzel Washington, John Travolta, Luis Guzmán","Action, Crime, Thriller",106
a1080,X Games 3D: The Movie,2009,Steve Lawrence,"Travis Pastrana, Ricky Carmichael, Shaun White","Documentary, Sport",92
a1091,Adrift in Manhattan,2008,Alfredo Rodriguez de Villa,"Victor Rasuk, Richard Petrocelli, Nicolle Rochelle",Drama,91
a1092,Adventures of Johnny Tao,2007,Kenn Scott,"Ilram Choi, Stirling Everly, Michael Gregory","Action, Adventure, Music",90
a1094,After Sex,2008,Eric Amadio,"Marc Blucas, Jose Pablo Cantillo, Emmanuelle Chriqui","Comedy, Drama, Romance",77
a1095,Dial M for Murder,1954,Alfred Hitchcock,"Ray Milland, Grace Kelly, Robert Cummings","Crime, Thriller",105
a1110,Autism: The Musical,2007,Tricia Regan,"Hillary Aaron, Joe Aaron, Adam","Documentary, Music",94
a1120,The Blue Hour,2015,Anucha Boonyawatana,"Atthaphan Poonsawas, Oabnithi Wiwattanawarang, Djuangjai Hirunsri",,97
a1123,Bratz: Babyz the Movie,2006,Davis Doi,"Ashleigh Ball, Kathleen Barr, Lisa Ann Beley","Animation, Action, Adventure, Family, Fantasy",66
a1128,Brooklyn Rules,2009,Michael Corrente,"Paulo Araujo, Daniel Tay, Ty Thomas Reed","Crime, Drama",99
a1129,Brotherhood of Blood,2008,Michael Roesch,"Victoria Pratt, Jason Connery, Ken Foree","Horror, Thriller",88
a1132,Cake: A Wedding Story,2010,Will Wallace,"G.W. Bailey, Thomas Calabro, William Zabka",Comedy,
a1133,Captivity,2007,Roland Joffé,"Elisha Cuthbert, Daniel Gillies, Pruitt Taylor Vince","Crime, Horror, Thriller",96
a1134,Care Bears: Oopsy Does It!,2007,Davis Doi,"Ashleigh Ball, Ian James Corlett, Scott McNeil","Animation, Family",
a1136,Catacombs,2007,Tomm Coker,"Shannyn Sossamon, Pink, Emil Hostina","Horror, Thriller",100
a1144,Cthulhu,2007,Dan Gildark,"Jason Cottle, Casey Curran, Ethan Atkinson","Drama, Horror, Thriller",100
a1146,Daddy's Little Girls,2007,Tyler Perry,"Gabrielle Union, Idris Elba, Tracee Ellis Ross","Drama, Romance",100
a1151,Tremors,1990,Ron Underwood,"Kevin Bacon, Fred Ward, Finn Carter","Comedy, Horror, Sci-Fi",96
a1158,Ed Gein: The Butcher of Plainfield,2007,Michael Feifer,"Kane Hodder, Adrienne Frantz, Michael Berryman","Crime, Drama, Horror, Mystery, Thriller",90
a1159,Elvis and Anabelle,2008,Will Geiger,"Max Minghella, Blake Lively, Joe Mantegna","Drama, Romance",106
a1161,Epic Movie,2007,Jason Friedberg,"Kal Penn, Jennifer Coolidge, Fred Willard","Adventure, Comedy",86
a1164,The Ex,2007,Jesse Peretz,"Zach Braff, Amanda Peet, Charles Grodin","Comedy, Romance",89
a1165,Extreme Movie,2009,Adam Jay Epstein,"Frankie Muniz, Michael Cera, Ashley Schneider",Comedy,86
a1177,Across the Line: The Exodus of Charlie Wright,2010,R. Ellis Frazier,"Aidan Quinn, Andy Garcia, Mario Van Peebles","Crime, Drama",94
a1178,Adventures in Wild California,2001,Greg MacGillivray,"Troy Hartman, Stephen C. Sillett, Jimmy Smits","Documentary, Short",41
a1179,The Adventures of Rocky & Bullwinkle,2000,Des McAnuff,"Robert De Niro, Rene Russo, Piper Perabo","Animation, Adventure, Comedy, Family, Fantasy",92
a1199,Book of Shadows: Blair Witch 2,2000,Joe Berlinger,"Jeffrey Donovan, Stephen Barker Turner, Erica Leerhsen","Adventure, Horror, Mystery, Thriller",90
a1200,A Boy Named Sue,2001,Julie Wyman,,Documentary,69
a1203,The Broken Hearts Club: A Romantic Comedy,2000,Greg Berlanti,"Timothy Olyphant, Dean Cain, Zach Braff","Comedy, Drama, Romance, Sport",94
a1204,Brother,2001,Takeshi Kitano,"Takeshi Kitano, Claude Maki, Omar Epps","Crime, Drama, Thriller",114
a1207,The Cell,2000,Tarsem Singh,"Jennifer Lopez, Vince Vaughn, Vincent D'Onofrio","Horror, Sci-Fi, Thriller",107
a1212,Chocolat,2001,Lasse Hallström,"Juliette Binoche, Judi Dench, Alfred Molina","Drama, Romance",121
a1217,The Crossing,2014,John Woo,"Takeshi Kaneshiro, Ziyi Zhang, Hye-kyo Song",Drama,129
a1219,Dinosaur,2000,Eric Leighton,"D.B. Sweeney, Julianna Margulies, Samuel E. Wright","Animation, Adventure, Family, Sci-Fi, Thriller",82
a1221,Dr. T and the Women,2000,Robert Altman,"Richard Gere, Helen Hunt, Farrah Fawcett","Comedy, Drama, Romance",122
a1222,Dracula 2000,2000,Patrick Lussier,"Gerard Butler, Justine Waddell, Jonny Lee Miller","Horror, Thriller",99
a1224,Dude Where's My Car?,2000,Danny Leiner,"Ashton Kutcher, Seann William Scott, Jennifer Garner",Comedy,83
a1227,The Emperor's New Groove,2000,Mark Dindal,"David Spade, John Goodman, Eartha Kitt","Animation, Adventure, Comedy, Family, Fantasy",78
a1232,Fantasia/2000,2000,James Algar,"James Levine, Steve Martin, Leopold Stokowski","Animation, Family, Fantasy, Music",74
a1234,Finding Forrester,2001,Gus Van Sant,"Sean Connery, Rob Brown, F. Murray Abraham",Drama,136
a1243,Gossip,2000,Davis Guggenheim,"James Marsden, Lena Headey, Norman Reedus","Drama, Mystery, Thriller",90
a1245,Hamlet,1996,Kenneth Branagh,"Kenneth Branagh, Julie Christie, Derek Jacobi",Drama,242
a1253,How the Grinch Stole Christmas,2000,Ron Howard,"Jim Carrey, Taylor Momsen, Kelley","Comedy, Family, Fantasy",104
a1254,How to Kill Your Neighbor's Dog,2003,Michael Kalesniko,"Kenneth Branagh, Robin Wright, Suzi Hofrichter","Comedy, Drama",107
a1258,Into the Arms of Strangers: Stories of the Kindertransport,2000,Mark Jonathan Harris,"Judi Dench, Lory Cahn, Kurt Fuchel","Documentary, History, War",122
a1259,Isn't She Great,2000,Andrew Bergman,"Bette Midler, Nathan Lane, Stockard Channing","Biography, Comedy, Romance",95
a1263,The Kid,1921,Charles Chaplin,"Charles Chaplin, Edna Purviance, Jackie Coogan","Comedy, Drama, Family",68
a1270,Long Night's Journey Into Day,2001,Deborah Hoffmann,"Mary Burton, Pumla Gobodo-Madikizela, Mongezi Manqina",Documentary,94
a1276,Bhool Bhulaiyaa,2007,Priyadarshan,"Akshay Kumar, Vidya Balan, Ameesha Patel","Comedy, Horror, Mystery, Thriller",159
a1277,Me Myself & Irene,2000,Bobby Farrelly,"Jim Carrey, Renée Zellweger, Anthony Anderson",Comedy,116
a1289,Next Friday,2000,Steve Carr,"Ice Cube, Mike Epps, Justin Pierce",Comedy,98
a1291,Nutty Professor II: The Klumps,2000,Peter Segal,"Eddie Murphy, Janet Jackson, Larry Miller","Comedy, Fantasy, Romance, Sci-Fi",106
a1293,O Brother Where Art Thou?,2001,Joel Coen,"George Clooney, John Turturro, Tim Blake Nelson","Comedy, Crime, Music",106
a1321,Rugrats in Paris: The Movie,2000,Stig Bergqvist,"Christine Cavanaugh, Elizabeth Daily, Cheryl Chase","Animation, Adventure, Comedy, Family, Romance",78
a1322,The Scarecrow,2015,Phillip Rhys,"Darren Pettie, Sandra Oh, Sandra Seacat","Short, Drama",13
a1323,Scream,1996,Wes Craven,"Neve Campbell, Courteney Cox, David Arquette","Horror, Mystery",111
a1324,Scottsboro: An American Tragedy,2000,Daniel Anker,"Frances McDormand, Stanley Tucci, Andre Braugher","Documentary, History",84
a1326,Screwed,2011,Reg Traviss,"James D'Arcy, Noel Clarke, Frank Harper","Crime, Drama",110
a1332,Shriek If You Know What I Did Last Friday the Thirteenth,2001,John Blanchard,"Aimee Graham, Chris Palermo, Kim Greist",Comedy,86
a1342,Steal This Movie,2002,Robert Greenwald,"Vincent D'Onofrio, Janeane Garofalo, Jeanne Tripplehorn","Biography, Drama, Romance",107
a1343,Supernova,2000,Walter Hill,"James Spader, Peter Facinelli, Robin Tunney","Horror, Sci-Fi, Thriller",90
a1345,Terror Tract,2001,Lance W. Dreesen,"John Ritter, David DeLuise, Allison Smith","Comedy, Thriller, Horror",96
a1348,Thomas and the Magic Railroad,2000,Britt Allcroft,"Alec Baldwin, Cody McMains, Russell Means","Adventure, Comedy, Drama, Family, Fantasy",85
a1357,Unbreakable,2000,M. Night Shyamalan,"Bruce Willis, Samuel L. Jackson, Robin Wright","Drama, Mystery, Sci-Fi, Thriller",106
a1375,X-Men: Apocalypse,2016,Bryan Singer,"Jennifer Lawrence, Michael Fassbender, Rose Byrne","Action, Adventure, Fantasy, Sci-Fi",
a1382,Ali,2001,Michael Mann,"Will Smith, Jamie Foxx, Jon Voight","Biography, Drama, Sport",157
a1383,All Over the Guy,2002,Julie Davis,"Dan Bucatinsky, Richard Ruccolo, Sasha Alexander","Comedy, Romance",95
a1391,Amy's Orgasm,2004,Julie Davis,"Julie Davis, Nick Chinlund, Caroline Aaron","Comedy, Romance",87
a1394,The Anniversary Party,2001,Alan Cumming,"Alan Cumming, Jennifer Jason Leigh, Phoebe Cates","Comedy, Drama, Romance",115
a1411,Captain Corelli's Mandolin,2001,John Madden,"Nicolas Cage, Penélope Cruz, John Hurt","Drama, Music, Romance, War",131
a1412,The Cat's Meow,2002,Peter Bogdanovich,"Kirsten Dunst, Cary Elwes, Edward Herrmann",Drama,114
a1414,The Caveman's Valentine,2001,Kasi Lemmons,"Samuel L. Jackson, Colm Feore, Ann Magnuson","Crime, Drama, Music, Mystery, Thriller",105
a1423,Dogtown and Z-Boys,2002,Stacy Peralta,"Sean Penn, Jay Adams, Tony Alva","Documentary, Sport",91
a1425,Don't Say a Word,2001,Gary Fleder,"Michael Douglas, Sean Bean, Brittany Murphy","Crime, Drama, Mystery, Thriller",113
a1432,Earth vs the Spider,1958,Bert I. Gordon,"Ed Kemmer, June Kenney, Eugene Persson","Horror, Sci-Fi",73
a1433,Elvira's Haunted Hills,2002,Sam Irvin,"Cassandra Peterson, Richard O'Brien, Mary Scheer","Comedy, Horror",90
a1435,Escape from Hell,1980,Edoardo Mulargia,"Anthony Steffen, Ajita Wilson, Cristina Lay","Drama, Thriller, Crime",93
a1436,Evolution,2001,Ivan Reitman,"David Duchovny, Orlando Jones, Julianne Moore","Comedy, Sci-Fi",101
